xiphophorus_maculatus ENSXMAG00000014738
lonchura_striata_domestica ENSLSDG00000017268
serinus_canaria ENSSCAG00000012056
zonotrichia_albicollis ENSZALG00000014414
junco_hyemalis ENSJHYG00000013356
ficedula_albicollis ENSFALG00000012984
parus_major ENSPMJG00000013973
cyanistes_caeruleus ENSCCEG00000019609
lepidothrix_coronata ENSLCOG00000005284
manacus_vitellinus ENSMVIG00005000199
anser_brachyrhynchus ENSABRG00000020604
anas_platyrhynchos_platyrhynchos ENSAPLG00000015576
meleagris_gallopavo ENSMGAG00000004097
meleagris_gallopavo ENSMGAG00000016527
coturnix_japonica ENSCJPG00005002203
gallus_gallus ENSGALG00000004037
numida_meleagris ENSNMEG00000015255
apteryx_haastii ENSAHAG00000015701
apteryx_rowi ENSARWG00000002114
apteryx_owenii ENSAOWG00000016154
dromaius_novaehollandiae ENSDNVG00000005224
nothoprocta_perdicaria ENSNPEG00000006640
crocodylus_porosus ENSCPRG00005006279
chelonoidis_abingdonii ENSCABG00000022933
gopherus_agassizii ENSGAGG00000011501
chrysemys_picta_bellii ENSCPBG00000019591
pelodiscus_sinensis ENSPSIG00000007698
pogona_vitticeps ENSPVIG00000005725
anolis_carolinensis ENSACAG00000010137
notechis_scutatus ENSNSUG00000014938
salvator_merianae ENSSMRG00000008579
sphenodon_punctatus ENSSPUG00000001511
latimeria_chalumnae ENSLACG00000013651
petromyzon_marinus ENSPMAG00000007376
eptatretus_burgeri ENSEBUG00000006069
