astyanax_mexicanus ENSAMXG00000005041
cricetulus_griseus_chok1gshd ENSCGRG00001007672
cricetulus_griseus_crigri ENSCGRG00000010935
mesocricetus_auratus ENSMAUG00000018387
mus_musculus ENSMUSG00000026572
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015607
mus_spicilegus ENSMSIG00000014336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014800
mus_pahari MGP_PahariEiJ_G0028037
meriones_unguiculatus ENSMUGG00000015308
nannospalax_galili ENSNGAG00000017170
jaculus_jaculus ENSJJAG00000022328
castor_canadensis ENSCCNG00000014170
dipodomys_ordii ENSDORG00000014860
cavia_porcellus ENSCPOG00000012456
cavia_aperea ENSCAPG00000014659
octodon_degus ENSODEG00000001542
chinchilla_lanigera ENSCLAG00000006520
heterocephalus_glaber_male ENSHGLG00100015084
heterocephalus_glaber_female ENSHGLG00000001534
fukomys_damarensis ENSFDAG00000012462
oryctolagus_cuniculus ENSOCUG00000014555
ochotona_princeps ENSOPRG00000016564
bos_mutus ENSBMUG00000006903
bos_taurus ENSBTAG00000002952
bison_bison_bison ENSBBBG00000004446
capra_hircus ENSCHIG00000013933
ovis_aries ENSOARG00000012617
tursiops_truncatus ENSTTRG00000013370
vicugna_pacos ENSVPAG00000000446
sus_scrofa ENSSSCG00000006299
equus_asinus_asinus ENSEASG00005019056
equus_caballus ENSECAG00000039279
ursus_americanus ENSUAMG00000007892
ursus_maritimus ENSUMAG00000017347
ailuropoda_melanoleuca ENSAMEG00000004326
canis_lupus_familiaris ENSCAFG00000015268
canis_lupus_dingo ENSCAFG00020022712
vulpes_vulpes ENSVVUG00000026259
panthera_pardus ENSPPRG00000000719
panthera_tigris_altaica ENSPTIG00000003931
felis_catus ENSFCAG00000015047
pteropus_vampyrus ENSPVAG00000011176
erinaceus_europaeus ENSEEUG00000002695
mustela_putorius_furo ENSMPUG00000000522
neovison_vison ENSNVIG00000024489
urocitellus_parryii ENSUPAG00010011029
ictidomys_tridecemlineatus ENSSTOG00000019913
spermophilus_dauricus ENSSDAG00000005436
marmota_marmota_marmota ENSMMMG00000018775
tupaia_belangeri ENSTBEG00000000750
rattus_norvegicus ENSRNOG00000002979
myotis_lucifugus ENSMLUG00000011933
choloepus_hoffmanni ENSCHOG00000010387
dasypus_novemcinctus ENSDNOG00000015810
procavia_capensis ENSPCAG00000013051
echinops_telfairi ENSETEG00000018509
loxodonta_africana ENSLAFG00000011227
ornithorhynchus_anatinus ENSOANG00000003892
latimeria_chalumnae ENSLACG00000008854
