lepidothrix_coronata ENSLCOG00000007327
peromyscus_maniculatus_bairdii ENSPEMG00000017333
cricetulus_griseus_chok1gshd ENSCGRG00001016446
cricetulus_griseus_crigri-picr ENSCGRG00015004511
cricetulus_griseus_crigri ENSCGRG00000013807
mesocricetus_auratus ENSMAUG00000013502
microtus_ochrogaster ENSMOCG00000018787
mus_musculus ENSMUSG00000022106
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020392
mus_spicilegus ENSMSIG00000007053
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019498
mus_pahari MGP_PahariEiJ_G0030515
rattus_norvegicus ENSRNOG00000015054
meriones_unguiculatus ENSMUGG00000018990
nannospalax_galili ENSNGAG00000001130
jaculus_jaculus ENSJJAG00000013527
spermophilus_dauricus ENSSDAG00000018262
marmota_marmota_marmota ENSMMMG00000023136
urocitellus_parryii ENSUPAG00010004306
ictidomys_tridecemlineatus ENSSTOG00000014863
chinchilla_lanigera ENSCLAG00000008746
octodon_degus ENSODEG00000007840
cavia_porcellus ENSCPOG00000008702
cavia_aperea ENSCAPG00000013610
heterocephalus_glaber_female ENSHGLG00000003102
heterocephalus_glaber_male ENSHGLG00100008025
fukomys_damarensis ENSFDAG00000008875
oryctolagus_cuniculus ENSOCUG00000016428
ochotona_princeps ENSOPRG00000010309
tupaia_belangeri ENSTBEG00000014639
pan_paniscus ENSPPAG00000038976
pan_troglodytes ENSPTRG00000005866
homo_sapiens ENSG00000136161
gorilla_gorilla ENSGGOG00000004291
pongo_abelii ENSPPYG00000005361
nomascus_leucogenys ENSNLEG00000003314
papio_anubis ENSPANG00000017177
theropithecus_gelada ENSTGEG00000003733
macaca_fascicularis ENSMFAG00000042366
macaca_mulatta ENSMMUG00000017688
macaca_nemestrina ENSMNEG00000045246
cercocebus_atys ENSCATG00000033627
mandrillus_leucophaeus ENSMLEG00000034431
chlorocebus_sabaeus ENSCSAG00000017736
piliocolobus_tephrosceles ENSPTEG00000029234
colobus_angolensis_palliatus ENSCANG00000004600
rhinopithecus_bieti ENSRBIG00000028201
rhinopithecus_roxellana ENSRROG00000035536
cebus_capucinus ENSCCAG00000029598
saimiri_boliviensis_boliviensis ENSSBOG00000026825
callithrix_jacchus ENSCJAG00000009006
aotus_nancymaae ENSANAG00000023045
chlorocebus_sabaeus ENSCSAG00000006847
carlito_syrichta ENSTSYG00000007199
propithecus_coquereli ENSPCOG00000021825
microcebus_murinus ENSMICG00000001761
prolemur_simus ENSPSMG00000017070
otolemur_garnettii ENSOGAG00000007469
loxodonta_africana ENSLAFG00000015596
procavia_capensis ENSPCAG00000016816
echinops_telfairi ENSETEG00000004102
choloepus_hoffmanni ENSCHOG00000004667
dasypus_novemcinctus ENSDNOG00000037693
sarcophilus_harrisii ENSSHAG00000013842
phascolarctos_cinereus ENSPCIG00000029309
monodelphis_domestica ENSMODG00000011140
ornithorhynchus_anatinus ENSOANG00000015554
xenopus_tropicalis ENSXETG00000000559
latimeria_chalumnae ENSLACG00000004010
tetraodon_nigroviridis ENSTNIG00000019037
takifugu_rubripes ENSTRUG00000014127
gasterosteus_aculeatus ENSGACG00000011950
poecilia_formosa ENSPFOG00000005983
poecilia_latipinna ENSPLAG00000011076
poecilia_mexicana ENSPMEG00000009374
poecilia_reticulata ENSPREG00000014375
xiphophorus_couchianus ENSXCOG00000005937
xiphophorus_maculatus ENSXMAG00000007413
gambusia_affinis ENSGAFG00000020327
fundulus_heteroclitus ENSFHEG00000013635
cyprinodon_variegatus ENSCVAG00000018261
kryptolebias_marmoratus ENSKMAG00000004725
oryzias_latipes ENSORLG00020014963
oryzias_latipes ENSORLG00000003001
oryzias_latipes_asm223469v1 ENSORLG00015020709
oryzias_melastigma ENSOMEG00000001798
mola_mola ENSMMOG00000000282
mola_mola ENSMMOG00000000249
labrus_bergylta ENSLBEG00000027791
mastacembelus_armatus ENSMAMG00000011758
monopterus_albus ENSMALG00000010704
anabas_testudineus ENSATEG00000010739
seriola_lalandi_dorsalis ENSSLDG00000022272
seriola_dumerili ENSSDUG00000013073
scophthalmus_maximus ENSSMAG00000002851
amphiprion_percula ENSAPEG00000011682
amphiprion_ocellaris ENSAOCG00000012785
acanthochromis_polyacanthus ENSAPOG00000022400
stegastes_partitus ENSSPAG00000013657
astatotilapia_calliptera ENSACLG00000023852
maylandia_zebra ENSMZEG00005024010
pundamilia_nyererei ENSPNYG00000009963
haplochromis_burtoni ENSHBUG00000001634
neolamprologus_brichardi ENSNBRG00000001800
oreochromis_niloticus ENSONIG00000005688
cynoglossus_semilaevis ENSCSEG00000007002
periophthalmus_magnuspinnatus ENSPMGG00000004038
hippocampus_comes ENSHCOG00000010412
gadus_morhua ENSGMOG00000002409
esox_lucius ENSELUG00000022833
astyanax_mexicanus ENSAMXG00000044125
pygocentrus_nattereri ENSPNAG00000010481
ictalurus_punctatus ENSIPUG00000021133
danio_rerio ENSDARG00000090687
scleropages_formosus ENSSFOG00015023449
paramormyrops_kingsleyae ENSPKIG00000021864
lepisosteus_oculatus ENSLOCG00000008911
