homo_sapiens ENSG00000198937
marmota_marmota_marmota ENSMMMG00000024416
oryctolagus_cuniculus ENSOCUG00000029738
canis_lupus_familiaris ENSCAFG00000030835
cricetulus_griseus_crigri-picr ENSCGRG00015023892
chlorocebus_sabaeus ENSCSAG00000010502
pan_paniscus ENSPPAG00000027705
otolemur_garnettii ENSOGAG00000000921
equus_asinus_asinus ENSEASG00005021441
mustela_putorius_furo ENSMPUG00000013908
loxodonta_africana ENSLAFG00000017302
sarcophilus_harrisii ENSSHAG00000016093
monodelphis_domestica ENSMODG00000013346
phascolarctos_cinereus ENSPCIG00000024463
notechis_scutatus ENSNSUG00000009363
anolis_carolinensis ENSACAG00000014368
salvator_merianae ENSSMRG00000005686
sphenodon_punctatus ENSSPUG00000017369
gopherus_agassizii ENSGAGG00000023135
chelonoidis_abingdonii ENSCABG00000021890
chrysemys_picta_bellii ENSCPBG00000025336
pelodiscus_sinensis ENSPSIG00000018237
calidris_pygmaea ENSCPGG00000003594
calidris_pugnax ENSCPUG00000002047
melopsittacus_undulatus ENSMUNG00000007938
gallus_gallus ENSGALG00000010151
meleagris_gallopavo ENSMGAG00000010737
numida_meleagris ENSNMEG00000016472
parus_major ENSPMJG00000014796
zonotrichia_albicollis ENSZALG00000011262
lepidothrix_coronata ENSLCOG00000001789
manacus_vitellinus ENSMVIG00005006670
taeniopygia_guttata ENSTGUG00000007918
serinus_canaria ENSSCAG00000013694
junco_hyemalis ENSJHYG00000012303
ficedula_albicollis ENSFALG00000011239
lonchura_striata_domestica ENSLSDG00000010364
anser_brachyrhynchus ENSABRG00000019661
apteryx_owenii ENSAOWG00000004438
apteryx_rowi ENSARWG00000004652
apteryx_haastii ENSAHAG00000017360
dromaius_novaehollandiae ENSDNVG00000007379
anas_platyrhynchos_platyrhynchos ENSAPLG00000014260
nothoprocta_perdicaria ENSNPEG00000009716
crocodylus_porosus ENSCPRG00005010285
xenopus_tropicalis ENSXETG00000007834
latimeria_chalumnae ENSLACG00000007922
gasterosteus_aculeatus ENSGACG00000011522
takifugu_rubripes ENSTRUG00000025213
stegastes_partitus ENSSPAG00000006775
amphiprion_ocellaris ENSAOCG00000019696
poecilia_formosa ENSPFOG00000000433
poecilia_mexicana ENSPMEG00000014616
poecilia_latipinna ENSPLAG00000016205
gambusia_affinis ENSGAFG00000011017
xiphophorus_couchianus ENSXCOG00000004558
xiphophorus_maculatus ENSXMAG00000028500
cyprinodon_variegatus ENSCVAG00000000205
kryptolebias_marmoratus ENSKMAG00000010921
astatotilapia_calliptera ENSACLG00000016784
maylandia_zebra ENSMZEG00005017406
haplochromis_burtoni ENSHBUG00000009649
pundamilia_nyererei ENSPNYG00000010406
neolamprologus_brichardi ENSNBRG00000016952
oreochromis_niloticus ENSONIG00000013449
amphilophus_citrinellus ENSACIG00000006258
scophthalmus_maximus ENSSMAG00000014409
cynoglossus_semilaevis ENSCSEG00000020718
seriola_dumerili ENSSDUG00000017235
seriola_lalandi_dorsalis ENSSLDG00000005642
mastacembelus_armatus ENSMAMG00000020831
monopterus_albus ENSMALG00000003520
anabas_testudineus ENSATEG00000011156
periophthalmus_magnuspinnatus ENSPMGG00000008962
esox_lucius ENSELUG00000004149
ictalurus_punctatus ENSIPUG00000004816
astyanax_mexicanus ENSAMXG00000000642
danio_rerio ENSDARG00000045850
scleropages_formosus ENSSFOG00015019821
