notechis_scutatus ENSNSUG00000003544
neolamprologus_brichardi ENSNBRG00000014734
pundamilia_nyererei ENSPNYG00000010745
astatotilapia_calliptera ENSACLG00000010844
oreochromis_niloticus ENSONIG00000018057
amphilophus_citrinellus ENSACIG00000018449
monopterus_albus ENSMALG00000008619
mola_mola ENSMMOG00000006037
cynoglossus_semilaevis ENSCSEG00000018291
xiphophorus_couchianus ENSXCOG00000013015
periophthalmus_magnuspinnatus ENSPMGG00000016503
esox_lucius ENSELUG00000012448
ictalurus_punctatus ENSIPUG00000016810
esox_lucius ENSELUG00000013350
gadus_morhua ENSGMOG00000004618
