oryzias_latipes_asm223469v1 ENSORLG00015015406
heterocephalus_glaber_male ENSHGLG00100012956
heterocephalus_glaber_female ENSHGLG00000002677
heterocephalus_glaber_male ENSHGLG00100009582
fukomys_damarensis ENSFDAG00000011244
urocitellus_parryii ENSUPAG00010004025
spermophilus_dauricus ENSSDAG00000017945
ictidomys_tridecemlineatus ENSSTOG00000024506
marmota_marmota_marmota ENSMMMG00000023039
castor_canadensis ENSCCNG00000008614
dipodomys_ordii ENSDORG00000014617
mus_spicilegus ENSMSIG00000024724
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020278
mus_musculus ENSMUSG00000035235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019386
mus_pahari MGP_PahariEiJ_G0030404
rattus_norvegicus ENSRNOG00000009075
meriones_unguiculatus ENSMUGG00000018107
cricetulus_griseus_crigri-picr ENSCGRG00015011164
cricetulus_griseus_chok1gshd ENSCGRG00001004195
cricetulus_griseus_crigri ENSCGRG00000006474
mesocricetus_auratus ENSMAUG00000003724
peromyscus_maniculatus_bairdii ENSPEMG00000019868
microtus_ochrogaster ENSMOCG00000014958
nannospalax_galili ENSNGAG00000012202
jaculus_jaculus ENSJJAG00000012858
oryctolagus_cuniculus ENSOCUG00000003083
pan_troglodytes ENSPTRG00000031189
pan_paniscus ENSPPAG00000039706
homo_sapiens ENSG00000204977
gorilla_gorilla ENSGGOG00000001619
nomascus_leucogenys ENSNLEG00000033521
piliocolobus_tephrosceles ENSPTEG00000030518
colobus_angolensis_palliatus ENSCANG00000030463
rhinopithecus_bieti ENSRBIG00000035646
rhinopithecus_roxellana ENSRROG00000034403
macaca_fascicularis ENSMFAG00000042055
macaca_mulatta ENSMMUG00000010898
macaca_nemestrina ENSMNEG00000035416
papio_anubis ENSPANG00000021160
theropithecus_gelada ENSTGEG00000004468
cercocebus_atys ENSCATG00000038413
mandrillus_leucophaeus ENSMLEG00000015458
chlorocebus_sabaeus ENSCSAG00000018614
cebus_capucinus ENSCCAG00000021391
saimiri_boliviensis_boliviensis ENSSBOG00000020064
callithrix_jacchus ENSCJAG00000008633
aotus_nancymaae ENSANAG00000036900
carlito_syrichta ENSTSYG00000010640
prolemur_simus ENSPSMG00000016458
otolemur_garnettii ENSOGAG00000013692
tupaia_belangeri ENSTBEG00000001031
ovis_aries ENSOARG00000005980
capra_hircus ENSCHIG00000010839
bos_mutus ENSBMUG00000001991
bos_taurus ENSBTAG00000008173
bison_bison_bison ENSBBBG00000003768
sus_scrofa ENSSSCG00000009389
vicugna_pacos ENSVPAG00000011387
ursus_americanus ENSUAMG00000009569
ursus_maritimus ENSUMAG00000018465
ailuropoda_melanoleuca ENSAMEG00000019144
neovison_vison ENSNVIG00000011831
mustela_putorius_furo ENSMPUG00000018013
canis_lupus_familiaris ENSCAFG00000004308
canis_lupus_dingo ENSCAFG00020021573
vulpes_vulpes ENSVVUG00000028126
panthera_tigris_altaica ENSPTIG00000002828
panthera_pardus ENSPPRG00000014965
felis_catus ENSFCAG00000028107
myotis_lucifugus ENSMLUG00000029988
pteropus_vampyrus ENSPVAG00000016176
equus_asinus_asinus ENSEASG00005017299
equus_caballus ENSECAG00000011381
erinaceus_europaeus ENSEEUG00000010507
sorex_araneus ENSSARG00000007942
ornithorhynchus_anatinus ENSOANG00000015539
xenopus_tropicalis ENSXETG00000015691
latimeria_chalumnae ENSLACG00000013356
