serinus_canaria ENSSCAG00000005664
oryzias_latipes_asm223469v1 ENSORLG00015000867
oryzias_latipes ENSORLG00020001139
oryzias_latipes ENSORLG00000014827
oryzias_melastigma ENSOMEG00000000451
takifugu_rubripes ENSTRUG00000019932
tetraodon_nigroviridis ENSTNIG00000011463
mola_mola ENSMMOG00000010459
acanthochromis_polyacanthus ENSAPOG00000000672
stegastes_partitus ENSSPAG00000015172
amphiprion_percula ENSAPEG00000006696
labrus_bergylta ENSLBEG00000008482
fundulus_heteroclitus ENSFHEG00000022216
monopterus_albus ENSMALG00000017629
mastacembelus_armatus ENSMAMG00000002057
haplochromis_burtoni ENSHBUG00000011657
maylandia_zebra ENSMZEG00005018850
pundamilia_nyererei ENSPNYG00000002813
astatotilapia_calliptera ENSACLG00000021006
oreochromis_niloticus ENSONIG00000011162
neolamprologus_brichardi ENSNBRG00000001099
anabas_testudineus ENSATEG00000016560
amphilophus_citrinellus ENSACIG00000018514
seriola_lalandi_dorsalis ENSSLDG00000017116
seriola_dumerili ENSSDUG00000001364
scophthalmus_maximus ENSSMAG00000018937
gasterosteus_aculeatus ENSGACG00000012752
hippocampus_comes ENSHCOG00000011739
periophthalmus_magnuspinnatus ENSPMGG00000000935
gadus_morhua ENSGMOG00000017993
esox_lucius ENSELUG00000023502
astyanax_mexicanus ENSAMXG00000005503
pygocentrus_nattereri ENSPNAG00000009334
ictalurus_punctatus ENSIPUG00000002243
danio_rerio ENSDARG00000053512
lepisosteus_oculatus ENSLOCG00000003022
