serinus_canaria ENSSCAG00000011009
mus_musculus ENSMUSG00000112856
mus_musculus ENSMUSG00000112931
mus_musculus ENSMUSG00000096744
mus_musculus ENSMUSG00000091101
mus_musculus ENSMUSG00000090854
mus_musculus ENSMUSG00000091779
mus_musculus ENSMUSG00000097878
mus_musculus ENSMUSG00000097427
mus_musculus ENSMUSG00000097550
mus_musculus ENSMUSG00000094144
mus_musculus ENSMUSG00000095022
mus_spicilegus ENSMSIG00000030592
mus_spretus MGP_SPRETEiJ_G0016590
mus_musculus ENSMUSG00000086727
mus_musculus ENSMUSG00000117091
mus_spicilegus ENSMSIG00000031573
mus_pahari MGP_PahariEiJ_G0027254
mus_pahari MGP_PahariEiJ_G0027255
rattus_norvegicus ENSRNOG00000036687
meriones_unguiculatus ENSMUGG00000001201
cricetulus_griseus ENSCGRG00001018191
cricetulus_griseus ENSCGRG00015025125
cricetulus_griseus ENSCGRG00000015871
mesocricetus_auratus ENSMAUG00000020552
microtus_ochrogaster ENSMOCG00000016792
jaculus_jaculus ENSJJAG00000004134
cavia_porcellus ENSCPOG00000013710
cavia_aperea ENSCAPG00000014727
octodon_degus ENSODEG00000008359
chinchilla_lanigera ENSCLAG00000015026
heterocephalus_glaber ENSHGLG00000008293
spermophilus_dauricus ENSSDAG00000016527
dipodomys_ordii ENSDORG00000025849
fukomys_damarensis ENSFDAG00000001213
heterocephalus_glaber ENSHGLG00100006949
tupaia_belangeri ENSTBEG00000005834
rhinopithecus_bieti ENSRBIG00000039651
colobus_angolensis ENSCANG00000034056
rhinopithecus_roxellana ENSRROG00000045364
mandrillus_leucophaeus ENSMLEG00000043353
aotus_nancymaae ENSANAG00000022638
carlito_syrichta ENSTSYG00000002272
otolemur_garnettii ENSOGAG00000012409
myotis_lucifugus ENSMLUG00000009555
neovison_vison ENSNVIG00000016443
ovis_aries ENSOARG00000017932
bison_bison ENSBBBG00000015659
ursus_americanus ENSUAMG00000016931
ursus_maritimus ENSUMAG00000016384
ailuropoda_melanoleuca ENSAMEG00000017463
sus_scrofa ENSSSCG00000032655
panthera_tigris ENSPTIG00000006399
echinops_telfairi ENSETEG00000016596
dasypus_novemcinctus ENSDNOG00000002563
equus_caballus ENSECAG00000018754
equus_asinus ENSEASG00005005824
erinaceus_europaeus ENSEEUG00000010164
panthera_pardus ENSPPRG00000010829
felis_catus ENSFCAG00000022549
canis_lupus ENSCAFG00020009815
canis_lupus ENSCAFG00000005877
bos_indicus ENSBIXG00000006575
bos_indicus ENSBIXG00005015130
bos_taurus ENSBTAG00000008498
capra_hircus ENSCHIG00000017396
tursiops_truncatus ENSTTRG00000012275
myotis_lucifugus ENSMLUG00000025677
myotis_lucifugus ENSMLUG00000030407
myotis_lucifugus ENSMLUG00000002626
myotis_lucifugus ENSMLUG00000027352
myotis_lucifugus ENSMLUG00000028343
myotis_lucifugus ENSMLUG00000024976
myotis_lucifugus ENSMLUG00000026271
myotis_lucifugus ENSMLUG00000024447
myotis_lucifugus ENSMLUG00000024471
myotis_lucifugus ENSMLUG00000015043
myotis_lucifugus ENSMLUG00000022869
myotis_lucifugus ENSMLUG00000023213
myotis_lucifugus ENSMLUG00000027516
pteropus_vampyrus ENSPVAG00000017866
ochotona_princeps ENSOPRG00000005551
loxodonta_africana ENSLAFG00000003083
procavia_capensis ENSPCAG00000013162
vombatus_ursinus ENSVURG00010008666
phascolarctos_cinereus ENSPCIG00000030716
notamacropus_eugenii ENSMEUG00000002210
monodelphis_domestica ENSMODG00000003030
sarcophilus_harrisii ENSSHAG00000010459
xenopus_tropicalis ENSXETG00000006267
latimeria_chalumnae ENSLACG00000005694
gasterosteus_aculeatus ENSGACG00000013328
takifugu_rubripes ENSTRUG00000008828
acanthochromis_polyacanthus ENSAPOG00000018455
stegastes_partitus ENSSPAG00000011178
oryzias_latipes ENSORLG00000012331
monopterus_albus ENSMALG00000019408
hippocampus_comes ENSHCOG00000015046
electrophorus_electricus ENSEEEG00000022212
seriola_dumerili ENSSDUG00000003992
seriola_lalandi ENSSLDG00000005386
cynoglossus_semilaevis ENSCSEG00000015438
gasterosteus_aculeatus ENSGACG00000018178
cottoperca_gobio ENSCGOG00000010984
clupea_harengus ENSCHAG00000025792
