lonchura_striata_domestica ENSLSDG00000013126
mesocricetus_auratus ENSMAUG00000014295
microtus_ochrogaster ENSMOCG00000009757
peromyscus_maniculatus_bairdii ENSPEMG00000000630
nannospalax_galili ENSNGAG00000003888
jaculus_jaculus ENSJJAG00000023484
spermophilus_dauricus ENSSDAG00000010763
marmota_marmota_marmota ENSMMMG00000012318
ictidomys_tridecemlineatus ENSSTOG00000007600
urocitellus_parryii ENSUPAG00010022378
dipodomys_ordii ENSDORG00000027860
castor_canadensis ENSCCNG00000022426
heterocephalus_glaber_female ENSHGLG00000018190
heterocephalus_glaber_male ENSHGLG00100018584
fukomys_damarensis ENSFDAG00000020691
chinchilla_lanigera ENSCLAG00000010426
octodon_degus ENSODEG00000011129
cavia_porcellus ENSCPOG00000005503
cavia_aperea ENSCAPG00000012042
oryctolagus_cuniculus ENSOCUG00000007784
ochotona_princeps ENSOPRG00000005873
homo_sapiens ENSG00000244045
gorilla_gorilla ENSGGOG00000004585
pan_troglodytes ENSPTRG00000008914
pan_paniscus ENSPPAG00000010459
pongo_abelii ENSPPYG00000008090
nomascus_leucogenys ENSNLEG00000002092
mandrillus_leucophaeus ENSMLEG00000041451
cercocebus_atys ENSCATG00000027714
macaca_fascicularis ENSMFAG00000027349
macaca_nemestrina ENSMNEG00000034750
macaca_mulatta ENSMMUG00000021351
theropithecus_gelada ENSTGEG00000007623
papio_anubis ENSPANG00000023512
chlorocebus_sabaeus ENSCSAG00000007346
rhinopithecus_roxellana ENSRROG00000039627
rhinopithecus_bieti ENSRBIG00000042650
colobus_angolensis_palliatus ENSCANG00000029080
piliocolobus_tephrosceles ENSPTEG00000030379
saimiri_boliviensis_boliviensis ENSSBOG00000028946
cebus_capucinus ENSCCAG00000025601
callithrix_jacchus ENSCJAG00000034523
aotus_nancymaae ENSANAG00000025651
carlito_syrichta ENSTSYG00000025535
propithecus_coquereli ENSPCOG00000021344
prolemur_simus ENSPSMG00000014620
microcebus_murinus ENSMICG00000005087
otolemur_garnettii ENSOGAG00000003338
tupaia_belangeri ENSTBEG00000007766
vicugna_pacos ENSVPAG00000000019
sus_scrofa ENSSSCG00000040883
ovis_aries ENSOARG00000017901
capra_hircus ENSCHIG00000020388
bos_mutus ENSBMUG00000019644
bos_taurus ENSBTAG00000008120
bison_bison_bison ENSBBBG00000018466
tursiops_truncatus ENSTTRG00000010157
erinaceus_europaeus ENSEEUG00000006179
ursus_maritimus ENSUMAG00000012068
ursus_americanus ENSUAMG00000018457
ailuropoda_melanoleuca ENSAMEG00000005076
mustela_putorius_furo ENSMPUG00000014309
neovison_vison ENSNVIG00000017649
canis_lupus_dingo ENSCAFG00020012007
canis_lupus_familiaris ENSCAFG00000018668
panthera_pardus ENSPPRG00000008149
panthera_tigris_altaica ENSPTIG00000010469
felis_catus ENSFCAG00000008396
sorex_araneus ENSSARG00000011447
equus_asinus_asinus ENSEASG00005009969
equus_caballus ENSECAG00000015855
pteropus_vampyrus ENSPVAG00000002880
myotis_lucifugus ENSMLUG00000012307
ornithorhynchus_anatinus ENSOANG00000015618
xenopus_tropicalis ENSXETG00000023795
latimeria_chalumnae ENSLACG00000004255
paramormyrops_kingsleyae ENSPKIG00000021095
scleropages_formosus ENSSFOG00015015483
xiphophorus_couchianus ENSXCOG00000004527
xiphophorus_maculatus ENSXMAG00000002469
gambusia_affinis ENSGAFG00000012663
poecilia_formosa ENSPFOG00000011429
poecilia_mexicana ENSPMEG00000003914
poecilia_reticulata ENSPREG00000009262
poecilia_latipinna ENSPLAG00000006237
fundulus_heteroclitus ENSFHEG00000001145
cyprinodon_variegatus ENSCVAG00000013674
kryptolebias_marmoratus ENSKMAG00000014930
oryzias_latipes ENSORLG00020017477
oryzias_latipes_asm223469v1 ENSORLG00015023215
oryzias_latipes ENSORLG00000028505
oryzias_melastigma ENSOMEG00000020673
maylandia_zebra ENSMZEG00005004229
astatotilapia_calliptera ENSACLG00000015770
haplochromis_burtoni ENSHBUG00000008310
pundamilia_nyererei ENSPNYG00000009647
neolamprologus_brichardi ENSNBRG00000023287
oreochromis_niloticus ENSONIG00000010873
amphilophus_citrinellus ENSACIG00000023441
cynoglossus_semilaevis ENSCSEG00000005098
hippocampus_comes ENSHCOG00000015098
scophthalmus_maximus ENSSMAG00000017484
gasterosteus_aculeatus ENSGACG00000005384
monopterus_albus ENSMALG00000022082
mastacembelus_armatus ENSMAMG00000005187
anabas_testudineus ENSATEG00000019928
takifugu_rubripes ENSTRUG00000023666
tetraodon_nigroviridis ENSTNIG00000014286
mola_mola ENSMMOG00000005228
labrus_bergylta ENSLBEG00000023357
seriola_lalandi_dorsalis ENSSLDG00000025473
seriola_dumerili ENSSDUG00000000237
amphiprion_ocellaris ENSAOCG00000022105
amphiprion_percula ENSAPEG00000003382
acanthochromis_polyacanthus ENSAPOG00000003140
stegastes_partitus ENSSPAG00000000236
periophthalmus_magnuspinnatus ENSPMGG00000009457
gadus_morhua ENSGMOG00000017280
esox_lucius ENSELUG00000010950
pygocentrus_nattereri ENSPNAG00000009669
astyanax_mexicanus ENSAMXG00000008882
ictalurus_punctatus ENSIPUG00000005997
danio_rerio ENSDARG00000069314
lepisosteus_oculatus ENSLOCG00000000808
petromyzon_marinus ENSPMAG00000001520
eptatretus_burgeri ENSEBUG00000016935
ciona_intestinalis ENSCING00000018831
drosophila_melanogaster FBgn0260467
caenorhabditis_elegans_strain_n2 WBGene00017289
