taeniopygia_guttata ENSTGUG00000002525
aotus_nancymaae ENSANAG00000019915
chlorocebus_sabaeus ENSCSAG00000019682
mandrillus_leucophaeus ENSMLEG00000016017
macaca_nemestrina ENSMNEG00000024232
macaca_mulatta ENSMMUG00000046202
macaca_fascicularis ENSMFAG00000040241
theropithecus_gelada ENSTGEG00000004922
papio_anubis ENSPANG00000019792
cercocebus_atys ENSCATG00000018034
rhinopithecus_bieti ENSRBIG00000004461
rhinopithecus_roxellana ENSRROG00000011174
colobus_angolensis ENSCANG00000013138
piliocolobus_tephrosceles ENSPTEG00000023721
pan_troglodytes ENSPTRG00000052099
pan_paniscus ENSPPAG00000014126
gorilla_gorilla ENSGGOG00000007410
homo_sapiens ENSG00000187713
pongo_abelii ENSPPYG00000019816
nomascus_leucogenys ENSNLEG00000032750
carlito_syrichta ENSTSYG00000036560
carlito_syrichta ENSTSYG00000034345
microcebus_murinus ENSMICG00000033917
propithecus_coquereli ENSPCOG00000011268
prolemur_simus ENSPSMG00000006569
otolemur_garnettii ENSOGAG00000028885
tursiops_truncatus ENSTTRG00000015357
sus_scrofa ENSSSCG00000034562
bos_indicus ENSBIXG00005006939
bos_indicus ENSBIXG00000009463
capra_hircus ENSCHIG00000008657
pteropus_vampyrus ENSPVAG00000008390
neovison_vison ENSNVIG00000009576
mustela_putorius ENSMPUG00000020093
ursus_americanus ENSUAMG00000021516
ursus_maritimus ENSUMAG00000023262
canis_lupus ENSCAFG00000019478
canis_lupus ENSCAFG00020003112
vulpes_vulpes ENSVVUG00000029425
panthera_pardus ENSPPRG00000010733
panthera_tigris ENSPTIG00000008750
felis_catus ENSFCAG00000045552
equus_caballus ENSECAG00000030806
equus_asinus ENSEASG00005016235
procavia_capensis ENSPCAG00000004643
procavia_capensis ENSPCAG00000004608
dasypus_novemcinctus ENSDNOG00000037998
bos_taurus ENSBTAG00000053425
bos_mutus ENSBMUG00000026080
carlito_syrichta ENSTSYG00000033811
sarcophilus_harrisii ENSSHAG00000008916
notamacropus_eugenii ENSMEUG00000010803
notamacropus_eugenii ENSMEUG00000004284
vombatus_ursinus ENSVURG00010006576
monodelphis_domestica ENSMODG00000017194
latimeria_chalumnae ENSLACG00000013475
astyanax_mexicanus ENSAMXG00000024888
astyanax_mexicanus ENSAMXG00005008187
pygocentrus_nattereri ENSPNAG00000027558
electrophorus_electricus ENSEEEG00000010099
ictalurus_punctatus ENSIPUG00000016378
denticeps_clupeoides ENSDCDG00000016555
clupea_harengus ENSCHAG00000026605
danio_rerio ENSDARG00000104996
hucho_hucho ENSHHUG00000001741
hucho_hucho ENSHHUG00000032859
esox_lucius ENSELUG00000012753
scophthalmus_maximus ENSSMAG00000014269
gouania_willdenowi ENSGWIG00000012536
cyprinodon_variegatus ENSCVAG00000010118
fundulus_heteroclitus ENSFHEG00000000426
poecilia_latipinna ENSPLAG00000013866
poecilia_formosa ENSPFOG00000020802
poecilia_mexicana ENSPMEG00000000731
poecilia_reticulata ENSPREG00000020335
xiphophorus_maculatus ENSXMAG00000019701
xiphophorus_couchianus ENSXCOG00000005445
gambusia_affinis ENSGAFG00000001094
kryptolebias_marmoratus ENSKMAG00000008815
cynoglossus_semilaevis ENSCSEG00000015388
maylandia_zebra ENSMZEG00005014896
astatotilapia_calliptera ENSACLG00000027473
pundamilia_nyererei ENSPNYG00000017496
haplochromis_burtoni ENSHBUG00000011646
neolamprologus_brichardi ENSNBRG00000022663
oreochromis_niloticus ENSONIG00000021058
oryzias_latipes ENSORLG00015019380
oryzias_latipes ENSORLG00000013745
oryzias_latipes ENSORLG00020005427
oryzias_melastigma ENSOMEG00000016547
amphiprion_ocellaris ENSAOCG00000003021
amphiprion_percula ENSAPEG00000017988
acanthochromis_polyacanthus ENSAPOG00000017932
stegastes_partitus ENSSPAG00000022120
mola_mola ENSMMOG00000011947
amphilophus_citrinellus ENSACIG00000020359
cottoperca_gobio ENSCGOG00000011086
gasterosteus_aculeatus ENSGACG00000018057
takifugu_rubripes ENSTRUG00000010574
tetraodon_nigroviridis ENSTNIG00000005208
labrus_bergylta ENSLBEG00000018931
larimichthys_crocea ENSLCRG00005023720
seriola_dumerili ENSSDUG00000003314
seriola_lalandi ENSSLDG00000014799
lates_calcarifer ENSLCAG00010022546
monopterus_albus ENSMALG00000019848
mastacembelus_armatus ENSMAMG00000001962
betta_splendens ENSBSLG00000016369
anabas_testudineus ENSATEG00000004055
parambassis_ranga ENSPRNG00000025273
gadus_morhua ENSGMOG00000020523
scleropages_formosus ENSSFOG00015009136
paramormyrops_kingsleyae ENSPKIG00000017450
lepisosteus_oculatus ENSLOCG00000017333
erpetoichthys_calabaricus ENSECRG00000014121
petromyzon_marinus ENSPMAG00000010004
ciona_intestinalis ENSCING00000014515
drosophila_melanogaster FBgn0066303
