monodelphis_domestica ENSMODG00000023260
zonotrichia_albicollis ENSZALG00000009026
junco_hyemalis ENSJHYG00000010166
dromaius_novaehollandiae ENSDNVG00000002610
nothoprocta_perdicaria ENSNPEG00000009742
apteryx_owenii ENSAOWG00000000535
apteryx_rowi ENSARWG00000009615
apteryx_haastii ENSAHAG00000012758
crocodylus_porosus ENSCPRG00005005223
latimeria_chalumnae ENSLACG00000017082
oryzias_latipes ENSORLG00000023208
oryzias_latipes ENSORLG00020002701
oryzias_latipes_asm223469v1 ENSORLG00015019573
oryzias_melastigma ENSOMEG00000001117
takifugu_rubripes ENSTRUG00000000764
haplochromis_burtoni ENSHBUG00000006275
pundamilia_nyererei ENSPNYG00000005095
astatotilapia_calliptera ENSACLG00000024470
oreochromis_niloticus ENSONIG00000020244
neolamprologus_brichardi ENSNBRG00000014788
amphilophus_citrinellus ENSACIG00000019969
amphiprion_ocellaris ENSAOCG00000010582
amphiprion_percula ENSAPEG00000020644
acanthochromis_polyacanthus ENSAPOG00000023689
stegastes_partitus ENSSPAG00000021828
poecilia_formosa ENSPFOG00000001934
poecilia_latipinna ENSPLAG00000003814
poecilia_mexicana ENSPMEG00000007549
poecilia_reticulata ENSPREG00000001057
xiphophorus_maculatus ENSXMAG00000020168
gambusia_affinis ENSGAFG00000016029
cyprinodon_variegatus ENSCVAG00000001910
fundulus_heteroclitus ENSFHEG00000016934
kryptolebias_marmoratus ENSKMAG00000008322
mastacembelus_armatus ENSMAMG00000023481
monopterus_albus ENSMALG00000010141
anabas_testudineus ENSATEG00000007068
seriola_dumerili ENSSDUG00000010962
seriola_lalandi_dorsalis ENSSLDG00000014924
scophthalmus_maximus ENSSMAG00000017568
labrus_bergylta ENSLBEG00000010295
mola_mola ENSMMOG00000010109
hippocampus_comes ENSHCOG00000012791
periophthalmus_magnuspinnatus ENSPMGG00000015005
esox_lucius ENSELUG00000014257
astyanax_mexicanus ENSAMXG00000025801
pygocentrus_nattereri ENSPNAG00000002724
ictalurus_punctatus ENSIPUG00000004708
danio_rerio ENSDARG00000076248
paramormyrops_kingsleyae ENSPKIG00000005481
mastacembelus_armatus ENSMAMG00000019097
monopterus_albus ENSMALG00000022083
anabas_testudineus ENSATEG00000015525
seriola_dumerili ENSSDUG00000003097
seriola_lalandi_dorsalis ENSSLDG00000025215
scophthalmus_maximus ENSSMAG00000016707
poecilia_formosa ENSPFOG00000008047
poecilia_mexicana ENSPMEG00000003830
poecilia_latipinna ENSPLAG00000007556
poecilia_reticulata ENSPREG00000016838
gambusia_affinis ENSGAFG00000019214
xiphophorus_maculatus ENSXMAG00000023700
xiphophorus_couchianus ENSXCOG00000004320
fundulus_heteroclitus ENSFHEG00000015427
cyprinodon_variegatus ENSCVAG00000013881
kryptolebias_marmoratus ENSKMAG00000014824
oryzias_latipes ENSORLG00020014058
oryzias_latipes ENSORLG00000024151
oryzias_latipes_asm223469v1 ENSORLG00015006106
amphiprion_ocellaris ENSAOCG00000017417
amphiprion_percula ENSAPEG00000016625
acanthochromis_polyacanthus ENSAPOG00000014234
stegastes_partitus ENSSPAG00000010310
pundamilia_nyererei ENSPNYG00000008276
astatotilapia_calliptera ENSACLG00000024912
maylandia_zebra ENSMZEG00005019915
haplochromis_burtoni ENSHBUG00000004273
neolamprologus_brichardi ENSNBRG00000005084
oreochromis_niloticus ENSONIG00000020826
amphilophus_citrinellus ENSACIG00000021251
labrus_bergylta ENSLBEG00000023126
cynoglossus_semilaevis ENSCSEG00000005481
hippocampus_comes ENSHCOG00000019819
takifugu_rubripes ENSTRUG00000013662
tetraodon_nigroviridis ENSTNIG00000000771
mola_mola ENSMMOG00000013828
periophthalmus_magnuspinnatus ENSPMGG00000009397
gadus_morhua ENSGMOG00000014373
esox_lucius ENSELUG00000012399
pygocentrus_nattereri ENSPNAG00000007738
astyanax_mexicanus ENSAMXG00000041716
ictalurus_punctatus ENSIPUG00000008424
danio_rerio ENSDARG00000077513
lepisosteus_oculatus ENSLOCG00000018359
latimeria_chalumnae ENSLACG00000014467
paramormyrops_kingsleyae ENSPKIG00000010480
