seriola_dumerili ENSSDUG00000009061
equus_caballus ENSECAG00000016649
bison_bison_bison ENSBBBG00000001589
bos_taurus ENSBTAG00000020159
capra_hircus ENSCHIG00000026515
pteropus_vampyrus ENSPVAG00000014745
erinaceus_europaeus ENSEEUG00000010471
ursus_americanus ENSUAMG00000018261
ursus_maritimus ENSUMAG00000009198
ailuropoda_melanoleuca ENSAMEG00000017682
neovison_vison ENSNVIG00000024142
canis_lupus_familiaris ENSCAFG00000011175
vulpes_vulpes ENSVVUG00000014660
myotis_lucifugus ENSMLUG00000006038
ovis_aries ENSOARG00000001800
bos_mutus ENSBMUG00000007902
tursiops_truncatus ENSTTRG00000014866
sus_scrofa ENSSSCG00000032193
loxodonta_africana ENSLAFG00000017512
procavia_capensis ENSPCAG00000008206
echinops_telfairi ENSETEG00000015876
choloepus_hoffmanni ENSCHOG00000002132
ornithorhynchus_anatinus ENSOANG00000031450
anas_platyrhynchos_platyrhynchos ENSAPLG00000029636
anser_brachyrhynchus ENSABRG00000009208
calidris_pygmaea ENSCPGG00000002453
calidris_pugnax ENSCPUG00000006678
lepidothrix_coronata ENSLCOG00000007325
manacus_vitellinus ENSMVIG00005019294
meleagris_gallopavo ENSMGAG00000000756
coturnix_japonica ENSCJPG00005015483
numida_meleagris ENSNMEG00000003624
ficedula_albicollis ENSFALG00000001192
lonchura_striata_domestica ENSLSDG00000007350
parus_major ENSPMJG00000007190
cyanistes_caeruleus ENSCCEG00000013050
taeniopygia_guttata ENSTGUG00000000810
junco_hyemalis ENSJHYG00000004593
apteryx_rowi ENSARWG00000002393
apteryx_haastii ENSAHAG00000005158
apteryx_owenii ENSAOWG00000015508
nothoprocta_perdicaria ENSNPEG00000005395
dromaius_novaehollandiae ENSDNVG00000000962
chelonoidis_abingdonii ENSCABG00000003624
gopherus_agassizii ENSGAGG00000019920
chrysemys_picta_bellii ENSCPBG00000015569
crocodylus_porosus ENSCPRG00005004391
pogona_vitticeps ENSPVIG00000012367
notechis_scutatus ENSNSUG00000013119
salvator_merianae ENSSMRG00000003331
pelodiscus_sinensis ENSPSIG00000015074
sphenodon_punctatus ENSSPUG00000003285
xenopus_tropicalis ENSXETG00000012908
latimeria_chalumnae ENSLACG00000017105
