astatotilapia_calliptera ENSACLG00000014042
panthera_pardus ENSPPRG00000001464
panthera_tigris_altaica ENSPTIG00000008679
felis_catus ENSFCAG00000022790
equus_asinus_asinus ENSEASG00005018451
equus_caballus ENSECAG00000017207
sorex_araneus ENSSARG00000008200
capra_hircus ENSCHIG00000020905
ovis_aries ENSOARG00000013696
bos_taurus ENSBTAG00000013112
bos_mutus ENSBMUG00000002280
bison_bison_bison ENSBBBG00000004870
sus_scrofa ENSSSCG00000032323
vicugna_pacos ENSVPAG00000010447
tursiops_truncatus ENSTTRG00000016855
erinaceus_europaeus ENSEEUG00000004095
castor_canadensis ENSCCNG00000020013
dipodomys_ordii ENSDORG00000000713
cricetulus_griseus_chok1gshd ENSCGRG00001018577
cricetulus_griseus_crigri-picr ENSCGRG00015025239
cricetulus_griseus_crigri ENSCGRG00000017185
microtus_ochrogaster ENSMOCG00000013154
peromyscus_maniculatus_bairdii ENSPEMG00000023278
mus_spicilegus ENSMSIG00000011298
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016327
mus_musculus ENSMUSG00000036275
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017171
mus_pahari MGP_PahariEiJ_G0017462
rattus_norvegicus ENSRNOG00000006148
meriones_unguiculatus ENSMUGG00000013558
nannospalax_galili ENSNGAG00000019257
jaculus_jaculus ENSJJAG00000021209
heterocephalus_glaber_male ENSHGLG00100008573
heterocephalus_glaber_female ENSHGLG00000016995
fukomys_damarensis ENSFDAG00000013439
chinchilla_lanigera ENSCLAG00000015163
cavia_porcellus ENSCPOG00000010300
octodon_degus ENSODEG00000010577
ictidomys_tridecemlineatus ENSSTOG00000025060
urocitellus_parryii ENSUPAG00010015652
marmota_marmota_marmota ENSMMMG00000016422
spermophilus_dauricus ENSSDAG00000018359
oryctolagus_cuniculus ENSOCUG00000013705
ochotona_princeps ENSOPRG00000005601
echinops_telfairi ENSETEG00000016335
ornithorhynchus_anatinus ENSOANG00000000973
notechis_scutatus ENSNSUG00000004508
pogona_vitticeps ENSPVIG00000001447
salvator_merianae ENSSMRG00000017720
sphenodon_punctatus ENSSPUG00000009711
gopherus_agassizii ENSGAGG00000014641
chelonoidis_abingdonii ENSCABG00000004608
chrysemys_picta_bellii ENSCPBG00000025151
pelodiscus_sinensis ENSPSIG00000005135
taeniopygia_guttata ENSTGUG00000001302
taeniopygia_guttata ENSTGUG00000001303
lonchura_striata_domestica ENSLSDG00000007525
parus_major ENSPMJG00000009680
ficedula_albicollis ENSFALG00000007897
cyanistes_caeruleus ENSCCEG00000010904
junco_hyemalis ENSJHYG00000013547
zonotrichia_albicollis ENSZALG00000009539
serinus_canaria ENSSCAG00000010858
lepidothrix_coronata ENSLCOG00000000535
manacus_vitellinus ENSMVIG00005010469
melopsittacus_undulatus ENSMUNG00000003175
calidris_pugnax ENSCPUG00000004978
calidris_pygmaea ENSCPGG00000013295
anser_brachyrhynchus ENSABRG00000011842
anas_platyrhynchos_platyrhynchos ENSAPLG00000016800
gallus_gallus ENSGALG00000006506
coturnix_japonica ENSCJPG00005005126
meleagris_gallopavo ENSMGAG00000008511
numida_meleagris ENSNMEG00000020479
apteryx_owenii ENSAOWG00000008901
apteryx_rowi ENSARWG00000001960
apteryx_haastii ENSAHAG00000007950
dromaius_novaehollandiae ENSDNVG00000009883
nothoprocta_perdicaria ENSNPEG00000002154
latimeria_chalumnae ENSLACG00000017336
anolis_carolinensis ENSACAG00000006368
gallus_gallus ENSGALG00000054991
petromyzon_marinus ENSPMAG00000005315
caenorhabditis_elegans_strain_n2 WBGene00011742
