dasypus_novemcinctus ENSDNOG00000032725
gasterosteus_aculeatus ENSGACG00000019492
amphiprion_ocellaris ENSAOCG00000009505
amphiprion_percula ENSAPEG00000023204
acanthochromis_polyacanthus ENSAPOG00000004630
stegastes_partitus ENSSPAG00000012447
parambassis_ranga ENSPRNG00000011905
cyprinodon_variegatus ENSCVAG00000019645
cyprinodon_variegatus ENSCVAG00000002966
fundulus_heteroclitus ENSFHEG00000007972
xiphophorus_maculatus ENSXMAG00000007151
xiphophorus_couchianus ENSXCOG00000013527
gambusia_affinis ENSGAFG00000008796
poecilia_formosa ENSPFOG00000023907
poecilia_latipinna ENSPLAG00000018476
poecilia_mexicana ENSPMEG00000008746
poecilia_reticulata ENSPREG00000013898
kryptolebias_marmoratus ENSKMAG00000019421
oryzias_latipes ENSORLG00015008088
oryzias_latipes ENSORLG00000003846
oryzias_latipes ENSORLG00020009826
oryzias_melastigma ENSOMEG00000016714
pundamilia_nyererei ENSPNYG00000024003
maylandia_zebra ENSMZEG00005023866
haplochromis_burtoni ENSHBUG00000006969
astatotilapia_calliptera ENSACLG00000007855
neolamprologus_brichardi ENSNBRG00000019060
oreochromis_niloticus ENSONIG00000018060
amphilophus_citrinellus ENSACIG00000003239
gouania_willdenowi ENSGWIG00000011788
tetraodon_nigroviridis ENSTNIG00000004538
takifugu_rubripes ENSTRUG00000003149
hippocampus_comes ENSHCOG00000016877
gadus_morhua ENSGMOG00000017224
hucho_hucho ENSHHUG00000019047
hucho_hucho ENSHHUG00000034024
esox_lucius ENSELUG00000023282
denticeps_clupeoides ENSDCDG00000031255
clupea_harengus ENSCHAG00000025169
astyanax_mexicanus ENSAMXG00000031560
astyanax_mexicanus ENSAMXG00005004015
pygocentrus_nattereri ENSPNAG00000030049
electrophorus_electricus ENSEEEG00000004883
ictalurus_punctatus ENSIPUG00000016495
danio_rerio ENSDARG00000096454
danio_rerio ENSDARG00000113932
periophthalmus_magnuspinnatus ENSPMGG00000009253
scleropages_formosus ENSSFOG00015010047
paramormyrops_kingsleyae ENSPKIG00000010279
lepisosteus_oculatus ENSLOCG00000007782
erpetoichthys_calabaricus ENSECRG00000022504
callorhinchus_milii ENSCMIG00000001259
