mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021276
mola_mola ENSMMOG00000010415
seriola_lalandi_dorsalis ENSSLDG00000003615
seriola_dumerili ENSSDUG00000016300
oryzias_latipes ENSORLG00020018287
oryzias_latipes ENSORLG00000021863
oryzias_melastigma ENSOMEG00000019501
kryptolebias_marmoratus ENSKMAG00000011553
amphiprion_ocellaris ENSAOCG00000015068
amphiprion_percula ENSAPEG00000005984
acanthochromis_polyacanthus ENSAPOG00000002812
stegastes_partitus ENSSPAG00000020484
anabas_testudineus ENSATEG00000025000
scophthalmus_maximus ENSSMAG00000013321
labrus_bergylta ENSLBEG00000015786
maylandia_zebra ENSMZEG00005006416
haplochromis_burtoni ENSHBUG00000000914
astatotilapia_calliptera ENSACLG00000017532
neolamprologus_brichardi ENSNBRG00000003576
amphilophus_citrinellus ENSACIG00000018101
gambusia_affinis ENSGAFG00000013030
xiphophorus_maculatus ENSXMAG00000021147
poecilia_latipinna ENSPLAG00000012280
poecilia_formosa ENSPFOG00000022867
poecilia_mexicana ENSPMEG00000018517
poecilia_reticulata ENSPREG00000007388
xiphophorus_couchianus ENSXCOG00000013558
cyprinodon_variegatus ENSCVAG00000015474
fundulus_heteroclitus ENSFHEG00000015628
monopterus_albus ENSMALG00000009320
periophthalmus_magnuspinnatus ENSPMGG00000003430
esox_lucius ENSELUG00000015549
pygocentrus_nattereri ENSPNAG00000000202
astyanax_mexicanus ENSAMXG00000030865
ictalurus_punctatus ENSIPUG00000024665
paramormyrops_kingsleyae ENSPKIG00000001339
scleropages_formosus ENSSFOG00015013811
lepisosteus_oculatus ENSLOCG00000005001
tetraodon_nigroviridis ENSTNIG00000014822
