tetraodon_nigroviridis ENSTNIG00000008884
heterocephalus_glaber_female ENSHGLG00000001805
urocitellus_parryii ENSUPAG00010020572
urocitellus_parryii ENSUPAG00010020569
spermophilus_dauricus ENSSDAG00000006998
ictidomys_tridecemlineatus ENSSTOG00000013438
marmota_marmota_marmota ENSMMMG00000013448
castor_canadensis ENSCCNG00000022464
dipodomys_ordii ENSDORG00000003171
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021606
mus_spicilegus ENSMSIG00000005170
mus_musculus ENSMUSG00000022906
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020708
mus_pahari MGP_PahariEiJ_G0016411
rattus_norvegicus ENSRNOG00000023463
meriones_unguiculatus ENSMUGG00000000650
cricetulus_griseus_crigri-picr ENSCGRG00015018466
cricetulus_griseus_crigri ENSCGRG00000005335
cricetulus_griseus_chok1gshd ENSCGRG00001020003
mesocricetus_auratus ENSMAUG00000002664
peromyscus_maniculatus_bairdii ENSPEMG00000010239
microtus_ochrogaster ENSMOCG00000015450
nannospalax_galili ENSNGAG00000013531
jaculus_jaculus ENSJJAG00000023676
oryctolagus_cuniculus ENSOCUG00000002699
ochotona_princeps ENSOPRG00000013834
pan_troglodytes ENSPTRG00000015294
pan_paniscus ENSPPAG00000043447
homo_sapiens ENSG00000138496
gorilla_gorilla ENSGGOG00000015971
pongo_abelii ENSPPYG00000013482
nomascus_leucogenys ENSNLEG00000000303
piliocolobus_tephrosceles ENSPTEG00000017226
colobus_angolensis_palliatus ENSCANG00000037906
rhinopithecus_bieti ENSRBIG00000043630
rhinopithecus_roxellana ENSRROG00000044224
macaca_mulatta ENSMMUG00000016381
macaca_nemestrina ENSMNEG00000033549
macaca_fascicularis ENSMFAG00000030796
mandrillus_leucophaeus ENSMLEG00000037849
cercocebus_atys ENSCATG00000033365
theropithecus_gelada ENSTGEG00000007527
papio_anubis ENSPANG00000022289
chlorocebus_sabaeus ENSCSAG00000007401
callithrix_jacchus ENSCJAG00000008000
saimiri_boliviensis_boliviensis ENSSBOG00000024211
cebus_capucinus ENSCCAG00000036930
aotus_nancymaae ENSANAG00000023668
carlito_syrichta ENSTSYG00000014032
propithecus_coquereli ENSPCOG00000023556
prolemur_simus ENSPSMG00000007488
microcebus_murinus ENSMICG00000049063
otolemur_garnettii ENSOGAG00000001801
tupaia_belangeri ENSTBEG00000003867
ursus_americanus ENSUAMG00000022694
ursus_maritimus ENSUMAG00000025220
ailuropoda_melanoleuca ENSAMEG00000014386
mustela_putorius_furo ENSMPUG00000004750
neovison_vison ENSNVIG00000014174
canis_lupus_familiaris ENSCAFG00000011940
canis_lupus_dingo ENSCAFG00020005744
vulpes_vulpes ENSVVUG00000022523
panthera_pardus ENSPPRG00000009678
panthera_tigris_altaica ENSPTIG00000012502
felis_catus ENSFCAG00000000557
equus_caballus ENSECAG00000012331
equus_asinus_asinus ENSEASG00005016538
pteropus_vampyrus ENSPVAG00000012713
myotis_lucifugus ENSMLUG00000006438
capra_hircus ENSCHIG00000016137
ovis_aries ENSOARG00000020150
bos_mutus ENSBMUG00000014302
bos_taurus ENSBTAG00000021791
bison_bison_bison ENSBBBG00000002214
tursiops_truncatus ENSTTRG00000013406
sus_scrofa ENSSSCG00000027709
vicugna_pacos ENSVPAG00000002156
erinaceus_europaeus ENSEEUG00000005662
loxodonta_africana ENSLAFG00000017406
procavia_capensis ENSPCAG00000003076
echinops_telfairi ENSETEG00000013925
choloepus_hoffmanni ENSCHOG00000012399
sorex_araneus ENSSARG00000010542
phascolarctos_cinereus ENSPCIG00000001679
notamacropus_eugenii ENSMEUG00000010065
sarcophilus_harrisii ENSSHAG00000004601
monodelphis_domestica ENSMODG00000018313
lepidothrix_coronata ENSLCOG00000014562
manacus_vitellinus ENSMVIG00005013582
manacus_vitellinus ENSMVIG00005013577
manacus_vitellinus ENSMVIG00005000871
lonchura_striata_domestica ENSLSDG00000006102
taeniopygia_guttata ENSTGUG00000003920
serinus_canaria ENSSCAG00000011056
junco_hyemalis ENSJHYG00000017820
zonotrichia_albicollis ENSZALG00000006612
cyanistes_caeruleus ENSCCEG00000008763
parus_major ENSPMJG00000019908
ficedula_albicollis ENSFALG00000013553
calidris_pugnax ENSCPUG00000015896
calidris_pygmaea ENSCPGG00000007561
melopsittacus_undulatus ENSMUNG00000002147
anser_brachyrhynchus ENSABRG00000000580
anas_platyrhynchos_platyrhynchos ENSAPLG00000010291
gallus_gallus ENSGALG00000045511
coturnix_japonica ENSCJPG00005021034
meleagris_gallopavo ENSMGAG00000012263
numida_meleagris ENSNMEG00000023159
apteryx_rowi ENSARWG00000002768
apteryx_owenii ENSAOWG00000004440
apteryx_haastii ENSAHAG00000019037
dromaius_novaehollandiae ENSDNVG00000016480
nothoprocta_perdicaria ENSNPEG00000013241
crocodylus_porosus ENSCPRG00005003100
gopherus_agassizii ENSGAGG00000017719
gopherus_agassizii ENSGAGG00000017721
chelonoidis_abingdonii ENSCABG00000007439
chrysemys_picta_bellii ENSCPBG00000013920
pelodiscus_sinensis ENSPSIG00000003506
gopherus_agassizii ENSGAGG00000008112
chelonoidis_abingdonii ENSCABG00000002955
chrysemys_picta_bellii ENSCPBG00000008834
pelodiscus_sinensis ENSPSIG00000009648
salvator_merianae ENSSMRG00000014355
salvator_merianae ENSSMRG00000014356
pogona_vitticeps ENSPVIG00000024547
anolis_carolinensis ENSACAG00000009708
notechis_scutatus ENSNSUG00000009870
sphenodon_punctatus ENSSPUG00000016273
xenopus_tropicalis ENSXETG00000007985
latimeria_chalumnae ENSLACG00000012572
ciona_savignyi ENSCSAVG00000007139
ciona_savignyi ENSCSAVG00000007091
