crocodylus_porosus ENSCPRG00005015777
mesocricetus_auratus ENSMAUG00000016732
peromyscus_maniculatus_bairdii ENSPEMG00000022339
microtus_ochrogaster ENSMOCG00000006289
mus_spicilegus ENSMSIG00000013542
nannospalax_galili ENSNGAG00000020328
jaculus_jaculus ENSJJAG00000014245
cavia_porcellus ENSCPOG00000019366
cavia_aperea ENSCAPG00000010581
octodon_degus ENSODEG00000007914
heterocephalus_glaber_female ENSHGLG00000013430
heterocephalus_glaber_male ENSHGLG00100001959
fukomys_damarensis ENSFDAG00000019995
ictidomys_tridecemlineatus ENSSTOG00000031537
spermophilus_dauricus ENSSDAG00000003550
ictidomys_tridecemlineatus ENSSTOG00000029371
spermophilus_dauricus ENSSDAG00000003279
oryctolagus_cuniculus ENSOCUG00000023797
oryctolagus_cuniculus ENSOCUG00000007677
ochotona_princeps ENSOPRG00000015195
tupaia_belangeri ENSTBEG00000007254
microcebus_murinus ENSMICG00000043579
microcebus_murinus ENSMICG00000034577
prolemur_simus ENSPSMG00000020935
otolemur_garnettii ENSOGAG00000029048
otolemur_garnettii ENSOGAG00000025082
pan_troglodytes ENSPTRG00000000578
pan_paniscus ENSPPAG00000030685
gorilla_gorilla ENSGGOG00000015791
homo_sapiens ENSG00000116985
homo_sapiens ENSG00000183682
pongo_abelii ENSPPYG00000001500
nomascus_leucogenys ENSNLEG00000012019
theropithecus_gelada ENSTGEG00000022913
macaca_nemestrina ENSMNEG00000043485
chlorocebus_sabaeus ENSCSAG00000001136
chlorocebus_sabaeus ENSCSAG00000001130
papio_anubis ENSPANG00000010056
cercocebus_atys ENSCATG00000037613
macaca_nemestrina ENSMNEG00000034094
rhinopithecus_roxellana ENSRROG00000036368
rhinopithecus_bieti ENSRBIG00000026142
piliocolobus_tephrosceles ENSPTEG00000029098
colobus_angolensis_palliatus ENSCANG00000017108
colobus_angolensis_palliatus ENSCANG00000039217
macaca_fascicularis ENSMFAG00000041908
macaca_mulatta ENSMMUG00000018873
papio_anubis ENSPANG00000006813
pongo_abelii ENSPPYG00000001507
cebus_capucinus ENSCCAG00000015253
cebus_capucinus ENSCCAG00000035167
callithrix_jacchus ENSCJAG00000002504
aotus_nancymaae ENSANAG00000034394
saimiri_boliviensis_boliviensis ENSSBOG00000023286
aotus_nancymaae ENSANAG00000026668
macaca_fascicularis ENSMFAG00000002753
macaca_mulatta ENSMMUG00000007493
cercocebus_atys ENSCATG00000033745
mandrillus_leucophaeus ENSMLEG00000044426
rhinopithecus_roxellana ENSRROG00000035560
rhinopithecus_bieti ENSRBIG00000000598
pan_troglodytes ENSPTRG00000000572
heterocephalus_glaber_male ENSHGLG00100001520
fukomys_damarensis ENSFDAG00000013516
canis_lupus_dingo ENSCAFG00020004108
vulpes_vulpes ENSVVUG00000005210
neovison_vison ENSNVIG00000014799
equus_caballus ENSECAG00000008528
peromyscus_maniculatus_bairdii ENSPEMG00000024171
dasypus_novemcinctus ENSDNOG00000044541
dasypus_novemcinctus ENSDNOG00000040636
loxodonta_africana ENSLAFG00000010722
loxodonta_africana ENSLAFG00000031581
procavia_capensis ENSPCAG00000016041
procavia_capensis ENSPCAG00000010273
anolis_carolinensis ENSACAG00000002816
pogona_vitticeps ENSPVIG00000015891
notechis_scutatus ENSNSUG00000012163
salvator_merianae ENSSMRG00000012085
xenopus_tropicalis ENSXETG00000010940
latimeria_chalumnae ENSLACG00000011595
paramormyrops_kingsleyae ENSPKIG00000023298
scleropages_formosus ENSSFOG00015008959
xiphophorus_couchianus ENSXCOG00000013474
xiphophorus_maculatus ENSXMAG00000026462
poecilia_latipinna ENSPLAG00000019368
poecilia_formosa ENSPFOG00000000162
poecilia_mexicana ENSPMEG00000018577
poecilia_reticulata ENSPREG00000006976
gambusia_affinis ENSGAFG00000019585
cyprinodon_variegatus ENSCVAG00000020304
fundulus_heteroclitus ENSFHEG00000008003
kryptolebias_marmoratus ENSKMAG00000010688
oryzias_latipes ENSORLG00020011543
oryzias_latipes_asm223469v1 ENSORLG00015001708
oryzias_latipes ENSORLG00000007124
oryzias_melastigma ENSOMEG00000017579
gasterosteus_aculeatus ENSGACG00000001991
scophthalmus_maximus ENSSMAG00000017833
mastacembelus_armatus ENSMAMG00000008412
monopterus_albus ENSMALG00000009948
anabas_testudineus ENSATEG00000000957
seriola_dumerili ENSSDUG00000009769
seriola_lalandi_dorsalis ENSSLDG00000017680
labrus_bergylta ENSLBEG00000003783
tetraodon_nigroviridis ENSTNIG00000006989
takifugu_rubripes ENSTRUG00000005036
mola_mola ENSMMOG00000000316
cynoglossus_semilaevis ENSCSEG00000020450
astatotilapia_calliptera ENSACLG00000021063
maylandia_zebra ENSMZEG00005026011
haplochromis_burtoni ENSHBUG00000016203
pundamilia_nyererei ENSPNYG00000009694
oreochromis_niloticus ENSONIG00000004988
neolamprologus_brichardi ENSNBRG00000018242
amphilophus_citrinellus ENSACIG00000023373
amphiprion_ocellaris ENSAOCG00000003951
amphiprion_percula ENSAPEG00000015295
amphiprion_percula ENSAPEG00000015406
acanthochromis_polyacanthus ENSAPOG00000021375
stegastes_partitus ENSSPAG00000019458
hippocampus_comes ENSHCOG00000008972
periophthalmus_magnuspinnatus ENSPMGG00000002155
gadus_morhua ENSGMOG00000000546
esox_lucius ENSELUG00000022599
pygocentrus_nattereri ENSPNAG00000008779
astyanax_mexicanus ENSAMXG00000030829
ictalurus_punctatus ENSIPUG00000022331
danio_rerio ENSDARG00000035677
lepisosteus_oculatus ENSLOCG00000001276
