monopterus_albus ENSMALG00000022651
peromyscus_maniculatus_bairdii ENSPEMG00000029189
nannospalax_galili ENSNGAG00000020216
ochotona_princeps ENSOPRG00000013341
oryctolagus_cuniculus ENSOCUG00000027202
tupaia_belangeri ENSTBEG00000011066
choloepus_hoffmanni ENSCHOG00000012078
echinops_telfairi ENSETEG00000009095
notamacropus_eugenii ENSMEUG00000010883
monodelphis_domestica ENSMODG00000002344
ornithorhynchus_anatinus ENSOANG00000022513
xenopus_tropicalis ENSXETG00000025689
eptatretus_burgeri ENSEBUG00000007571
ciona_intestinalis ENSCING00000023935
drosophila_melanogaster FBgn0085346
drosophila_melanogaster FBgn0039744
