cynoglossus_semilaevis ENSCSEG00000002886
bos_taurus ENSBTAG00000001112
bos_mutus ENSBMUG00000021317
bison_bison_bison ENSBBBG00000020031
capra_hircus ENSCHIG00000026961
ovis_aries ENSOARG00000000307
tursiops_truncatus ENSTTRG00000009928
sus_scrofa ENSSSCG00000007140
heterocephalus_glaber_female ENSHGLG00000018296
heterocephalus_glaber_male ENSHGLG00100018432
fukomys_damarensis ENSFDAG00000012948
cavia_porcellus ENSCPOG00000024093
cavia_aperea ENSCAPG00000012053
chinchilla_lanigera ENSCLAG00000012093
ictidomys_tridecemlineatus ENSSTOG00000019673
urocitellus_parryii ENSUPAG00010001694
marmota_marmota_marmota ENSMMMG00000000044
spermophilus_dauricus ENSSDAG00000009424
mus_spicilegus ENSMSIG00000020179
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025249
mus_musculus ENSMUSG00000027333
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024329
mus_pahari MGP_PahariEiJ_G0025774
rattus_norvegicus ENSRNOG00000021255
meriones_unguiculatus ENSMUGG00000016490
cricetulus_griseus_crigri ENSCGRG00000004829
cricetulus_griseus_chok1gshd ENSCGRG00001021378
cricetulus_griseus_crigri-picr ENSCGRG00015011299
mesocricetus_auratus ENSMAUG00000011252
peromyscus_maniculatus_bairdii ENSPEMG00000009534
microtus_ochrogaster ENSMOCG00000011648
nannospalax_galili ENSNGAG00000022032
jaculus_jaculus ENSJJAG00000019871
castor_canadensis ENSCCNG00000001750
dipodomys_ordii ENSDORG00000002138
oryctolagus_cuniculus ENSOCUG00000008024
tupaia_belangeri ENSTBEG00000012913
rhinopithecus_bieti ENSRBIG00000036982
rhinopithecus_roxellana ENSRROG00000032991
piliocolobus_tephrosceles ENSPTEG00000006717
colobus_angolensis_palliatus ENSCANG00000019343
macaca_fascicularis ENSMFAG00000031692
macaca_nemestrina ENSMNEG00000041124
macaca_mulatta ENSMMUG00000020912
theropithecus_gelada ENSTGEG00000013597
papio_anubis ENSPANG00000011726
mandrillus_leucophaeus ENSMLEG00000041202
cercocebus_atys ENSCATG00000001281
pan_paniscus ENSPPAG00000039354
pan_troglodytes ENSPTRG00000013214
homo_sapiens ENSG00000088826
gorilla_gorilla ENSGGOG00000010669
pongo_abelii ENSPPYG00000010802
nomascus_leucogenys ENSNLEG00000007689
saimiri_boliviensis_boliviensis ENSSBOG00000025276
callithrix_jacchus ENSCJAG00000021237
cebus_capucinus ENSCCAG00000024799
aotus_nancymaae ENSANAG00000038168
carlito_syrichta ENSTSYG00000003146
microcebus_murinus ENSMICG00000006861
prolemur_simus ENSPSMG00000012067
propithecus_coquereli ENSPCOG00000023860
otolemur_garnettii ENSOGAG00000031375
ornithorhynchus_anatinus ENSOANG00000011041
paramormyrops_kingsleyae ENSPKIG00000006736
scleropages_formosus ENSSFOG00015015650
lepisosteus_oculatus ENSLOCG00000009627
pygocentrus_nattereri ENSPNAG00000017334
astyanax_mexicanus ENSAMXG00000015493
danio_rerio ENSDARG00000043403
petromyzon_marinus ENSPMAG00000009778
