dasypus_novemcinctus ENSDNOG00000040342
vulpes_vulpes ENSVVUG00000023404
equus_asinus ENSEASG00005010109
jaculus_jaculus ENSJJAG00000017127
ochotona_princeps ENSOPRG00000002368
procavia_capensis ENSPCAG00000012779
meriones_unguiculatus ENSMUGG00000022500
phascolarctos_cinereus ENSPCIG00000032194
vombatus_ursinus ENSVURG00010016593
notamacropus_eugenii ENSMEUG00000012911
sarcophilus_harrisii ENSSHAG00000013355
monodelphis_domestica ENSMODG00000043640
ornithorhynchus_anatinus ENSOANG00000022656
gopherus_agassizii ENSGAGG00000005873
chelonoidis_abingdonii ENSCABG00000001757
chrysemys_picta ENSCPBG00000012238
junco_hyemalis ENSJHYG00000018487
calidris_pygmaea ENSCPGG00000017572
gallus_gallus ENSGALG00000030932
coturnix_japonica ENSCJPG00005019530
lonchura_striata ENSLSDG00000005644
taeniopygia_guttata ENSTGUG00000009415
parus_major ENSPMJG00000003959
ficedula_albicollis ENSFALG00000008245
lepidothrix_coronata ENSLCOG00000016523
numida_meleagris ENSNMEG00000013814
anser_brachyrhynchus ENSABRG00000002204
melopsittacus_undulatus ENSMUNG00000007689
nothoprocta_perdicaria ENSNPEG00000008806
anolis_carolinensis ENSACAG00000003684
notechis_scutatus ENSNSUG00000007632
pogona_vitticeps ENSPVIG00000013740
salvator_merianae ENSSMRG00000021704
sphenodon_punctatus ENSSPUG00000013168
vombatus_ursinus ENSVURG00010000932
phascolarctos_cinereus ENSPCIG00000020778
monodelphis_domestica ENSMODG00000016788
denticeps_clupeoides ENSDCDG00000003668
hippocampus_comes ENSHCOG00000008804
takifugu_rubripes ENSTRUG00000021922
periophthalmus_magnuspinnatus ENSPMGG00000009139
astyanax_mexicanus ENSAMXG00000031945
astyanax_mexicanus ENSAMXG00005020606
pygocentrus_nattereri ENSPNAG00000020246
seriola_dumerili ENSSDUG00000019273
mola_mola ENSMMOG00000003188
poecilia_formosa ENSPFOG00000009667
poecilia_reticulata ENSPREG00000006396
fundulus_heteroclitus ENSFHEG00000019022
cyprinodon_variegatus ENSCVAG00000010036
haplochromis_burtoni ENSHBUG00000013297
pundamilia_nyererei ENSPNYG00000014704
astatotilapia_calliptera ENSACLG00000007794
maylandia_zebra ENSMZEG00005012835
oreochromis_niloticus ENSONIG00000011761
amphilophus_citrinellus ENSACIG00000008506
larimichthys_crocea ENSLCRG00005005751
gasterosteus_aculeatus ENSGACG00000010780
seriola_lalandi ENSSLDG00000000079
mastacembelus_armatus ENSMAMG00000010284
xenopus_tropicalis ENSXETG00000017786
scleropages_formosus ENSSFOG00015012166
paramormyrops_kingsleyae ENSPKIG00000024712
lepisosteus_oculatus ENSLOCG00000015017
erpetoichthys_calabaricus ENSECRG00000007240
chelonoidis_abingdonii ENSCABG00000012195
gopherus_agassizii ENSGAGG00000019632
chrysemys_picta ENSCPBG00000002598
pelodiscus_sinensis ENSPSIG00000017331
crocodylus_porosus ENSCPRG00005014221
sphenodon_punctatus ENSSPUG00000013050
anser_brachyrhynchus ENSABRG00000018122
anas_platyrhynchos ENSAPLG00000014698
gallus_gallus ENSGALG00000000365
meleagris_gallopavo ENSMGAG00000001268
numida_meleagris ENSNMEG00000019516
calidris_pygmaea ENSCPGG00000009441
calidris_pugnax ENSCPUG00000016471
lepidothrix_coronata ENSLCOG00000002487
manacus_vitellinus ENSMVIG00005004249
junco_hyemalis ENSJHYG00000005133
serinus_canaria ENSSCAG00000017101
melopsittacus_undulatus ENSMUNG00000000448
apteryx_rowi ENSARWG00000011777
apteryx_haastii ENSAHAG00000005498
apteryx_owenii ENSAOWG00000015070
latimeria_chalumnae ENSLACG00000014473
xenopus_tropicalis ENSXETG00000008851
paramormyrops_kingsleyae ENSPKIG00000015279
scleropages_formosus ENSSFOG00015021491
fundulus_heteroclitus ENSFHEG00000002607
cyprinodon_variegatus ENSCVAG00000002952
poecilia_reticulata ENSPREG00000021187
poecilia_latipinna ENSPLAG00000022341
poecilia_mexicana ENSPMEG00000003110
gambusia_affinis ENSGAFG00000004848
xiphophorus_maculatus ENSXMAG00000022448
xiphophorus_couchianus ENSXCOG00000011845
gouania_willdenowi ENSGWIG00000002883
cynoglossus_semilaevis ENSCSEG00000020822
takifugu_rubripes ENSTRUG00000003800
takifugu_rubripes ENSTRUG00000002729
labrus_bergylta ENSLBEG00000013270
amphiprion_ocellaris ENSAOCG00000003691
amphiprion_percula ENSAPEG00000010041
acanthochromis_polyacanthus ENSAPOG00000008652
stegastes_partitus ENSSPAG00000020008
parambassis_ranga ENSPRNG00000019119
seriola_lalandi ENSSLDG00000012749
seriola_dumerili ENSSDUG00000013901
lates_calcarifer ENSLCAG00010017780
cottoperca_gobio ENSCGOG00000021646
larimichthys_crocea ENSLCRG00005023326
mastacembelus_armatus ENSMAMG00000002819
monopterus_albus ENSMALG00000018400
anabas_testudineus ENSATEG00000022096
pundamilia_nyererei ENSPNYG00000023327
haplochromis_burtoni ENSHBUG00000016604
maylandia_zebra ENSMZEG00005014660
astatotilapia_calliptera ENSACLG00000012108
neolamprologus_brichardi ENSNBRG00000006711
oreochromis_niloticus ENSONIG00000000279
amphilophus_citrinellus ENSACIG00000020288
scophthalmus_maximus ENSSMAG00000021102
poecilia_formosa ENSPFOG00000009440
betta_splendens ENSBSLG00000007044
oryzias_latipes ENSORLG00020021006
oryzias_latipes ENSORLG00000024332
oryzias_latipes ENSORLG00015021686
oryzias_melastigma ENSOMEG00000011553
gadus_morhua ENSGMOG00000011940
hucho_hucho ENSHHUG00000003579
hucho_hucho ENSHHUG00000019523
esox_lucius ENSELUG00000021612
denticeps_clupeoides ENSDCDG00000002154
paramormyrops_kingsleyae ENSPKIG00000008449
scleropages_formosus ENSSFOG00015015901
astyanax_mexicanus ENSAMXG00005022720
astyanax_mexicanus ENSAMXG00000032911
pygocentrus_nattereri ENSPNAG00000005006
ictalurus_punctatus ENSIPUG00000000774
electrophorus_electricus ENSEEEG00000003356
danio_rerio ENSDARG00000039095
clupea_harengus ENSCHAG00000007059
cynoglossus_semilaevis ENSCSEG00000006432
scophthalmus_maximus ENSSMAG00000003048
takifugu_rubripes ENSTRUG00000024381
tetraodon_nigroviridis ENSTNIG00000005826
mola_mola ENSMMOG00000010551
betta_splendens ENSBSLG00000021639
betta_splendens ENSBSLG00000021528
seriola_lalandi ENSSLDG00000019312
seriola_dumerili ENSSDUG00000008599
lates_calcarifer ENSLCAG00010004130
labrus_bergylta ENSLBEG00000024213
gasterosteus_aculeatus ENSGACG00000007568
anabas_testudineus ENSATEG00000001133
monopterus_albus ENSMALG00000017591
larimichthys_crocea ENSLCRG00005010397
cottoperca_gobio ENSCGOG00000014865
mastacembelus_armatus ENSMAMG00000001312
amphiprion_percula ENSAPEG00000014383
amphiprion_ocellaris ENSAOCG00000005843
acanthochromis_polyacanthus ENSAPOG00000019713
stegastes_partitus ENSSPAG00000013515
parambassis_ranga ENSPRNG00000021399
astatotilapia_calliptera ENSACLG00000010118
maylandia_zebra ENSMZEG00005027740
haplochromis_burtoni ENSHBUG00000023642
oreochromis_niloticus ENSONIG00000018345
oryzias_latipes ENSORLG00015008215
oryzias_latipes ENSORLG00020003327
oryzias_latipes ENSORLG00000007722
oryzias_melastigma ENSOMEG00000003316
fundulus_heteroclitus ENSFHEG00000002367
cyprinodon_variegatus ENSCVAG00000013182
xiphophorus_maculatus ENSXMAG00000027829
xiphophorus_couchianus ENSXCOG00000012270
gambusia_affinis ENSGAFG00000009356
poecilia_mexicana ENSPMEG00000005217
poecilia_formosa ENSPFOG00000012537
poecilia_latipinna ENSPLAG00000000159
poecilia_reticulata ENSPREG00000019670
hippocampus_comes ENSHCOG00000018280
kryptolebias_marmoratus ENSKMAG00000021312
periophthalmus_magnuspinnatus ENSPMGG00000020264
gadus_morhua ENSGMOG00000018407
hucho_hucho ENSHHUG00000003468
hucho_hucho ENSHHUG00000023329
esox_lucius ENSELUG00000021555
lepisosteus_oculatus ENSLOCG00000009050
erpetoichthys_calabaricus ENSECRG00000001225
latimeria_chalumnae ENSLACG00000013129
callorhinchus_milii ENSCMIG00000015187
