dipodomys_ordii ENSDORG00000005080
neovison_vison ENSNVIG00000001170
canis_lupus ENSCAFG00000001314
canis_lupus ENSCAFG00020002384
vulpes_vulpes ENSVVUG00000007487
panthera_pardus ENSPPRG00000022739
panthera_tigris ENSPTIG00000020353
felis_catus ENSFCAG00000013500
pteropus_vampyrus ENSPVAG00000015479
erinaceus_europaeus ENSEEUG00000009834
loxodonta_africana ENSLAFG00000006106
dasypus_novemcinctus ENSDNOG00000018922
ornithorhynchus_anatinus ENSOANG00000014664
phascolarctos_cinereus ENSPCIG00000020380
vombatus_ursinus ENSVURG00010002838
notamacropus_eugenii ENSMEUG00000008091
monodelphis_domestica ENSMODG00000050370
sarcophilus_harrisii ENSSHAG00000012891
gadus_morhua ENSGMOG00000012769
pogona_vitticeps ENSPVIG00000017659
anolis_carolinensis ENSACAG00000007474
notechis_scutatus ENSNSUG00000004870
salvator_merianae ENSSMRG00000015591
sphenodon_punctatus ENSSPUG00000014806
gopherus_agassizii ENSGAGG00000012405
chelonoidis_abingdonii ENSCABG00000022965
chrysemys_picta ENSCPBG00000022952
pelodiscus_sinensis ENSPSIG00000010311
anas_platyrhynchos ENSAPLG00000009947
anser_brachyrhynchus ENSABRG00000016632
meleagris_gallopavo ENSMGAG00000012353
coturnix_japonica ENSCJPG00005010236
numida_meleagris ENSNMEG00000011755
zonotrichia_albicollis ENSZALG00000006696
junco_hyemalis ENSJHYG00000003823
serinus_canaria ENSSCAG00000005203
taeniopygia_guttata ENSTGUG00000010198
lonchura_striata ENSLSDG00000005895
parus_major ENSPMJG00000007671
cyanistes_caeruleus ENSCCEG00000002404
ficedula_albicollis ENSFALG00000012255
manacus_vitellinus ENSMVIG00005018167
lepidothrix_coronata ENSLCOG00000006628
melopsittacus_undulatus ENSMUNG00000015259
calidris_pugnax ENSCPUG00000015515
calidris_pygmaea ENSCPGG00000018755
apteryx_owenii ENSAOWG00000011349
apteryx_haastii ENSAHAG00000011613
apteryx_rowi ENSARWG00000016360
dromaius_novaehollandiae ENSDNVG00000005770
nothoprocta_perdicaria ENSNPEG00000008863
crocodylus_porosus ENSCPRG00005019040
xenopus_tropicalis ENSXETG00000001928
latimeria_chalumnae ENSLACG00000007914
denticeps_clupeoides ENSDCDG00000032441
clupea_harengus ENSCHAG00000004739
ictalurus_punctatus ENSIPUG00000013505
ictalurus_punctatus ENSIPUG00000013516
astyanax_mexicanus ENSAMXG00005012247
astyanax_mexicanus ENSAMXG00000029376
pygocentrus_nattereri ENSPNAG00000023372
electrophorus_electricus ENSEEEG00000020056
danio_rerio ENSDARG00000070522
hippocampus_comes ENSHCOG00000000819
hippocampus_comes ENSHCOG00000005448
seriola_dumerili ENSSDUG00000001013
seriola_lalandi ENSSLDG00000009135
lates_calcarifer ENSLCAG00010015036
mastacembelus_armatus ENSMAMG00000023701
larimichthys_crocea ENSLCRG00005004625
monopterus_albus ENSMALG00000004307
monopterus_albus ENSMALG00000004284
scophthalmus_maximus ENSSMAG00000011232
scophthalmus_maximus ENSSMAG00000011192
mola_mola ENSMMOG00000005022
mola_mola ENSMMOG00000005021
anabas_testudineus ENSATEG00000024799
anabas_testudineus ENSATEG00000024797
betta_splendens ENSBSLG00000019656
cynoglossus_semilaevis ENSCSEG00000013035
neolamprologus_brichardi ENSNBRG00000006742
neolamprologus_brichardi ENSNBRG00000006696
pundamilia_nyererei ENSPNYG00000013268
maylandia_zebra ENSMZEG00005011707
haplochromis_burtoni ENSHBUG00000020055
astatotilapia_calliptera ENSACLG00000002520
oreochromis_niloticus ENSONIG00000002104
amphilophus_citrinellus ENSACIG00000000408
gouania_willdenowi ENSGWIG00000009855
kryptolebias_marmoratus ENSKMAG00000000613
kryptolebias_marmoratus ENSKMAG00000000599
fundulus_heteroclitus ENSFHEG00000014509
fundulus_heteroclitus ENSFHEG00000014491
cyprinodon_variegatus ENSCVAG00000000078
xiphophorus_maculatus ENSXMAG00000012146
gambusia_affinis ENSGAFG00000018973
poecilia_formosa ENSPFOG00000011491
poecilia_mexicana ENSPMEG00000019142
poecilia_latipinna ENSPLAG00000009360
poecilia_reticulata ENSPREG00000020892
oryzias_latipes ENSORLG00020015250
oryzias_latipes ENSORLG00000025069
oryzias_latipes ENSORLG00015004847
oryzias_melastigma ENSOMEG00000015666
amphiprion_percula ENSAPEG00000008096
amphiprion_ocellaris ENSAOCG00000001270
stegastes_partitus ENSSPAG00000001049
acanthochromis_polyacanthus ENSAPOG00000010622
parambassis_ranga ENSPRNG00000006510
labrus_bergylta ENSLBEG00000004924
cottoperca_gobio ENSCGOG00000012782
gasterosteus_aculeatus ENSGACG00000012606
tetraodon_nigroviridis ENSTNIG00000012632
takifugu_rubripes ENSTRUG00000007344
gadus_morhua ENSGMOG00000015850
hucho_hucho ENSHHUG00000029349
hucho_hucho ENSHHUG00000001807
esox_lucius ENSELUG00000004644
hucho_hucho ENSHHUG00000029344
periophthalmus_magnuspinnatus ENSPMGG00000022467
periophthalmus_magnuspinnatus ENSPMGG00000019972
hucho_hucho ENSHHUG00000050044
clupea_harengus ENSCHAG00000005310
denticeps_clupeoides ENSDCDG00000000418
danio_rerio ENSDARG00000115741
danio_rerio ENSDARG00000096307
pygocentrus_nattereri ENSPNAG00000024140
pygocentrus_nattereri ENSPNAG00000024090
astyanax_mexicanus ENSAMXG00000019975
astyanax_mexicanus ENSAMXG00005013842
electrophorus_electricus ENSEEEG00000004334
ictalurus_punctatus ENSIPUG00000017427
betta_splendens ENSBSLG00000001288
cynoglossus_semilaevis ENSCSEG00000001435
hippocampus_comes ENSHCOG00000009650
takifugu_rubripes ENSTRUG00000024202
takifugu_rubripes ENSTRUG00000011911
tetraodon_nigroviridis ENSTNIG00000018818
mola_mola ENSMMOG00000011131
larimichthys_crocea ENSLCRG00005008621
labrus_bergylta ENSLBEG00000012056
mastacembelus_armatus ENSMAMG00000004645
poecilia_latipinna ENSPLAG00000011803
poecilia_mexicana ENSPMEG00000013953
poecilia_formosa ENSPFOG00000014146
xiphophorus_couchianus ENSXCOG00000015916
xiphophorus_maculatus ENSXMAG00000027152
gambusia_affinis ENSGAFG00000011443
poecilia_reticulata ENSPREG00000000169
poecilia_mexicana ENSPMEG00000000433
cyprinodon_variegatus ENSCVAG00000011551
fundulus_heteroclitus ENSFHEG00000012315
kryptolebias_marmoratus ENSKMAG00000011492
oryzias_melastigma ENSOMEG00000015915
oryzias_latipes ENSORLG00000026938
astatotilapia_calliptera ENSACLG00000009074
haplochromis_burtoni ENSHBUG00000009310
maylandia_zebra ENSMZEG00005014133
pundamilia_nyererei ENSPNYG00000015337
neolamprologus_brichardi ENSNBRG00000011909
oreochromis_niloticus ENSONIG00000016925
amphilophus_citrinellus ENSACIG00000018265
parambassis_ranga ENSPRNG00000001325
gouania_willdenowi ENSGWIG00000000498
amphiprion_ocellaris ENSAOCG00000001236
amphiprion_percula ENSAPEG00000008159
acanthochromis_polyacanthus ENSAPOG00000006599
stegastes_partitus ENSSPAG00000004850
monopterus_albus ENSMALG00000014762
monopterus_albus ENSMALG00000014731
anabas_testudineus ENSATEG00000002192
lates_calcarifer ENSLCAG00010007752
seriola_dumerili ENSSDUG00000012300
seriola_lalandi ENSSLDG00000020642
scophthalmus_maximus ENSSMAG00000021146
scleropages_formosus ENSSFOG00015009931
paramormyrops_kingsleyae ENSPKIG00000003593
paramormyrops_kingsleyae ENSPKIG00000013531
scleropages_formosus ENSSFOG00015004817
hucho_hucho ENSHHUG00000025728
gadus_morhua ENSGMOG00000014731
hucho_hucho ENSHHUG00000028871
lepisosteus_oculatus ENSLOCG00000011335
erpetoichthys_calabaricus ENSECRG00000015788
callorhinchus_milii ENSCMIG00000002358
