bos_mutus ENSBMUG00000012807
pelodiscus_sinensis ENSPSIG00000015063
sphenodon_punctatus ENSSPUG00000006959
pogona_vitticeps ENSPVIG00000011712
anolis_carolinensis ENSACAG00000017023
salvator_merianae ENSSMRG00000007052
scleropages_formosus ENSSFOG00015019249
paramormyrops_kingsleyae ENSPKIG00000023875
scleropages_formosus ENSSFOG00015015598
paramormyrops_kingsleyae ENSPKIG00000008776
gasterosteus_aculeatus ENSGACG00000015450
cynoglossus_semilaevis ENSCSEG00000017773
seriola_dumerili ENSSDUG00000007209
seriola_lalandi_dorsalis ENSSLDG00000021617
scophthalmus_maximus ENSSMAG00000021353
monopterus_albus ENSMALG00000017028
mastacembelus_armatus ENSMAMG00000001834
anabas_testudineus ENSATEG00000011370
mola_mola ENSMMOG00000017696
takifugu_rubripes ENSTRUG00000025155
labrus_bergylta ENSLBEG00000003074
poecilia_formosa ENSPFOG00000005711
poecilia_mexicana ENSPMEG00000023224
poecilia_latipinna ENSPLAG00000018683
poecilia_reticulata ENSPREG00000022606
xiphophorus_maculatus ENSXMAG00000028237
xiphophorus_couchianus ENSXCOG00000003274
gambusia_affinis ENSGAFG00000012665
cyprinodon_variegatus ENSCVAG00000015748
fundulus_heteroclitus ENSFHEG00000018639
kryptolebias_marmoratus ENSKMAG00000001439
oryzias_latipes ENSORLG00000005698
oryzias_latipes ENSORLG00020014627
oryzias_latipes_asm223469v1 ENSORLG00015013246
oryzias_melastigma ENSOMEG00000018271
astatotilapia_calliptera ENSACLG00000025291
maylandia_zebra ENSMZEG00005002091
pundamilia_nyererei ENSPNYG00000004964
haplochromis_burtoni ENSHBUG00000023663
neolamprologus_brichardi ENSNBRG00000016919
oreochromis_niloticus ENSONIG00000003018
amphilophus_citrinellus ENSACIG00000020882
amphiprion_ocellaris ENSAOCG00000020206
amphiprion_percula ENSAPEG00000019272
acanthochromis_polyacanthus ENSAPOG00000001757
stegastes_partitus ENSSPAG00000018223
hippocampus_comes ENSHCOG00000004805
periophthalmus_magnuspinnatus ENSPMGG00000013895
gadus_morhua ENSGMOG00000001597
esox_lucius ENSELUG00000000753
pygocentrus_nattereri ENSPNAG00000013215
astyanax_mexicanus ENSAMXG00000010764
ictalurus_punctatus ENSIPUG00000023534
danio_rerio ENSDARG00000051886
tetraodon_nigroviridis ENSTNIG00000019612
lepisosteus_oculatus ENSLOCG00000004570
latimeria_chalumnae ENSLACG00000010184
dasypus_novemcinctus ENSDNOG00000039648
notechis_scutatus ENSNSUG00000020447
notechis_scutatus ENSNSUG00000020446
xenopus_tropicalis ENSXETG00000011277
ornithorhynchus_anatinus ENSOANG00000006731
ornithorhynchus_anatinus ENSOANG00000009490
phascolarctos_cinereus ENSPCIG00000016771
sarcophilus_harrisii ENSSHAG00000014307
monodelphis_domestica ENSMODG00000003740
mus_spicilegus ENSMSIG00000014772
mus_musculus ENSMUSG00000035569
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032792
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031674
mus_pahari MGP_PahariEiJ_G0023272
rattus_norvegicus ENSRNOG00000027906
meriones_unguiculatus ENSMUGG00000010417
cricetulus_griseus_crigri-picr ENSCGRG00015020561
cricetulus_griseus_crigri ENSCGRG00000015924
cricetulus_griseus_chok1gshd ENSCGRG00001017994
mesocricetus_auratus ENSMAUG00000009818
microtus_ochrogaster ENSMOCG00000003172
peromyscus_maniculatus_bairdii ENSPEMG00000015479
nannospalax_galili ENSNGAG00000015118
jaculus_jaculus ENSJJAG00000015097
castor_canadensis ENSCCNG00000018977
chinchilla_lanigera ENSCLAG00000001054
octodon_degus ENSODEG00000004490
cavia_porcellus ENSCPOG00000006500
cavia_aperea ENSCAPG00000000261
heterocephalus_glaber_male ENSHGLG00100019428
heterocephalus_glaber_female ENSHGLG00000010649
fukomys_damarensis ENSFDAG00000015829
