numida_meleagris ENSNMEG00000022751
panthera_tigris_altaica ENSPTIG00000016553
pteropus_vampyrus ENSPVAG00000011054
microcebus_murinus ENSMICG00000032858
pan_troglodytes ENSPTRG00000049628
pan_paniscus ENSPPAG00000030632
homo_sapiens ENSG00000146063
gorilla_gorilla ENSGGOG00000006885
nomascus_leucogenys ENSNLEG00000002598
macaca_fascicularis ENSMFAG00000045108
macaca_mulatta ENSMMUG00000003603
macaca_nemestrina ENSMNEG00000036027
theropithecus_gelada ENSTGEG00000019915
papio_anubis ENSPANG00000013853
cercocebus_atys ENSCATG00000044687
rhinopithecus_roxellana ENSRROG00000036606
rhinopithecus_bieti ENSRBIG00000038983
colobus_angolensis_palliatus ENSCANG00000033307
piliocolobus_tephrosceles ENSPTEG00000017515
mandrillus_leucophaeus ENSMLEG00000027743
chlorocebus_sabaeus ENSCSAG00000008020
pongo_abelii ENSPPYG00000019938
cebus_capucinus ENSCCAG00000028336
callithrix_jacchus ENSCJAG00000018733
saimiri_boliviensis_boliviensis ENSSBOG00000021527
aotus_nancymaae ENSANAG00000024834
procavia_capensis ENSPCAG00000000653
oryctolagus_cuniculus ENSOCUG00000005222
notamacropus_eugenii ENSMEUG00000011043
phascolarctos_cinereus ENSPCIG00000012229
sarcophilus_harrisii ENSSHAG00000012941
monodelphis_domestica ENSMODG00000003964
mesocricetus_auratus ENSMAUG00000008048
jaculus_jaculus ENSJJAG00000002404
octodon_degus ENSODEG00000002272
dipodomys_ordii ENSDORG00000027801
equus_caballus ENSECAG00000002110
erinaceus_europaeus ENSEEUG00000005395
canis_lupus_dingo ENSCAFG00020002225
canis_lupus_familiaris ENSCAFG00000012697
cavia_aperea ENSCAPG00000010593
cavia_aperea ENSCAPG00000015056
cricetulus_griseus_chok1gshd ENSCGRG00001002565
cricetulus_griseus_crigri-picr ENSCGRG00015000493
peromyscus_maniculatus_bairdii ENSPEMG00000026753
mus_musculus ENSMUSG00000022113
mus_spicilegus ENSMSIG00000029735
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019584
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020480
mus_pahari MGP_PahariEiJ_G0030601
rattus_norvegicus ENSRNOG00000024509
meriones_unguiculatus ENSMUGG00000001483
castor_canadensis ENSCCNG00000019221
microcebus_murinus ENSMICG00000043353
ovis_aries ENSOARG00000007350
bison_bison_bison ENSBBBG00000008280
bos_taurus ENSBTAG00000019651
bos_mutus ENSBMUG00000018405
capra_hircus ENSCHIG00000022440
tursiops_truncatus ENSTTRG00000008029
ursus_americanus ENSUAMG00000015850
ursus_maritimus ENSUMAG00000009699
neovison_vison ENSNVIG00000007117
panthera_pardus ENSPPRG00000017806
panthera_tigris_altaica ENSPTIG00000016620
felis_catus ENSFCAG00000045223
vicugna_pacos ENSVPAG00000005827
homo_sapiens ENSG00000183718
pan_paniscus ENSPPAG00000033364
gorilla_gorilla ENSGGOG00000006874
cercocebus_atys ENSCATG00000031635
mandrillus_leucophaeus ENSMLEG00000028490
macaca_fascicularis ENSMFAG00000045559
macaca_nemestrina ENSMNEG00000042027
macaca_mulatta ENSMMUG00000007598
rhinopithecus_bieti ENSRBIG00000039692
rhinopithecus_roxellana ENSRROG00000044630
piliocolobus_tephrosceles ENSPTEG00000017961
chlorocebus_sabaeus ENSCSAG00000008008
theropithecus_gelada ENSTGEG00000020114
pongo_abelii ENSPPYG00000019941
pan_troglodytes ENSPTRG00000029935
propithecus_coquereli ENSPCOG00000013765
prolemur_simus ENSPSMG00000013154
procavia_capensis ENSPCAG00000000737
loxodonta_africana ENSLAFG00000011760
dasypus_novemcinctus ENSDNOG00000042088
panthera_pardus ENSPPRG00000019200
pelodiscus_sinensis ENSPSIG00000015699
ornithorhynchus_anatinus ENSOANG00000012202
eptatretus_burgeri ENSEBUG00000014719
petromyzon_marinus ENSPMAG00000004750
eptatretus_burgeri ENSEBUG00000002401
astyanax_mexicanus ENSAMXG00000030057
astyanax_mexicanus ENSAMXG00000037679
pygocentrus_nattereri ENSPNAG00000013469
xenopus_tropicalis ENSXETG00000012598
latimeria_chalumnae ENSLACG00000016797
paramormyrops_kingsleyae ENSPKIG00000023666
scleropages_formosus ENSSFOG00015017567
mastacembelus_armatus ENSMAMG00000023239
periophthalmus_magnuspinnatus ENSPMGG00000007236
xiphophorus_maculatus ENSXMAG00000007244
cynoglossus_semilaevis ENSCSEG00000013024
monopterus_albus ENSMALG00000009311
anabas_testudineus ENSATEG00000015809
mola_mola ENSMMOG00000012255
labrus_bergylta ENSLBEG00000012996
seriola_dumerili ENSSDUG00000022011
seriola_lalandi_dorsalis ENSSLDG00000004977
scophthalmus_maximus ENSSMAG00000010462
pundamilia_nyererei ENSPNYG00000022004
haplochromis_burtoni ENSHBUG00000003955
astatotilapia_calliptera ENSACLG00000005113
maylandia_zebra ENSMZEG00005005367
neolamprologus_brichardi ENSNBRG00000002161
oreochromis_niloticus ENSONIG00000008469
amphilophus_citrinellus ENSACIG00000018421
amphiprion_ocellaris ENSAOCG00000004664
amphiprion_percula ENSAPEG00000001387
acanthochromis_polyacanthus ENSAPOG00000011129
stegastes_partitus ENSSPAG00000014110
takifugu_rubripes ENSTRUG00000024388
tetraodon_nigroviridis ENSTNIG00000016037
fundulus_heteroclitus ENSFHEG00000008860
cyprinodon_variegatus ENSCVAG00000005035
poecilia_latipinna ENSPLAG00000018467
poecilia_formosa ENSPFOG00000013098
poecilia_mexicana ENSPMEG00000003062
poecilia_reticulata ENSPREG00000016425
gambusia_affinis ENSGAFG00000013600
kryptolebias_marmoratus ENSKMAG00000001727
oryzias_latipes ENSORLG00020012757
oryzias_latipes ENSORLG00000004655
oryzias_latipes_asm223469v1 ENSORLG00015005994
oryzias_melastigma ENSOMEG00000013430
gadus_morhua ENSGMOG00000009814
esox_lucius ENSELUG00000006228
pygocentrus_nattereri ENSPNAG00000011035
astyanax_mexicanus ENSAMXG00000031982
ictalurus_punctatus ENSIPUG00000011079
danio_rerio ENSDARG00000017173
lepisosteus_oculatus ENSLOCG00000006435
petromyzon_marinus ENSPMAG00000006633
petromyzon_marinus ENSPMAG00000001110
petromyzon_marinus ENSPMAG00000006559
petromyzon_marinus ENSPMAG00000004480
petromyzon_marinus ENSPMAG00000009476
petromyzon_marinus ENSPMAG00000009709
eptatretus_burgeri ENSEBUG00000003835
eptatretus_burgeri ENSEBUG00000017053
eptatretus_burgeri ENSEBUG00000007643
eptatretus_burgeri ENSEBUG00000002640
eptatretus_burgeri ENSEBUG00000001109
eptatretus_burgeri ENSEBUG00000003657
eptatretus_burgeri ENSEBUG00000003863
eptatretus_burgeri ENSEBUG00000013504
eptatretus_burgeri ENSEBUG00000013852
eptatretus_burgeri ENSEBUG00000009974
eptatretus_burgeri ENSEBUG00000002244
eptatretus_burgeri ENSEBUG00000014198
petromyzon_marinus ENSPMAG00000008248
eptatretus_burgeri ENSEBUG00000004808
scleropages_formosus ENSSFOG00015019656
paramormyrops_kingsleyae ENSPKIG00000016606
astyanax_mexicanus ENSAMXG00000038276
astyanax_mexicanus ENSAMXG00000000529
ictalurus_punctatus ENSIPUG00000009318
lepisosteus_oculatus ENSLOCG00000009030
eptatretus_burgeri ENSEBUG00000003767
xenopus_tropicalis ENSXETG00000018374
