ursus_maritimus ENSUMAG00000015649
sphenodon_punctatus ENSSPUG00000005263
gallus_gallus ENSGALG00000039629
coturnix_japonica ENSCJPG00005017732
meleagris_gallopavo ENSMGAG00000009660
numida_meleagris ENSNMEG00000022231
nothoprocta_perdicaria ENSNPEG00000015049
dromaius_novaehollandiae ENSDNVG00000017477
anser_brachyrhynchus ENSABRG00000002426
anas_platyrhynchos_platyrhynchos ENSAPLG00000020921
calidris_pygmaea ENSCPGG00000017183
calidris_pugnax ENSCPUG00000004986
manacus_vitellinus ENSMVIG00005001550
lepidothrix_coronata ENSLCOG00000016317
taeniopygia_guttata ENSTGUG00000008941
lonchura_striata_domestica ENSLSDG00000010971
ficedula_albicollis ENSFALG00000003132
cyanistes_caeruleus ENSCCEG00000023541
parus_major ENSPMJG00000018529
serinus_canaria ENSSCAG00000016103
junco_hyemalis ENSJHYG00000012617
zonotrichia_albicollis ENSZALG00000017701
melopsittacus_undulatus ENSMUNG00000007896
apteryx_owenii ENSAOWG00000018757
apteryx_haastii ENSAHAG00000007896
apteryx_rowi ENSARWG00000004681
crocodylus_porosus ENSCPRG00005013836
gopherus_agassizii ENSGAGG00000002680
chelonoidis_abingdonii ENSCABG00000005462
chrysemys_picta_bellii ENSCPBG00000003578
pelodiscus_sinensis ENSPSIG00000003098
scleropages_formosus ENSSFOG00015001728
paramormyrops_kingsleyae ENSPKIG00000023029
cynoglossus_semilaevis ENSCSEG00000005596
kryptolebias_marmoratus ENSKMAG00000015906
periophthalmus_magnuspinnatus ENSPMGG00000000651
takifugu_rubripes ENSTRUG00000017526
tetraodon_nigroviridis ENSTNIG00000001776
hippocampus_comes ENSHCOG00000009999
monopterus_albus ENSMALG00000009526
mastacembelus_armatus ENSMAMG00000006242
seriola_dumerili ENSSDUG00000000198
seriola_lalandi_dorsalis ENSSLDG00000018913
amphiprion_ocellaris ENSAOCG00000004171
amphiprion_percula ENSAPEG00000022361
acanthochromis_polyacanthus ENSAPOG00000015458
stegastes_partitus ENSSPAG00000017707
poecilia_mexicana ENSPMEG00000002754
poecilia_formosa ENSPFOG00000023998
poecilia_latipinna ENSPLAG00000007836
poecilia_reticulata ENSPREG00000005358
xiphophorus_maculatus ENSXMAG00000000427
xiphophorus_couchianus ENSXCOG00000019207
gambusia_affinis ENSGAFG00000004067
fundulus_heteroclitus ENSFHEG00000007522
cyprinodon_variegatus ENSCVAG00000018956
oryzias_latipes ENSORLG00020020890
oryzias_latipes_asm223469v1 ENSORLG00015014842
oryzias_latipes ENSORLG00000017538
oryzias_melastigma ENSOMEG00000004768
astatotilapia_calliptera ENSACLG00000009065
maylandia_zebra ENSMZEG00005004769
pundamilia_nyererei ENSPNYG00000008301
haplochromis_burtoni ENSHBUG00000019686
neolamprologus_brichardi ENSNBRG00000011341
oreochromis_niloticus ENSONIG00000008616
amphilophus_citrinellus ENSACIG00000020645
labrus_bergylta ENSLBEG00000016704
gasterosteus_aculeatus ENSGACG00000004569
scophthalmus_maximus ENSSMAG00000015168
anabas_testudineus ENSATEG00000015366
gadus_morhua ENSGMOG00000004301
esox_lucius ENSELUG00000022931
pygocentrus_nattereri ENSPNAG00000021265
astyanax_mexicanus ENSAMXG00000006918
ictalurus_punctatus ENSIPUG00000019900
danio_rerio ENSDARG00000059267
lepisosteus_oculatus ENSLOCG00000007133
danio_rerio ENSDARG00000102631
latimeria_chalumnae ENSLACG00000009551
xenopus_tropicalis ENSXETG00000032416
eptatretus_burgeri ENSEBUG00000011329
eptatretus_burgeri ENSEBUG00000015763
mastacembelus_armatus ENSMAMG00000022380
