lonchura_striata_domestica ENSLSDG00000017714
urocitellus_parryii ENSUPAG00010006762
ictidomys_tridecemlineatus ENSSTOG00000003785
spermophilus_dauricus ENSSDAG00000002004
marmota_marmota_marmota ENSMMMG00000015378
oryctolagus_cuniculus ENSOCUG00000003359
ochotona_princeps ENSOPRG00000004235
pan_troglodytes ENSPTRG00000008080
pan_paniscus ENSPPAG00000038893
homo_sapiens ENSG00000091651
gorilla_gorilla ENSGGOG00000011804
pongo_abelii ENSPPYG00000007731
nomascus_leucogenys ENSNLEG00000013115
nomascus_leucogenys ENSNLEG00000027112
macaca_nemestrina ENSMNEG00000043380
macaca_mulatta ENSMMUG00000011942
papio_anubis ENSPANG00000000625
cercocebus_atys ENSCATG00000042186
macaca_fascicularis ENSMFAG00000005502
theropithecus_gelada ENSTGEG00000018957
mandrillus_leucophaeus ENSMLEG00000033849
chlorocebus_sabaeus ENSCSAG00000005565
colobus_angolensis_palliatus ENSCANG00000013119
piliocolobus_tephrosceles ENSPTEG00000030137
rhinopithecus_bieti ENSRBIG00000011991
rhinopithecus_roxellana ENSRROG00000000515
cebus_capucinus ENSCCAG00000021334
callithrix_jacchus ENSCJAG00000010280
saimiri_boliviensis_boliviensis ENSSBOG00000018353
aotus_nancymaae ENSANAG00000006397
carlito_syrichta ENSTSYG00000005205
prolemur_simus ENSPSMG00000025725
microcebus_murinus ENSMICG00000028393
propithecus_coquereli ENSPCOG00000014077
otolemur_garnettii ENSOGAG00000000688
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032455
mus_spicilegus ENSMSIG00000013073
mus_musculus ENSMUSG00000031697
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031336
mus_pahari MGP_PahariEiJ_G0022940
rattus_norvegicus ENSRNOG00000024043
meriones_unguiculatus ENSMUGG00000025427
cricetulus_griseus_chok1gshd ENSCGRG00001000545
cricetulus_griseus_crigri-picr ENSCGRG00015018941
cricetulus_griseus_crigri ENSCGRG00000009773
mesocricetus_auratus ENSMAUG00000008724
peromyscus_maniculatus_bairdii ENSPEMG00000000721
microtus_ochrogaster ENSMOCG00000020756
nannospalax_galili ENSNGAG00000008741
jaculus_jaculus ENSJJAG00000021576
jaculus_jaculus ENSJJAG00000022040
octodon_degus ENSODEG00000010804
octodon_degus ENSODEG00000002277
chinchilla_lanigera ENSCLAG00000007241
cavia_porcellus ENSCPOG00000003779
cavia_aperea ENSCAPG00000008779
heterocephalus_glaber_female ENSHGLG00000001970
heterocephalus_glaber_male ENSHGLG00100005734
heterocephalus_glaber_female ENSHGLG00000008131
heterocephalus_glaber_male ENSHGLG00100018880
fukomys_damarensis ENSFDAG00000015857
microcebus_murinus ENSMICG00000007371
tupaia_belangeri ENSTBEG00000000278
loxodonta_africana ENSLAFG00000001707
procavia_capensis ENSPCAG00000011580
echinops_telfairi ENSETEG00000011756
phascolarctos_cinereus ENSPCIG00000018588
notamacropus_eugenii ENSMEUG00000000090
sarcophilus_harrisii ENSSHAG00000004207
monodelphis_domestica ENSMODG00000012795
ornithorhynchus_anatinus ENSOANG00000003660
xenopus_tropicalis ENSXETG00000003891
latimeria_chalumnae ENSLACG00000005262
esox_lucius ENSELUG00000019665
gadus_morhua ENSGMOG00000008564
astyanax_mexicanus ENSAMXG00000029855
pygocentrus_nattereri ENSPNAG00000014226
ictalurus_punctatus ENSIPUG00000014775
danio_rerio ENSDARG00000075682
scleropages_formosus ENSSFOG00015014331
paramormyrops_kingsleyae ENSPKIG00000004775
lepisosteus_oculatus ENSLOCG00000005489
eptatretus_burgeri ENSEBUG00000009154
drosophila_melanogaster FBgn0023180
