sphenodon_punctatus ENSSPUG00000010460
nannospalax_galili ENSNGAG00000024375
cricetulus_griseus ENSCGRG00001002219
cricetulus_griseus ENSCGRG00015027225
mesocricetus_auratus ENSMAUG00000008453
microtus_ochrogaster ENSMOCG00000012199
peromyscus_maniculatus ENSPEMG00000025413
jaculus_jaculus ENSJJAG00000012613
urocitellus_parryii ENSUPAG00010022931
ictidomys_tridecemlineatus ENSSTOG00000007825
heterocephalus_glaber ENSHGLG00000001346
oryctolagus_cuniculus ENSOCUG00000012118
microcebus_murinus ENSMICG00000048118
prolemur_simus ENSPSMG00000006554
propithecus_coquereli ENSPCOG00000003298
otolemur_garnettii ENSOGAG00000027219
callithrix_jacchus ENSCJAG00000040608
cebus_capucinus ENSCCAG00000018375
saimiri_boliviensis ENSSBOG00000030778
aotus_nancymaae ENSANAG00000029736
pan_troglodytes ENSPTRG00000001008
gorilla_gorilla ENSGGOG00000008493
homo_sapiens ENSG00000181656
nomascus_leucogenys ENSNLEG00000033226
theropithecus_gelada ENSTGEG00000026145
papio_anubis ENSPANG00000012474
cercocebus_atys ENSCATG00000016001
macaca_fascicularis ENSMFAG00000037976
macaca_nemestrina ENSMNEG00000017866
macaca_mulatta ENSMMUG00000055443
chlorocebus_sabaeus ENSCSAG00000000159
rhinopithecus_bieti ENSRBIG00000018317
rhinopithecus_roxellana ENSRROG00000023974
colobus_angolensis ENSCANG00000005300
piliocolobus_tephrosceles ENSPTEG00000024503
ursus_americanus ENSUAMG00000010365
ailuropoda_melanoleuca ENSAMEG00000018888
neovison_vison ENSNVIG00000023750
panthera_pardus ENSPPRG00000014978
felis_catus ENSFCAG00000042058
equus_caballus ENSECAG00000030478
equus_asinus ENSEASG00005015930
bos_indicus ENSBIXG00000004026
bos_indicus ENSBIXG00005000624
bos_taurus ENSBTAG00000021101
capra_hircus ENSCHIG00000003315
tursiops_truncatus ENSTTRG00000009369
sus_scrofa ENSSSCG00000035602
octodon_degus ENSODEG00000005971
castor_canadensis ENSCCNG00000024586
canis_lupus ENSCAFG00020011452
canis_lupus ENSCAFG00000030399
vulpes_vulpes ENSVVUG00000022072
choloepus_hoffmanni ENSCHOG00000012221
procavia_capensis ENSPCAG00000003382
xenopus_tropicalis ENSXETG00000011777
astyanax_mexicanus ENSAMXG00005022427
astyanax_mexicanus ENSAMXG00000025067
pygocentrus_nattereri ENSPNAG00000022351
ictalurus_punctatus ENSIPUG00000024809
denticeps_clupeoides ENSDCDG00000018225
scleropages_formosus ENSSFOG00015017720
clupea_harengus ENSCHAG00000024593
electrophorus_electricus ENSEEEG00000015335
hucho_hucho ENSHHUG00000051425
paramormyrops_kingsleyae ENSPKIG00000001846
lepisosteus_oculatus ENSLOCG00000000116
erpetoichthys_calabaricus ENSECRG00000008419
oryzias_melastigma ENSOMEG00000001004
kryptolebias_marmoratus ENSKMAG00000003338
betta_splendens ENSBSLG00000012819
ciona_intestinalis ENSCING00000025058
