coturnix_japonica ENSCJPG00005006868
mus_spicilegus ENSMSIG00000014545
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024328
mus_pahari MGP_PahariEiJ_G0025773
meriones_unguiculatus ENSMUGG00000012226
cricetulus_griseus_chok1gshd ENSCGRG00001024779
cricetulus_griseus_crigri ENSCGRG00000004902
cricetulus_griseus_crigri-picr ENSCGRG00015011558
mesocricetus_auratus ENSMAUG00000007938
microtus_ochrogaster ENSMOCG00000008073
peromyscus_maniculatus_bairdii ENSPEMG00000014355
nannospalax_galili ENSNGAG00000020612
prolemur_simus ENSPSMG00000012100
propithecus_coquereli ENSPCOG00000025944
microcebus_murinus ENSMICG00000038625
otolemur_garnettii ENSOGAG00000008109
tupaia_belangeri ENSTBEG00000007223
choloepus_hoffmanni ENSCHOG00000001897
ochotona_princeps ENSOPRG00000009216
junco_hyemalis ENSJHYG00000004394
nothoprocta_perdicaria ENSNPEG00000006718
chelonoidis_abingdonii ENSCABG00000016424
notechis_scutatus ENSNSUG00000001448
notechis_scutatus ENSNSUG00000001403
ornithorhynchus_anatinus ENSOANG00000006543
xenopus_tropicalis ENSXETG00000017989
taeniopygia_guttata ENSTGUG00000010940
zonotrichia_albicollis ENSZALG00000005928
meleagris_gallopavo ENSMGAG00000013220
ornithorhynchus_anatinus ENSOANG00000031731
cyanistes_caeruleus ENSCCEG00000006218
anser_brachyrhynchus ENSABRG00000014967
pogona_vitticeps ENSPVIG00000014157
paramormyrops_kingsleyae ENSPKIG00000011272
melopsittacus_undulatus ENSMUNG00000009428
dromaius_novaehollandiae ENSDNVG00000016217
gopherus_agassizii ENSGAGG00000012926
mastacembelus_armatus ENSMAMG00000016362
scleropages_formosus ENSSFOG00015019018
acanthochromis_polyacanthus ENSAPOG00000008247
astyanax_mexicanus ENSAMXG00000004867
pygocentrus_nattereri ENSPNAG00000005051
ictalurus_punctatus ENSIPUG00000015739
danio_rerio ENSDARG00000036965
poecilia_formosa ENSPFOG00000011626
poecilia_latipinna ENSPLAG00000016116
poecilia_mexicana ENSPMEG00000018531
poecilia_reticulata ENSPREG00000005496
xiphophorus_maculatus ENSXMAG00000026109
xiphophorus_couchianus ENSXCOG00000011208
gambusia_affinis ENSGAFG00000005690
cyprinodon_variegatus ENSCVAG00000003127
fundulus_heteroclitus ENSFHEG00000021516
kryptolebias_marmoratus ENSKMAG00000000932
oryzias_latipes_asm223469v1 ENSORLG00015021523
oryzias_latipes ENSORLG00020021326
oryzias_latipes ENSORLG00000006343
oryzias_melastigma ENSOMEG00000007042
hippocampus_comes ENSHCOG00000020200
takifugu_rubripes ENSTRUG00000020650
tetraodon_nigroviridis ENSTNIG00000018049
cynoglossus_semilaevis ENSCSEG00000002874
scophthalmus_maximus ENSSMAG00000007676
gasterosteus_aculeatus ENSGACG00000017626
anabas_testudineus ENSATEG00000016374
monopterus_albus ENSMALG00000001735
amphiprion_percula ENSAPEG00000015332
stegastes_partitus ENSSPAG00000000388
maylandia_zebra ENSMZEG00005019811
haplochromis_burtoni ENSHBUG00000010385
pundamilia_nyererei ENSPNYG00000009186
oreochromis_niloticus ENSONIG00000017567
neolamprologus_brichardi ENSNBRG00000013295
amphilophus_citrinellus ENSACIG00000020661
amphiprion_ocellaris ENSAOCG00000006294
astatotilapia_calliptera ENSACLG00000020910
mola_mola ENSMMOG00000006444
labrus_bergylta ENSLBEG00000020570
seriola_lalandi_dorsalis ENSSLDG00000016659
seriola_dumerili ENSSDUG00000002677
periophthalmus_magnuspinnatus ENSPMGG00000023666
gadus_morhua ENSGMOG00000018018
esox_lucius ENSELUG00000024505
scleropages_formosus ENSSFOG00015017123
lepisosteus_oculatus ENSLOCG00000002454
latimeria_chalumnae ENSLACG00000002570
eptatretus_burgeri ENSEBUG00000012291
