gasterosteus_aculeatus ENSGACG00000018217
gopherus_agassizii ENSGAGG00000022708
pelodiscus_sinensis ENSPSIG00000016136
sphenodon_punctatus ENSSPUG00000010750
salvator_merianae ENSSMRG00000020141
anser_brachyrhynchus ENSABRG00000001372
coturnix_japonica ENSCJPG00005006150
manacus_vitellinus ENSMVIG00005013585
lepidothrix_coronata ENSLCOG00000013598
apteryx_haastii ENSAHAG00000009804
chelonoidis_abingdonii ENSCABG00000003211
vulpes_vulpes ENSVVUG00000024650
canis_lupus_dingo ENSCAFG00020016309
ursus_americanus ENSUAMG00000024330
ursus_maritimus ENSUMAG00000006521
felis_catus ENSFCAG00000012434
panthera_tigris_altaica ENSPTIG00000017819
sus_scrofa ENSSSCG00000005305
heterocephalus_glaber_male ENSHGLG00100010973
heterocephalus_glaber_female ENSHGLG00000003611
fukomys_damarensis ENSFDAG00000014273
chinchilla_lanigera ENSCLAG00000002235
cavia_porcellus ENSCPOG00000012048
cavia_aperea ENSCAPG00000015383
urocitellus_parryii ENSUPAG00010018106
spermophilus_dauricus ENSSDAG00000022189
ictidomys_tridecemlineatus ENSSTOG00000001641
marmota_marmota_marmota ENSMMMG00000007275
castor_canadensis ENSCCNG00000024800
rattus_norvegicus ENSRNOG00000008237
loxodonta_africana ENSLAFG00000018191
phascolarctos_cinereus ENSPCIG00000021684
latimeria_chalumnae ENSLACG00000010665
pogona_vitticeps ENSPVIG00000016340
ornithorhynchus_anatinus ENSOANG00000011489
notechis_scutatus ENSNSUG00000011628
latimeria_chalumnae ENSLACG00000000783
calidris_pugnax ENSCPUG00000009382
calidris_pygmaea ENSCPGG00000008951
melopsittacus_undulatus ENSMUNG00000001629
lonchura_striata_domestica ENSLSDG00000001343
taeniopygia_guttata ENSTGUG00000000189
zonotrichia_albicollis ENSZALG00000017253
parus_major ENSPMJG00000004858
cyanistes_caeruleus ENSCCEG00000022660
ficedula_albicollis ENSFALG00000011460
manacus_vitellinus ENSMVIG00005019750
lepidothrix_coronata ENSLCOG00000001438
apteryx_haastii ENSAHAG00000003144
apteryx_rowi ENSARWG00000002486
apteryx_owenii ENSAOWG00000013652
dromaius_novaehollandiae ENSDNVG00000018765
nothoprocta_perdicaria ENSNPEG00000009884
gallus_gallus ENSGALG00000041371
coturnix_japonica ENSCJPG00005006208
numida_meleagris ENSNMEG00000007889
gopherus_agassizii ENSGAGG00000020811
chelonoidis_abingdonii ENSCABG00000002184
chrysemys_picta_bellii ENSCPBG00000017241
pogona_vitticeps ENSPVIG00000023407
notechis_scutatus ENSNSUG00000007081
salvator_merianae ENSSMRG00000004021
chinchilla_lanigera ENSCLAG00000005460
cavia_aperea ENSCAPG00000008632
heterocephalus_glaber_female ENSHGLG00000009262
heterocephalus_glaber_male ENSHGLG00100003836
jaculus_jaculus ENSJJAG00000021570
canis_lupus_familiaris ENSCAFG00000024064
vulpes_vulpes ENSVVUG00000010420
ursus_americanus ENSUAMG00000000381
ursus_maritimus ENSUMAG00000011373
sus_scrofa ENSSSCG00000013880
equus_asinus_asinus ENSEASG00005003323
propithecus_coquereli ENSPCOG00000013636
prolemur_simus ENSPSMG00000025267
notamacropus_eugenii ENSMEUG00000005989
phascolarctos_cinereus ENSPCIG00000024267
sarcophilus_harrisii ENSSHAG00000010759
monodelphis_domestica ENSMODG00000006976
xenopus_tropicalis ENSXETG00000013597
latimeria_chalumnae ENSLACG00000015658
pundamilia_nyererei ENSPNYG00000017302
astatotilapia_calliptera ENSACLG00000023469
haplochromis_burtoni ENSHBUG00000006283
amphilophus_citrinellus ENSACIG00000015136
poecilia_mexicana ENSPMEG00000004619
poecilia_latipinna ENSPLAG00000009845
amphiprion_ocellaris ENSAOCG00000017826
amphiprion_percula ENSAPEG00000007320
acanthochromis_polyacanthus ENSAPOG00000004888
stegastes_partitus ENSSPAG00000021972
mola_mola ENSMMOG00000000413
tetraodon_nigroviridis ENSTNIG00000010629
labrus_bergylta ENSLBEG00000017253
hippocampus_comes ENSHCOG00000001450
oryzias_latipes ENSORLG00000004741
pygocentrus_nattereri ENSPNAG00000003473
esox_lucius ENSELUG00000008193
pygocentrus_nattereri ENSPNAG00000027188
scleropages_formosus ENSSFOG00015004025
lepisosteus_oculatus ENSLOCG00000006087
castor_canadensis ENSCCNG00000022104
ornithorhynchus_anatinus ENSOANG00000005428
hippocampus_comes ENSHCOG00000001336
stegastes_partitus ENSSPAG00000020145
takifugu_rubripes ENSTRUG00000020512
esox_lucius ENSELUG00000018692
eptatretus_burgeri ENSEBUG00000016965
petromyzon_marinus ENSPMAG00000005528
