meleagris_gallopavo ENSMGAG00000014620
amphilophus_citrinellus ENSACIG00000022363
hippocampus_comes ENSHCOG00000004443
seriola_dumerili ENSSDUG00000005569
seriola_lalandi_dorsalis ENSSLDG00000019085
scophthalmus_maximus ENSSMAG00000019235
mastacembelus_armatus ENSMAMG00000015764
anabas_testudineus ENSATEG00000010304
monopterus_albus ENSMALG00000006436
periophthalmus_magnuspinnatus ENSPMGG00000010774
gadus_morhua ENSGMOG00000003854
esox_lucius ENSELUG00000018478
pygocentrus_nattereri ENSPNAG00000007807
astyanax_mexicanus ENSAMXG00000042235
ictalurus_punctatus ENSIPUG00000011005
danio_rerio ENSDARG00000010318
scleropages_formosus ENSSFOG00015002317
paramormyrops_kingsleyae ENSPKIG00000021046
lepisosteus_oculatus ENSLOCG00000007901
