cynoglossus_semilaevis ENSCSEG00000016602
loxodonta_africana ENSLAFG00000009103
procavia_capensis ENSPCAG00000015774
rhinopithecus_roxellana ENSRROG00000039212
rhinopithecus_bieti ENSRBIG00000043830
colobus_angolensis_palliatus ENSCANG00000019383
piliocolobus_tephrosceles ENSPTEG00000022175
macaca_nemestrina ENSMNEG00000041543
cercocebus_atys ENSCATG00000025249
mandrillus_leucophaeus ENSMLEG00000038946
macaca_mulatta ENSMMUG00000015948
macaca_fascicularis ENSMFAG00000040545
mandrillus_leucophaeus ENSMLEG00000043915
theropithecus_gelada ENSTGEG00000009266
papio_anubis ENSPANG00000021905
chlorocebus_sabaeus ENSCSAG00000010754
pan_troglodytes ENSPTRG00000001616
pan_paniscus ENSPPAG00000036962
homo_sapiens ENSG00000143198
gorilla_gorilla ENSGGOG00000013271
pongo_abelii ENSPPYG00000000569
nomascus_leucogenys ENSNLEG00000014693
cebus_capucinus ENSCCAG00000036520
cebus_capucinus ENSCCAG00000019830
callithrix_jacchus ENSCJAG00000004619
saimiri_boliviensis_boliviensis ENSSBOG00000001171
aotus_nancymaae ENSANAG00000022897
microcebus_murinus ENSMICG00000008309
prolemur_simus ENSPSMG00000004651
propithecus_coquereli ENSPCOG00000021898
propithecus_coquereli ENSPCOG00000016270
carlito_syrichta ENSTSYG00000005435
otolemur_garnettii ENSOGAG00000006196
dipodomys_ordii ENSDORG00000005319
castor_canadensis ENSCCNG00000030273
cricetulus_griseus_crigri-picr ENSCGRG00015007757
cricetulus_griseus_crigri ENSCGRG00000003147
cricetulus_griseus_chok1gshd ENSCGRG00001016115
mesocricetus_auratus ENSMAUG00000022162
microtus_ochrogaster ENSMOCG00000015294
peromyscus_maniculatus_bairdii ENSPEMG00000012628
mus_spicilegus ENSMSIG00000018561
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014825
mus_musculus ENSMUSG00000026688
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015631
mus_pahari MGP_PahariEiJ_G0028062
mus_spicilegus ENSMSIG00000023930
rattus_norvegicus ENSRNOG00000004245
meriones_unguiculatus ENSMUGG00000013019
nannospalax_galili ENSNGAG00000014946
jaculus_jaculus ENSJJAG00000015338
heterocephalus_glaber_female ENSHGLG00000003866
heterocephalus_glaber_male ENSHGLG00100017745
fukomys_damarensis ENSFDAG00000013814
chinchilla_lanigera ENSCLAG00000007690
octodon_degus ENSODEG00000008534
cavia_aperea ENSCAPG00000013394
cavia_porcellus ENSCPOG00000015346
spermophilus_dauricus ENSSDAG00000005127
marmota_marmota_marmota ENSMMMG00000021590
ictidomys_tridecemlineatus ENSSTOG00000020274
oryctolagus_cuniculus ENSOCUG00000010376
ochotona_princeps ENSOPRG00000015908
tursiops_truncatus ENSTTRG00000000489
equus_caballus ENSECAG00000022320
echinops_telfairi ENSETEG00000003507
loxodonta_africana ENSLAFG00000025910
mustela_putorius_furo ENSMPUG00000003817
neovison_vison ENSNVIG00000017097
canis_lupus_familiaris ENSCAFG00000013353
canis_lupus_dingo ENSCAFG00020001992
canis_lupus_familiaris ENSCAFG00000000798
canis_lupus_dingo ENSCAFG00020004048
vulpes_vulpes ENSVVUG00000010150
ursus_maritimus ENSUMAG00000022716
ursus_americanus ENSUAMG00000013615
ailuropoda_melanoleuca ENSAMEG00000006658
panthera_pardus ENSPPRG00000008055
panthera_tigris_altaica ENSPTIG00000020143
felis_catus ENSFCAG00000004311
equus_asinus_asinus ENSEASG00005010477
sus_scrofa ENSSSCG00000006325
vicugna_pacos ENSVPAG00000004582
bos_mutus ENSBMUG00000015918
bos_taurus ENSBTAG00000010265
bison_bison_bison ENSBBBG00000002461
bison_bison_bison ENSBBBG00000004839
ovis_aries ENSOARG00000011493
capra_hircus ENSCHIG00000011626
myotis_lucifugus ENSMLUG00000001179
pteropus_vampyrus ENSPVAG00000007688
erinaceus_europaeus ENSEEUG00000015971
tupaia_belangeri ENSTBEG00000005299
urocitellus_parryii ENSUPAG00010023016
ornithorhynchus_anatinus ENSOANG00000005492
notamacropus_eugenii ENSMEUG00000007424
phascolarctos_cinereus ENSPCIG00000029987
monodelphis_domestica ENSMODG00000001305
sarcophilus_harrisii ENSSHAG00000016309
pogona_vitticeps ENSPVIG00000012360
anolis_carolinensis ENSACAG00000005709
notechis_scutatus ENSNSUG00000010703
salvator_merianae ENSSMRG00000017437
sphenodon_punctatus ENSSPUG00000017604
gallus_gallus ENSGALG00000003445
meleagris_gallopavo ENSMGAG00000003561
coturnix_japonica ENSCJPG00005021435
numida_meleagris ENSNMEG00000000784
anser_brachyrhynchus ENSABRG00000022725
manacus_vitellinus ENSMVIG00005014639
lepidothrix_coronata ENSLCOG00000001018
taeniopygia_guttata ENSTGUG00000017321
lonchura_striata_domestica ENSLSDG00000009581
cyanistes_caeruleus ENSCCEG00000021791
parus_major ENSPMJG00000010591
zonotrichia_albicollis ENSZALG00000006168
junco_hyemalis ENSJHYG00000010497
serinus_canaria ENSSCAG00000002313
ficedula_albicollis ENSFALG00000007958
calidris_pugnax ENSCPUG00000019977
melopsittacus_undulatus ENSMUNG00000013118
calidris_pygmaea ENSCPGG00000007956
anas_platyrhynchos_platyrhynchos ENSAPLG00000007891
apteryx_haastii ENSAHAG00000004533
apteryx_owenii ENSAOWG00000011898
apteryx_rowi ENSARWG00000004994
dromaius_novaehollandiae ENSDNVG00000015933
nothoprocta_perdicaria ENSNPEG00000014738
crocodylus_porosus ENSCPRG00005005182
chelonoidis_abingdonii ENSCABG00000018600
gopherus_agassizii ENSGAGG00000020226
chrysemys_picta_bellii ENSCPBG00000014766
pelodiscus_sinensis ENSPSIG00000017776
xenopus_tropicalis ENSXETG00000004756
latimeria_chalumnae ENSLACG00000010314
petromyzon_marinus ENSPMAG00000003815
eptatretus_burgeri ENSEBUG00000004373
