denticeps_clupeoides ENSDCDG00000016956
anser_brachyrhynchus ENSABRG00000018874
anas_platyrhynchos ENSAPLG00000012824
gallus_gallus ENSGALG00000043163
meleagris_gallopavo ENSMGAG00000000810
coturnix_japonica ENSCJPG00005005523
numida_meleagris ENSNMEG00000012056
lonchura_striata ENSLSDG00000008158
taeniopygia_guttata ENSTGUG00000000759
serinus_canaria ENSSCAG00000017224
parus_major ENSPMJG00000008811
cyanistes_caeruleus ENSCCEG00000007515
ficedula_albicollis ENSFALG00000005257
junco_hyemalis ENSJHYG00000013776
zonotrichia_albicollis ENSZALG00000005550
manacus_vitellinus ENSMVIG00005016337
lepidothrix_coronata ENSLCOG00000004693
calidris_pygmaea ENSCPGG00000010879
calidris_pugnax ENSCPUG00000015988
melopsittacus_undulatus ENSMUNG00000012050
apteryx_haastii ENSAHAG00000016491
apteryx_owenii ENSAOWG00000017740
apteryx_rowi ENSARWG00000009144
nothoprocta_perdicaria ENSNPEG00000012118
dromaius_novaehollandiae ENSDNVG00000016075
crocodylus_porosus ENSCPRG00005000857
chelonoidis_abingdonii ENSCABG00000013381
gopherus_agassizii ENSGAGG00000016791
chrysemys_picta ENSCPBG00000011390
pelodiscus_sinensis ENSPSIG00000011056
phascolarctos_cinereus ENSPCIG00000018980
vombatus_ursinus ENSVURG00010022290
notamacropus_eugenii ENSMEUG00000012736
sarcophilus_harrisii ENSSHAG00000015242
monodelphis_domestica ENSMODG00000003818
dasypus_novemcinctus ENSDNOG00000045347
choloepus_hoffmanni ENSCHOG00000005657
loxodonta_africana ENSLAFG00000008983
procavia_capensis ENSPCAG00000011919
tursiops_truncatus ENSTTRG00000013241
sus_scrofa ENSSSCG00000015201
capra_hircus ENSCHIG00000024717
ovis_aries ENSOARG00000010700
bos_indicus ENSBIXG00000028876
bos_taurus ENSBTAG00000011248
bos_mutus ENSBMUG00000018047
bison_bison ENSBBBG00000011414
bos_indicus ENSBIXG00005006701
pteropus_vampyrus ENSPVAG00000010697
myotis_lucifugus ENSMLUG00000001917
myotis_lucifugus ENSMLUG00000027519
vicugna_pacos ENSVPAG00000004863
ursus_americanus ENSUAMG00000001184
ursus_maritimus ENSUMAG00000001398
ailuropoda_melanoleuca ENSAMEG00000000781
mustela_putorius ENSMPUG00000006100
neovison_vison ENSNVIG00000020647
canis_lupus ENSCAFG00020010986
canis_lupus ENSCAFG00000011138
vulpes_vulpes ENSVVUG00000020530
panthera_pardus ENSPPRG00000019791
panthera_tigris ENSPTIG00000019177
felis_catus ENSFCAG00000025304
equus_caballus ENSECAG00000012745
equus_asinus ENSEASG00005002255
erinaceus_europaeus ENSEEUG00000006624
sorex_araneus ENSSARG00000011506
ursus_americanus ENSUAMG00000002769
mus_spretus MGP_SPRETEiJ_G0033109
castor_canadensis ENSCCNG00000015992
dipodomys_ordii ENSDORG00000002743
urocitellus_parryii ENSUPAG00010023796
ictidomys_tridecemlineatus ENSSTOG00000016280
chinchilla_lanigera ENSCLAG00000015862
octodon_degus ENSODEG00000005058
heterocephalus_glaber ENSHGLG00000003431
heterocephalus_glaber ENSHGLG00100015247
fukomys_damarensis ENSFDAG00000010968
mus_spicilegus ENSMSIG00000015172
mus_musculus ENSMUSG00000042138
mus_caroli MGP_CAROLIEiJ_G0031983
mus_pahari MGP_PahariEiJ_G0014847
rattus_norvegicus ENSRNOG00000009950
meriones_unguiculatus ENSMUGG00000006516
peromyscus_maniculatus ENSPEMG00000002496
microtus_ochrogaster ENSMOCG00000001761
cricetulus_griseus ENSCGRG00001023762
cricetulus_griseus ENSCGRG00000011624
cricetulus_griseus ENSCGRG00015009398
mesocricetus_auratus ENSMAUG00000010951
nannospalax_galili ENSNGAG00000020716
jaculus_jaculus ENSJJAG00000022389
cavia_aperea ENSCAPG00000015829
cavia_porcellus ENSCPOG00000033419
marmota_marmota ENSMMMG00000000305
spermophilus_dauricus ENSSDAG00000003276
oryctolagus_cuniculus ENSOCUG00000002631
ochotona_princeps ENSOPRG00000015091
saimiri_boliviensis ENSSBOG00000034958
saimiri_boliviensis ENSSBOG00000026104
cebus_capucinus ENSCCAG00000035671
callithrix_jacchus ENSCJAG00000038206
aotus_nancymaae ENSANAG00000022405
gorilla_gorilla ENSGGOG00000012439
homo_sapiens ENSG00000120458
pan_paniscus ENSPPAG00000034502
pan_troglodytes ENSPTRG00000004430
pongo_abelii ENSPPYG00000004021
nomascus_leucogenys ENSNLEG00000034784
papio_anubis ENSPANG00000023928
mandrillus_leucophaeus ENSMLEG00000021987
piliocolobus_tephrosceles ENSPTEG00000006526
rhinopithecus_roxellana ENSRROG00000043262
rhinopithecus_bieti ENSRBIG00000004059
colobus_angolensis ENSCANG00000029668
macaca_nemestrina ENSMNEG00000030588
macaca_mulatta ENSMMUG00000008488
macaca_fascicularis ENSMFAG00000043111
theropithecus_gelada ENSTGEG00000027575
cercocebus_atys ENSCATG00000030506
chlorocebus_sabaeus ENSCSAG00000002372
papio_anubis ENSPANG00000029549
cercocebus_atys ENSCATG00000009201
macaca_fascicularis ENSMFAG00000001120
macaca_nemestrina ENSMNEG00000030204
mandrillus_leucophaeus ENSMLEG00000032902
colobus_angolensis ENSCANG00000032407
rhinopithecus_roxellana ENSRROG00000022323
carlito_syrichta ENSTSYG00000007680
microcebus_murinus ENSMICG00000032131
prolemur_simus ENSPSMG00000001888
propithecus_coquereli ENSPCOG00000017584
otolemur_garnettii ENSOGAG00000033718
tupaia_belangeri ENSTBEG00000003268
ornithorhynchus_anatinus ENSOANG00000005980
echinops_telfairi ENSETEG00000008870
xenopus_tropicalis ENSXETG00000001651
latimeria_chalumnae ENSLACG00000008747
callorhinchus_milii ENSCMIG00000005488
