vombatus_ursinus ENSVURG00010018736
poecilia_reticulata ENSPREG00000020906
fundulus_heteroclitus ENSFHEG00000006063
cyprinodon_variegatus ENSCVAG00000001015
kryptolebias_marmoratus ENSKMAG00000018409
oryzias_latipes ENSORLG00000003277
oryzias_latipes ENSORLG00015018632
oryzias_latipes ENSORLG00020011444
oryzias_melastigma ENSOMEG00000014199
gouania_willdenowi ENSGWIG00000015543
acanthochromis_polyacanthus ENSAPOG00000006251
larimichthys_crocea ENSLCRG00005006233
mola_mola ENSMMOG00000005165
monopterus_albus ENSMALG00000010014
mastacembelus_armatus ENSMAMG00000000896
anabas_testudineus ENSATEG00000010640
betta_splendens ENSBSLG00000017046
cynoglossus_semilaevis ENSCSEG00000012998
gadus_morhua ENSGMOG00000000317
hucho_hucho ENSHHUG00000049781
hucho_hucho ENSHHUG00000000897
esox_lucius ENSELUG00000002891
labrus_bergylta ENSLBEG00000021076
clupea_harengus ENSCHAG00000008294
scleropages_formosus ENSSFOG00015015678
paramormyrops_kingsleyae ENSPKIG00000019426
lepisosteus_oculatus ENSLOCG00000011062
erpetoichthys_calabaricus ENSECRG00000015581
callorhinchus_milii ENSCMIG00000008670
petromyzon_marinus ENSPMAG00000008832
eptatretus_burgeri ENSEBUG00000004671
