mastacembelus_armatus ENSMAMG00000024221
colobus_angolensis_palliatus ENSCANG00000031833
rhinopithecus_bieti ENSRBIG00000036344
rhinopithecus_roxellana ENSRROG00000040266
saimiri_boliviensis_boliviensis ENSSBOG00000028771
cebus_capucinus ENSCCAG00000032976
callithrix_jacchus ENSCJAG00000014797
aotus_nancymaae ENSANAG00000019713
carlito_syrichta ENSTSYG00000030067
propithecus_coquereli ENSPCOG00000028146
microcebus_murinus ENSMICG00000013083
prolemur_simus ENSPSMG00000006133
otolemur_garnettii ENSOGAG00000026543
mus_musculus ENSMUSG00000031170
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034068
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032919
mus_spicilegus ENSMSIG00000008317
mus_pahari MGP_PahariEiJ_G0031468
rattus_norvegicus ENSRNOG00000027767
meriones_unguiculatus ENSMUGG00000022202
cricetulus_griseus_crigri ENSCGRG00000014368
cricetulus_griseus_crigri-picr ENSCGRG00015006503
cricetulus_griseus_chok1gshd ENSCGRG00001016687
mesocricetus_auratus ENSMAUG00000000379
microtus_ochrogaster ENSMOCG00000015897
peromyscus_maniculatus_bairdii ENSPEMG00000012763
urocitellus_parryii ENSUPAG00010002495
spermophilus_dauricus ENSSDAG00000020730
ictidomys_tridecemlineatus ENSSTOG00000001034
marmota_marmota_marmota ENSMMMG00000012638
castor_canadensis ENSCCNG00000009923
heterocephalus_glaber_female ENSHGLG00000002944
heterocephalus_glaber_male ENSHGLG00100014787
fukomys_damarensis ENSFDAG00000016779
chinchilla_lanigera ENSCLAG00000004049
oryctolagus_cuniculus ENSOCUG00000008001
equus_caballus ENSECAG00000006306
equus_asinus_asinus ENSEASG00005008319
bison_bison_bison ENSBBBG00000021040
sorex_araneus ENSSARG00000014502
erinaceus_europaeus ENSEEUG00000013667
myotis_lucifugus ENSMLUG00000003966
ailuropoda_melanoleuca ENSAMEG00000012758
ursus_americanus ENSUAMG00000013298
neovison_vison ENSNVIG00000006225
mustela_putorius_furo ENSMPUG00000013487
canis_lupus_dingo ENSCAFG00020021352
canis_lupus_familiaris ENSCAFG00000015326
vulpes_vulpes ENSVVUG00000017611
panthera_pardus ENSPPRG00000000636
panthera_tigris_altaica ENSPTIG00000017649
felis_catus ENSFCAG00000008530
pteropus_vampyrus ENSPVAG00000015619
bos_mutus ENSBMUG00000005627
bos_taurus ENSBTAG00000011854
ovis_aries ENSOARG00000012518
capra_hircus ENSCHIG00000000197
sus_scrofa ENSSSCG00000025981
procavia_capensis ENSPCAG00000001070
loxodonta_africana ENSLAFG00000030834
echinops_telfairi ENSETEG00000019706
dasypus_novemcinctus ENSDNOG00000033990
ornithorhynchus_anatinus ENSOANG00000015229
xenopus_tropicalis ENSXETG00000011939
latimeria_chalumnae ENSLACG00000010152
eptatretus_burgeri ENSEBUG00000006594
