oryctolagus_cuniculus ENSOCUG00000010007
poecilia_reticulata ENSPREG00000018280
poecilia_mexicana ENSPMEG00000002803
xiphophorus_maculatus ENSXMAG00000016348
xiphophorus_couchianus ENSXCOG00000001941
gambusia_affinis ENSGAFG00000018620
cyprinodon_variegatus ENSCVAG00000016583
fundulus_heteroclitus ENSFHEG00000022444
kryptolebias_marmoratus ENSKMAG00000021752
oryzias_latipes ENSORLG00020020750
oryzias_latipes_asm223469v1 ENSORLG00015008963
oryzias_latipes ENSORLG00000013982
oryzias_melastigma ENSOMEG00000013016
takifugu_rubripes ENSTRUG00000014099
tetraodon_nigroviridis ENSTNIG00000009237
gasterosteus_aculeatus ENSGACG00000008516
mola_mola ENSMMOG00000021133
labrus_bergylta ENSLBEG00000024080
mastacembelus_armatus ENSMAMG00000006092
anabas_testudineus ENSATEG00000005301
seriola_dumerili ENSSDUG00000001782
seriola_lalandi_dorsalis ENSSLDG00000008268
scophthalmus_maximus ENSSMAG00000020736
cynoglossus_semilaevis ENSCSEG00000009643
monopterus_albus ENSMALG00000003648
amphiprion_percula ENSAPEG00000001273
amphiprion_ocellaris ENSAOCG00000009987
acanthochromis_polyacanthus ENSAPOG00000020788
stegastes_partitus ENSSPAG00000020632
astatotilapia_calliptera ENSACLG00000004618
pundamilia_nyererei ENSPNYG00000000860
maylandia_zebra ENSMZEG00005011426
haplochromis_burtoni ENSHBUG00000018909
neolamprologus_brichardi ENSNBRG00000020413
oreochromis_niloticus ENSONIG00000015400
amphilophus_citrinellus ENSACIG00000017504
periophthalmus_magnuspinnatus ENSPMGG00000022917
hippocampus_comes ENSHCOG00000006672
gadus_morhua ENSGMOG00000006555
esox_lucius ENSELUG00000017171
paramormyrops_kingsleyae ENSPKIG00000024596
scleropages_formosus ENSSFOG00015007179
lepisosteus_oculatus ENSLOCG00000002165
eptatretus_burgeri ENSEBUG00000004750
ciona_intestinalis ENSCING00000005113
ciona_savignyi ENSCSAVG00000003706
drosophila_melanogaster FBgn0027080
