xiphophorus_maculatus ENSXMAG00000014888
fukomys_damarensis ENSFDAG00000011095
octodon_degus ENSODEG00000013952
cavia_aperea ENSCAPG00000007213
cavia_porcellus ENSCPOG00000022872
chinchilla_lanigera ENSCLAG00000015847
ochotona_princeps ENSOPRG00000012811
oryctolagus_cuniculus ENSOCUG00000014221
castor_canadensis ENSCCNG00000028261
dipodomys_ordii ENSDORG00000009878
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031620
mus_spicilegus ENSMSIG00000025908
mus_musculus ENSMUSG00000042423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030506
mus_pahari MGP_PahariEiJ_G0013713
rattus_norvegicus ENSRNOG00000042728
meriones_unguiculatus ENSMUGG00000012927
cricetulus_griseus_chok1gshd ENSCGRG00001020915
cricetulus_griseus_crigri-picr ENSCGRG00015024701
mesocricetus_auratus ENSMAUG00000009157
microtus_ochrogaster ENSMOCG00000001533
peromyscus_maniculatus_bairdii ENSPEMG00000016943
nannospalax_galili ENSNGAG00000019783
jaculus_jaculus ENSJJAG00000015269
urocitellus_parryii ENSUPAG00010019991
marmota_marmota_marmota ENSMMMG00000010492
spermophilus_dauricus ENSSDAG00000011134
ictidomys_tridecemlineatus ENSSTOG00000024656
loxodonta_africana ENSLAFG00000001444
procavia_capensis ENSPCAG00000012809
dasypus_novemcinctus ENSDNOG00000049508
pan_troglodytes ENSPTRG00000008012
pan_paniscus ENSPPAG00000029960
homo_sapiens ENSG00000156860
gorilla_gorilla ENSGGOG00000000951
pongo_abelii ENSPPYG00000007283
nomascus_leucogenys ENSNLEG00000015919
piliocolobus_tephrosceles ENSPTEG00000026230
colobus_angolensis_palliatus ENSCANG00000035934
rhinopithecus_roxellana ENSRROG00000043504
rhinopithecus_bieti ENSRBIG00000031700
macaca_nemestrina ENSMNEG00000042695
papio_anubis ENSPANG00000006937
macaca_mulatta ENSMMUG00000005625
macaca_fascicularis ENSMFAG00000002731
theropithecus_gelada ENSTGEG00000011878
mandrillus_leucophaeus ENSMLEG00000042814
cercocebus_atys ENSCATG00000035186
chlorocebus_sabaeus ENSCSAG00000005863
saimiri_boliviensis_boliviensis ENSSBOG00000028560
callithrix_jacchus ENSCJAG00000002747
cebus_capucinus ENSCCAG00000027599
aotus_nancymaae ENSANAG00000032123
carlito_syrichta ENSTSYG00000008279
propithecus_coquereli ENSPCOG00000016337
microcebus_murinus ENSMICG00000034982
otolemur_garnettii ENSOGAG00000011366
ursus_americanus ENSUAMG00000024255
ursus_maritimus ENSUMAG00000013368
ailuropoda_melanoleuca ENSAMEG00000007800
neovison_vison ENSNVIG00000024976
sorex_araneus ENSSARG00000008785
equus_asinus_asinus ENSEASG00005012947
equus_caballus ENSECAG00000022545
tursiops_truncatus ENSTTRG00000013127
canis_lupus_familiaris ENSCAFG00000016634
canis_lupus_dingo ENSCAFG00020017893
vulpes_vulpes ENSVVUG00000026820
panthera_pardus ENSPPRG00000002821
panthera_tigris_altaica ENSPTIG00000007571
mustela_putorius_furo ENSMPUG00000012245
felis_catus ENSFCAG00000037802
capra_hircus ENSCHIG00000021664
ovis_aries ENSOARG00000006922
bos_taurus ENSBTAG00000031789
bos_mutus ENSBMUG00000021787
bison_bison_bison ENSBBBG00000016243
myotis_lucifugus ENSMLUG00000009315
pteropus_vampyrus ENSPVAG00000011031
dasypus_novemcinctus ENSDNOG00000031046
sus_scrofa ENSSSCG00000025794
prolemur_simus ENSPSMG00000007145
erinaceus_europaeus ENSEEUG00000010850
ornithorhynchus_anatinus ENSOANG00000021042
xenopus_tropicalis ENSXETG00000018837
