bos_mutus ENSBMUG00000012946
pelodiscus_sinensis ENSPSIG00000010134
parus_major ENSPMJG00000009773
cyanistes_caeruleus ENSCCEG00000005928
ficedula_albicollis ENSFALG00000002887
taeniopygia_guttata ENSTGUG00000016617
manacus_vitellinus ENSMVIG00005004079
manacus_vitellinus ENSMVIG00005004250
manacus_vitellinus ENSMVIG00005001349
lonchura_striata_domestica ENSLSDG00000016207
gallus_gallus ENSGALG00000041797
junco_hyemalis ENSJHYG00000010558
zonotrichia_albicollis ENSZALG00000011740
coturnix_japonica ENSCJPG00005014220
nothoprocta_perdicaria ENSNPEG00000002864
apteryx_owenii ENSAOWG00000017981
calidris_pugnax ENSCPUG00000017881
calidris_pygmaea ENSCPGG00000011385
melopsittacus_undulatus ENSMUNG00000005441
anas_platyrhynchos_platyrhynchos ENSAPLG00000028001
anser_brachyrhynchus ENSABRG00000020371
numida_meleagris ENSNMEG00000006256
apteryx_rowi ENSARWG00000004022
apteryx_haastii ENSAHAG00000019721
dromaius_novaehollandiae ENSDNVG00000007402
sphenodon_punctatus ENSSPUG00000016065
anolis_carolinensis ENSACAG00000002697
pogona_vitticeps ENSPVIG00000020746
notechis_scutatus ENSNSUG00000015864
salvator_merianae ENSSMRG00000011403
xenopus_tropicalis ENSXETG00000017663
latimeria_chalumnae ENSLACG00000004368
takifugu_rubripes ENSTRUG00000011701
tetraodon_nigroviridis ENSTNIG00000017549
mola_mola ENSMMOG00000015842
gasterosteus_aculeatus ENSGACG00000003303
cynoglossus_semilaevis ENSCSEG00000007851
monopterus_albus ENSMALG00000011717
mastacembelus_armatus ENSMAMG00000001304
anabas_testudineus ENSATEG00000008964
seriola_dumerili ENSSDUG00000018597
seriola_lalandi_dorsalis ENSSLDG00000014024
labrus_bergylta ENSLBEG00000026887
amphiprion_percula ENSAPEG00000008897
amphiprion_percula ENSAPEG00000009017
amphiprion_ocellaris ENSAOCG00000014254
acanthochromis_polyacanthus ENSAPOG00000005851
maylandia_zebra ENSMZEG00005026512
astatotilapia_calliptera ENSACLG00000009677
pundamilia_nyererei ENSPNYG00000011437
haplochromis_burtoni ENSHBUG00000000613
neolamprologus_brichardi ENSNBRG00000017335
oreochromis_niloticus ENSONIG00000019710
oreochromis_niloticus ENSONIG00000004385
amphilophus_citrinellus ENSACIG00000011043
scophthalmus_maximus ENSSMAG00000002617
stegastes_partitus ENSSPAG00000003521
hippocampus_comes ENSHCOG00000005882
fundulus_heteroclitus ENSFHEG00000012403
cyprinodon_variegatus ENSCVAG00000017946
xiphophorus_maculatus ENSXMAG00000021817
xiphophorus_couchianus ENSXCOG00000019744
gambusia_affinis ENSGAFG00000004251
poecilia_formosa ENSPFOG00000008731
poecilia_mexicana ENSPMEG00000013875
poecilia_latipinna ENSPLAG00000019376
poecilia_reticulata ENSPREG00000019041
kryptolebias_marmoratus ENSKMAG00000011904
oryzias_latipes ENSORLG00000000625
oryzias_latipes_asm223469v1 ENSORLG00015008253
oryzias_latipes ENSORLG00020014088
oryzias_melastigma ENSOMEG00000006917
periophthalmus_magnuspinnatus ENSPMGG00000000908
gadus_morhua ENSGMOG00000005539
esox_lucius ENSELUG00000007922
pygocentrus_nattereri ENSPNAG00000003461
astyanax_mexicanus ENSAMXG00000032081
ictalurus_punctatus ENSIPUG00000008098
danio_rerio ENSDARG00000016765
scleropages_formosus ENSSFOG00015019764
paramormyrops_kingsleyae ENSPKIG00000015823
