cyprinodon_variegatus ENSCVAG00000016277
theropithecus_gelada ENSTGEG00000012573
macaca_mulatta ENSMMUG00000012948
macaca_nemestrina ENSMNEG00000028331
macaca_fascicularis ENSMFAG00000044872
mandrillus_leucophaeus ENSMLEG00000043541
cercocebus_atys ENSCATG00000031941
chlorocebus_sabaeus ENSCSAG00000007117
cebus_capucinus ENSCCAG00000015511
saimiri_boliviensis_boliviensis ENSSBOG00000035119
callithrix_jacchus ENSCJAG00000018081
aotus_nancymaae ENSANAG00000032258
carlito_syrichta ENSTSYG00000030251
ochotona_princeps ENSOPRG00000003943
equus_caballus ENSECAG00000011700
sorex_araneus ENSSARG00000009247
myotis_lucifugus ENSMLUG00000006981
pteropus_vampyrus ENSPVAG00000017121
ursus_americanus ENSUAMG00000015187
ursus_maritimus ENSUMAG00000001701
ailuropoda_melanoleuca ENSAMEG00000017993
neovison_vison ENSNVIG00000019582
mustela_putorius_furo ENSMPUG00000012959
canis_lupus_dingo ENSCAFG00020014131
canis_lupus_familiaris ENSCAFG00000014542
vulpes_vulpes ENSVVUG00000029768
panthera_pardus ENSPPRG00000011007
panthera_tigris_altaica ENSPTIG00000006263
felis_catus ENSFCAG00000000507
vicugna_pacos ENSVPAG00000009477
spermophilus_dauricus ENSSDAG00000008897
capra_hircus ENSCHIG00000019547
ovis_aries ENSOARG00000005639
bison_bison_bison ENSBBBG00000000517
bos_mutus ENSBMUG00000014600
tursiops_truncatus ENSTTRG00000010271
sus_scrofa ENSSSCG00000013034
erinaceus_europaeus ENSEEUG00000002979
ochotona_princeps ENSOPRG00000014101
loxodonta_africana ENSLAFG00000009090
procavia_capensis ENSPCAG00000000982
dasypus_novemcinctus ENSDNOG00000018999
ornithorhynchus_anatinus ENSOANG00000012840
coturnix_japonica ENSCJPG00005002478
xenopus_tropicalis ENSXETG00000007201
latimeria_chalumnae ENSLACG00000013109
lepisosteus_oculatus ENSLOCG00000001978
ciona_savignyi ENSCSAVG00000002410
