gorilla_gorilla ENSGGOG00000016026
canis_lupus_dingo ENSCAFG00020003324
vulpes_vulpes ENSVVUG00000030265
panthera_tigris_altaica ENSPTIG00000005993
panthera_pardus ENSPPRG00000024798
felis_catus ENSFCAG00000027235
pteropus_vampyrus ENSPVAG00000007003
myotis_lucifugus ENSMLUG00000003026
loxodonta_africana ENSLAFG00000017715
procavia_capensis ENSPCAG00000001847
choloepus_hoffmanni ENSCHOG00000013786
dasypus_novemcinctus ENSDNOG00000049105
sarcophilus_harrisii ENSSHAG00000012287
monodelphis_domestica ENSMODG00000004950
phascolarctos_cinereus ENSPCIG00000013594
ornithorhynchus_anatinus ENSOANG00000011393
calidris_pygmaea ENSCPGG00000017086
calidris_pugnax ENSCPUG00000002387
melopsittacus_undulatus ENSMUNG00000014886
taeniopygia_guttata ENSTGUG00000006735
lonchura_striata_domestica ENSLSDG00000001053
serinus_canaria ENSSCAG00000005119
cyanistes_caeruleus ENSCCEG00000015126
parus_major ENSPMJG00000001133
ficedula_albicollis ENSFALG00000007663
zonotrichia_albicollis ENSZALG00000011935
junco_hyemalis ENSJHYG00000015447
lepidothrix_coronata ENSLCOG00000015269
manacus_vitellinus ENSMVIG00005009191
coturnix_japonica ENSCJPG00005000724
gallus_gallus ENSGALG00000003273
meleagris_gallopavo ENSMGAG00000000871
numida_meleagris ENSNMEG00000016747
anser_brachyrhynchus ENSABRG00000022792
anas_platyrhynchos_platyrhynchos ENSAPLG00000005293
apteryx_owenii ENSAOWG00000011378
apteryx_haastii ENSAHAG00000007568
apteryx_rowi ENSARWG00000007174
dromaius_novaehollandiae ENSDNVG00000016287
nothoprocta_perdicaria ENSNPEG00000001507
anolis_carolinensis ENSACAG00000013038
chrysemys_picta_bellii ENSCPBG00000012019
gopherus_agassizii ENSGAGG00000003037
pelodiscus_sinensis ENSPSIG00000010611
xenopus_tropicalis ENSXETG00000004698
labrus_bergylta ENSLBEG00000024616
labrus_bergylta ENSLBEG00000014107
takifugu_rubripes ENSTRUG00000003140
tetraodon_nigroviridis ENSTNIG00000019148
scophthalmus_maximus ENSSMAG00000004191
cynoglossus_semilaevis ENSCSEG00000003082
fundulus_heteroclitus ENSFHEG00000014876
cyprinodon_variegatus ENSCVAG00000022449
poecilia_formosa ENSPFOG00000002169
poecilia_mexicana ENSPMEG00000019750
poecilia_latipinna ENSPLAG00000009674
poecilia_reticulata ENSPREG00000017404
xiphophorus_maculatus ENSXMAG00000025533
xiphophorus_couchianus ENSXCOG00000010449
gambusia_affinis ENSGAFG00000005546
kryptolebias_marmoratus ENSKMAG00000016707
oryzias_latipes ENSORLG00000017614
oryzias_latipes ENSORLG00020018474
oryzias_latipes_asm223469v1 ENSORLG00015016976
oryzias_melastigma ENSOMEG00000023251
gasterosteus_aculeatus ENSGACG00000006812
mola_mola ENSMMOG00000015279
seriola_dumerili ENSSDUG00000004696
seriola_lalandi_dorsalis ENSSLDG00000006003
mastacembelus_armatus ENSMAMG00000021233
monopterus_albus ENSMALG00000003669
anabas_testudineus ENSATEG00000019418
amphiprion_ocellaris ENSAOCG00000017897
amphiprion_percula ENSAPEG00000011342
acanthochromis_polyacanthus ENSAPOG00000014167
stegastes_partitus ENSSPAG00000021452
maylandia_zebra ENSMZEG00005006047
haplochromis_burtoni ENSHBUG00000014225
astatotilapia_calliptera ENSACLG00000000187
pundamilia_nyererei ENSPNYG00000021609
neolamprologus_brichardi ENSNBRG00000009812
oreochromis_niloticus ENSONIG00000018318
amphilophus_citrinellus ENSACIG00000017543
periophthalmus_magnuspinnatus ENSPMGG00000017310
hippocampus_comes ENSHCOG00000013360
gadus_morhua ENSGMOG00000018891
esox_lucius ENSELUG00000020870
pygocentrus_nattereri ENSPNAG00000014452
astyanax_mexicanus ENSAMXG00000017962
ictalurus_punctatus ENSIPUG00000021179
danio_rerio ENSDARG00000041736
paramormyrops_kingsleyae ENSPKIG00000013727
scleropages_formosus ENSSFOG00015017086
lepisosteus_oculatus ENSLOCG00000017252
ciona_intestinalis ENSCING00000022323
drosophila_melanogaster FBgn0051809
drosophila_melanogaster FBgn0051810
drosophila_melanogaster FBgn0032614
drosophila_melanogaster FBgn0032615
caenorhabditis_elegans_strain_n2 WBGene00000990
