taeniopygia_guttata ENSTGUG00000008998
meriones_unguiculatus ENSMUGG00000000879
cricetulus_griseus_chok1gshd ENSCGRG00001004065
cricetulus_griseus_crigri ENSCGRG00000001793
cricetulus_griseus_crigri-picr ENSCGRG00015024169
mesocricetus_auratus ENSMAUG00000016107
peromyscus_maniculatus_bairdii ENSPEMG00000021825
microtus_ochrogaster ENSMOCG00000019504
nannospalax_galili ENSNGAG00000022343
jaculus_jaculus ENSJJAG00000010056
castor_canadensis ENSCCNG00000009986
heterocephalus_glaber_female ENSHGLG00000013477
heterocephalus_glaber_male ENSHGLG00100006582
fukomys_damarensis ENSFDAG00000005241
chinchilla_lanigera ENSCLAG00000013227
octodon_degus ENSODEG00000017339
cavia_porcellus ENSCPOG00000013284
cavia_aperea ENSCAPG00000017092
spermophilus_dauricus ENSSDAG00000019385
urocitellus_parryii ENSUPAG00010005269
ictidomys_tridecemlineatus ENSSTOG00000011746
marmota_marmota_marmota ENSMMMG00000022372
oryctolagus_cuniculus ENSOCUG00000002706
ochotona_princeps ENSOPRG00000013326
tupaia_belangeri ENSTBEG00000016140
pan_troglodytes ENSPTRG00000009402
pan_paniscus ENSPPAG00000020130
homo_sapiens ENSG00000136449
gorilla_gorilla ENSGGOG00000003367
pongo_abelii ENSPPYG00000008280
nomascus_leucogenys ENSNLEG00000007738
macaca_mulatta ENSMMUG00000017242
macaca_fascicularis ENSMFAG00000045294
macaca_nemestrina ENSMNEG00000032690
mandrillus_leucophaeus ENSMLEG00000026302
papio_anubis ENSPANG00000022476
theropithecus_gelada ENSTGEG00000028899
cercocebus_atys ENSCATG00000035055
chlorocebus_sabaeus ENSCSAG00000005444
rhinopithecus_roxellana ENSRROG00000034291
rhinopithecus_bieti ENSRBIG00000029890
colobus_angolensis_palliatus ENSCANG00000029326
piliocolobus_tephrosceles ENSPTEG00000035530
cebus_capucinus ENSCCAG00000037315
callithrix_jacchus ENSCJAG00000018762
saimiri_boliviensis_boliviensis ENSSBOG00000023288
aotus_nancymaae ENSANAG00000036578
carlito_syrichta ENSTSYG00000010521
propithecus_coquereli ENSPCOG00000028417
prolemur_simus ENSPSMG00000015811
microcebus_murinus ENSMICG00000009732
otolemur_garnettii ENSOGAG00000005400
dasypus_novemcinctus ENSDNOG00000016313
loxodonta_africana ENSLAFG00000030223
procavia_capensis ENSPCAG00000008711
echinops_telfairi ENSETEG00000006345
sorex_araneus ENSSARG00000009317
ornithorhynchus_anatinus ENSOANG00000005904
xenopus_tropicalis ENSXETG00000009994
latimeria_chalumnae ENSLACG00000014331
pygocentrus_nattereri ENSPNAG00000014264
astyanax_mexicanus ENSAMXG00000002586
ictalurus_punctatus ENSIPUG00000009983
danio_rerio ENSDARG00000069194
poecilia_formosa ENSPFOG00000018798
poecilia_latipinna ENSPLAG00000010212
poecilia_mexicana ENSPMEG00000010886
poecilia_reticulata ENSPREG00000000355
xiphophorus_maculatus ENSXMAG00000012595
oryzias_latipes_asm223469v1 ENSORLG00015004583
oryzias_latipes ENSORLG00020006107
oryzias_latipes ENSORLG00000026649
oryzias_melastigma ENSOMEG00000009386
cynoglossus_semilaevis ENSCSEG00000015941
labrus_bergylta ENSLBEG00000000586
seriola_dumerili ENSSDUG00000003504
scophthalmus_maximus ENSSMAG00000003312
mastacembelus_armatus ENSMAMG00000012542
gasterosteus_aculeatus ENSGACG00000018886
mola_mola ENSMMOG00000021427
seriola_lalandi_dorsalis ENSSLDG00000016604
monopterus_albus ENSMALG00000007667
amphiprion_ocellaris ENSAOCG00000011116
acanthochromis_polyacanthus ENSAPOG00000007389
astatotilapia_calliptera ENSACLG00000021932
haplochromis_burtoni ENSHBUG00000022080
oreochromis_niloticus ENSONIG00000016467
tetraodon_nigroviridis ENSTNIG00000010576
paramormyrops_kingsleyae ENSPKIG00000009999
scleropages_formosus ENSSFOG00015022621
lepisosteus_oculatus ENSLOCG00000013960
eptatretus_burgeri ENSEBUG00000011378
sphenodon_punctatus ENSSPUG00000010335
gadus_morhua ENSGMOG00000001190
petromyzon_marinus ENSPMAG00000003088
ciona_savignyi ENSCSAVG00000009363
ciona_savignyi ENSCSAVG00000009370
ciona_intestinalis ENSCING00000002905
