chinchilla_lanigera ENSCLAG00000002611
saimiri_boliviensis_boliviensis ENSSBOG00000013204
cebus_capucinus ENSCCAG00000020255
callithrix_jacchus ENSCJAG00000003362
aotus_nancymaae ENSANAG00000020960
aotus_nancymaae ENSANAG00000025161
carlito_syrichta ENSTSYG00000004100
microcebus_murinus ENSMICG00000011959
propithecus_coquereli ENSPCOG00000014782
prolemur_simus ENSPSMG00000015335
otolemur_garnettii ENSOGAG00000004464
pteropus_vampyrus ENSPVAG00000004728
myotis_lucifugus ENSMLUG00000009732
capra_hircus ENSCHIG00000006664
ovis_aries ENSOARG00000002096
bos_taurus ENSBTAG00000003569
bos_mutus ENSBMUG00000025008
bison_bison_bison ENSBBBG00000004309
tursiops_truncatus ENSTTRG00000015452
sus_scrofa ENSSSCG00000009501
vicugna_pacos ENSVPAG00000007605
equus_caballus ENSECAG00000021423
equus_asinus_asinus ENSEASG00005013579
ursus_maritimus ENSUMAG00000025241
ursus_americanus ENSUAMG00000008906
ursus_americanus ENSUAMG00000000135
ailuropoda_melanoleuca ENSAMEG00000010296
mustela_putorius_furo ENSMPUG00000011789
neovison_vison ENSNVIG00000016404
canis_lupus_familiaris ENSCAFG00000005465
canis_lupus_dingo ENSCAFG00020023938
vulpes_vulpes ENSVVUG00000006640
panthera_pardus ENSPPRG00000011171
panthera_tigris_altaica ENSPTIG00000002159
felis_catus ENSFCAG00000002928
loxodonta_africana ENSLAFG00000008646
procavia_capensis ENSPCAG00000009841
echinops_telfairi ENSETEG00000005417
dasypus_novemcinctus ENSDNOG00000015097
choloepus_hoffmanni ENSCHOG00000007310
coturnix_japonica ENSCJPG00005006328
meleagris_gallopavo ENSMGAG00000014908
numida_meleagris ENSNMEG00000019331
manacus_vitellinus ENSMVIG00005011880
calidris_pugnax ENSCPUG00000016626
calidris_pygmaea ENSCPGG00000007853
melopsittacus_undulatus ENSMUNG00000012013
anser_brachyrhynchus ENSABRG00000016794
anas_platyrhynchos_platyrhynchos ENSAPLG00000011935
coturnix_japonica ENSCJPG00005019417
meleagris_gallopavo ENSMGAG00000015190
gallus_gallus ENSGALG00000016895
parus_major ENSPMJG00000013127
cyanistes_caeruleus ENSCCEG00000016524
ficedula_albicollis ENSFALG00000004477
junco_hyemalis ENSJHYG00000010902
zonotrichia_albicollis ENSZALG00000014201
serinus_canaria ENSSCAG00000015930
lonchura_striata_domestica ENSLSDG00000002224
taeniopygia_guttata ENSTGUG00000011173
lepidothrix_coronata ENSLCOG00000003445
lepidothrix_coronata ENSLCOG00000003444
manacus_vitellinus ENSMVIG00005011874
apteryx_rowi ENSARWG00000003661
apteryx_rowi ENSARWG00000003660
apteryx_haastii ENSAHAG00000005333
apteryx_owenii ENSAOWG00000004111
dromaius_novaehollandiae ENSDNVG00000002885
nothoprocta_perdicaria ENSNPEG00000007275
crocodylus_porosus ENSCPRG00005018283
gopherus_agassizii ENSGAGG00000007884
chelonoidis_abingdonii ENSCABG00000008662
chrysemys_picta_bellii ENSCPBG00000023342
pelodiscus_sinensis ENSPSIG00000002175
pogona_vitticeps ENSPVIG00000008826
pogona_vitticeps ENSPVIG00000008828
notechis_scutatus ENSNSUG00000010304
salvator_merianae ENSSMRG00000017478
sphenodon_punctatus ENSSPUG00000011513
anolis_carolinensis ENSACAG00000001944
latimeria_chalumnae ENSLACG00000005724
xenopus_tropicalis ENSXETG00000031622
ornithorhynchus_anatinus ENSOANG00000014916
phascolarctos_cinereus ENSPCIG00000016214
notamacropus_eugenii ENSMEUG00000003346
sarcophilus_harrisii ENSSHAG00000013699
monodelphis_domestica ENSMODG00000025001
latimeria_chalumnae ENSLACG00000001896
xenopus_tropicalis ENSXETG00000006459
scleropages_formosus ENSSFOG00015006446
scleropages_formosus ENSSFOG00015003636
paramormyrops_kingsleyae ENSPKIG00000005997
cyprinodon_variegatus ENSCVAG00000000247
fundulus_heteroclitus ENSFHEG00000013855
xiphophorus_maculatus ENSXMAG00000013980
gambusia_affinis ENSGAFG00000018767
poecilia_formosa ENSPFOG00000011430
poecilia_mexicana ENSPMEG00000008287
poecilia_latipinna ENSPLAG00000024007
xiphophorus_couchianus ENSXCOG00000020551
poecilia_reticulata ENSPREG00000013164
kryptolebias_marmoratus ENSKMAG00000004842
oryzias_latipes ENSORLG00020020560
oryzias_latipes ENSORLG00000003586
oryzias_latipes_asm223469v1 ENSORLG00015018984
oryzias_melastigma ENSOMEG00000002920
maylandia_zebra ENSMZEG00005017989
astatotilapia_calliptera ENSACLG00000026209
pundamilia_nyererei ENSPNYG00000018169
haplochromis_burtoni ENSHBUG00000019753
neolamprologus_brichardi ENSNBRG00000021900
oreochromis_niloticus ENSONIG00000011875
hippocampus_comes ENSHCOG00000012775
seriola_lalandi_dorsalis ENSSLDG00000025180
seriola_dumerili ENSSDUG00000009319
gasterosteus_aculeatus ENSGACG00000013980
anabas_testudineus ENSATEG00000007300
monopterus_albus ENSMALG00000009626
cynoglossus_semilaevis ENSCSEG00000013573
takifugu_rubripes ENSTRUG00000011852
tetraodon_nigroviridis ENSTNIG00000013261
amphiprion_percula ENSAPEG00000006809
amphiprion_ocellaris ENSAOCG00000020255
acanthochromis_polyacanthus ENSAPOG00000005871
stegastes_partitus ENSSPAG00000009693
amphilophus_citrinellus ENSACIG00000019314
mola_mola ENSMMOG00000004484
scophthalmus_maximus ENSSMAG00000000591
mastacembelus_armatus ENSMAMG00000020999
labrus_bergylta ENSLBEG00000010290
cynoglossus_semilaevis ENSCSEG00000013564
periophthalmus_magnuspinnatus ENSPMGG00000011906
gadus_morhua ENSGMOG00000017199
tetraodon_nigroviridis ENSTNIG00000007055
takifugu_rubripes ENSTRUG00000001516
esox_lucius ENSELUG00000022900
pygocentrus_nattereri ENSPNAG00000001495
ictalurus_punctatus ENSIPUG00000011056
danio_rerio ENSDARG00000000943
lepisosteus_oculatus ENSLOCG00000005084
erinaceus_europaeus ENSEEUG00000008619
ciona_savignyi ENSCSAVG00000008163
ciona_intestinalis ENSCING00000011851
