choloepus_hoffmanni ENSCHOG00000002559
heterocephalus_glaber ENSHGLG00100008939
fukomys_damarensis ENSFDAG00000003444
ictidomys_tridecemlineatus ENSSTOG00000029109
marmota_marmota ENSMMMG00000014066
spermophilus_dauricus ENSSDAG00000005903
urocitellus_parryii ENSUPAG00010017538
cricetulus_griseus ENSCGRG00015007371
cricetulus_griseus ENSCGRG00000003004
cricetulus_griseus ENSCGRG00001023228
mesocricetus_auratus ENSMAUG00000003682
peromyscus_maniculatus ENSPEMG00000001035
microtus_ochrogaster ENSMOCG00000013040
mus_spretus MGP_SPRETEiJ_G0020362
mus_musculus ENSMUSG00000022075
mus_spicilegus ENSMSIG00000024755
mus_caroli MGP_CAROLIEiJ_G0019470
mus_pahari MGP_PahariEiJ_G0030487
rattus_norvegicus ENSRNOG00000017373
meriones_unguiculatus ENSMUGG00000008383
meriones_unguiculatus ENSMUGG00000008347
nannospalax_galili ENSNGAG00000014537
jaculus_jaculus ENSJJAG00000010580
castor_canadensis ENSCCNG00000030029
dipodomys_ordii ENSDORG00000004193
oryctolagus_cuniculus ENSOCUG00000017452
ochotona_princeps ENSOPRG00000013353
loxodonta_africana ENSLAFG00000007247
procavia_capensis ENSPCAG00000003907
echinops_telfairi ENSETEG00000001227
vombatus_ursinus ENSVURG00010014970
phascolarctos_cinereus ENSPCIG00000010420
notamacropus_eugenii ENSMEUG00000000249
monodelphis_domestica ENSMODG00000009229
sarcophilus_harrisii ENSSHAG00000003399
ornithorhynchus_anatinus ENSOANG00000013874
gopherus_agassizii ENSGAGG00000012159
chelonoidis_abingdonii ENSCABG00000017757
chrysemys_picta ENSCPBG00000002392
pelodiscus_sinensis ENSPSIG00000017782
crocodylus_porosus ENSCPRG00005014528
pogona_vitticeps ENSPVIG00000020206
anolis_carolinensis ENSACAG00000016669
notechis_scutatus ENSNSUG00000008571
salvator_merianae ENSSMRG00000017229
lepidothrix_coronata ENSLCOG00000002538
manacus_vitellinus ENSMVIG00005019281
lonchura_striata ENSLSDG00000000584
taeniopygia_guttata ENSTGUG00000017291
serinus_canaria ENSSCAG00000004961
cyanistes_caeruleus ENSCCEG00000006541
parus_major ENSPMJG00000017748
ficedula_albicollis ENSFALG00000001607
junco_hyemalis ENSJHYG00000004618
zonotrichia_albicollis ENSZALG00000004324
melopsittacus_undulatus ENSMUNG00000008591
calidris_pugnax ENSCPUG00000001436
calidris_pugnax ENSCPUG00000001509
calidris_pygmaea ENSCPGG00000016826
anser_brachyrhynchus ENSABRG00000018077
anas_platyrhynchos ENSAPLG00000005141
gallus_gallus ENSGALG00000034020
meleagris_gallopavo ENSMGAG00000001388
coturnix_japonica ENSCJPG00005015123
numida_meleagris ENSNMEG00000019529
apteryx_owenii ENSAOWG00000014881
apteryx_haastii ENSAHAG00000005336
apteryx_rowi ENSARWG00000011706
nothoprocta_perdicaria ENSNPEG00000010237
dromaius_novaehollandiae ENSDNVG00000008501
xenopus_tropicalis ENSXETG00000017665
paramormyrops_kingsleyae ENSPKIG00000008167
scleropages_formosus ENSSFOG00015012104
clupea_harengus ENSCHAG00000022446
denticeps_clupeoides ENSDCDG00000031245
danio_rerio ENSDARG00000089340
denticeps_clupeoides ENSDCDG00000003676
clupea_harengus ENSCHAG00000001173
astyanax_mexicanus ENSAMXG00000007255
astyanax_mexicanus ENSAMXG00005011514
pygocentrus_nattereri ENSPNAG00000020346
ictalurus_punctatus ENSIPUG00000007664
electrophorus_electricus ENSEEEG00000001197
danio_rerio ENSDARG00000074828
periophthalmus_magnuspinnatus ENSPMGG00000012194
periophthalmus_magnuspinnatus ENSPMGG00000012189
xiphophorus_maculatus ENSXMAG00000001153
xiphophorus_couchianus ENSXCOG00000016432
gambusia_affinis ENSGAFG00000009569
poecilia_formosa ENSPFOG00000009868
poecilia_mexicana ENSPMEG00000006220
poecilia_latipinna ENSPLAG00000013975
poecilia_reticulata ENSPREG00000006438
fundulus_heteroclitus ENSFHEG00000019065
cyprinodon_variegatus ENSCVAG00000010082
kryptolebias_marmoratus ENSKMAG00000006414
oryzias_latipes ENSORLG00000010981
oryzias_latipes ENSORLG00020007017
oryzias_latipes ENSORLG00015021775
oryzias_melastigma ENSOMEG00000008772
gouania_willdenowi ENSGWIG00000015549
labrus_bergylta ENSLBEG00000005097
gasterosteus_aculeatus ENSGACG00000010796
mola_mola ENSMMOG00000003134
tetraodon_nigroviridis ENSTNIG00000010815
larimichthys_crocea ENSLCRG00005005759
cottoperca_gobio ENSCGOG00000003768
monopterus_albus ENSMALG00000006969
anabas_testudineus ENSATEG00000001105
scophthalmus_maximus ENSSMAG00000007318
astatotilapia_calliptera ENSACLG00000008182
maylandia_zebra ENSMZEG00005012770
pundamilia_nyererei ENSPNYG00000014797
haplochromis_burtoni ENSHBUG00000013170
neolamprologus_brichardi ENSNBRG00000022615
oreochromis_niloticus ENSONIG00000011754
amphilophus_citrinellus ENSACIG00000004889
amphiprion_percula ENSAPEG00000015554
amphiprion_ocellaris ENSAOCG00000015270
acanthochromis_polyacanthus ENSAPOG00000012065
stegastes_partitus ENSSPAG00000011219
parambassis_ranga ENSPRNG00000016630
mastacembelus_armatus ENSMAMG00000010200
seriola_dumerili ENSSDUG00000019564
seriola_lalandi ENSSLDG00000000226
lates_calcarifer ENSLCAG00010027781
cynoglossus_semilaevis ENSCSEG00000014564
betta_splendens ENSBSLG00000011736
hippocampus_comes ENSHCOG00000009304
hippocampus_comes ENSHCOG00000017836
gadus_morhua ENSGMOG00000005582
hucho_hucho ENSHHUG00000024916
hucho_hucho ENSHHUG00000047524
esox_lucius ENSELUG00000017879
lepisosteus_oculatus ENSLOCG00000014937
erpetoichthys_calabaricus ENSECRG00000007501
latimeria_chalumnae ENSLACG00000015074
callorhinchus_milii ENSCMIG00000007294
eptatretus_burgeri ENSEBUG00000007884
