caenorhabditis_elegans WBGene00006467
serinus_canaria ENSSCAG00000012365
zonotrichia_albicollis ENSZALG00000006726
junco_hyemalis ENSJHYG00000003947
ficedula_albicollis ENSFALG00000005280
cyanistes_caeruleus ENSCCEG00000014769
cyanistes_caeruleus ENSCCEG00000019086
parus_major ENSPMJG00000015202
melopsittacus_undulatus ENSMUNG00000010165
calidris_pygmaea ENSCPGG00000007716
calidris_pugnax ENSCPUG00000007588
anser_brachyrhynchus ENSABRG00000010235
anas_platyrhynchos ENSAPLG00000000613
gallus_gallus ENSGALG00000009581
coturnix_japonica ENSCJPG00005017284
meleagris_gallopavo ENSMGAG00000011994
numida_meleagris ENSNMEG00000020182
crocodylus_porosus ENSCPRG00005017511
gopherus_agassizii ENSGAGG00000010235
chelonoidis_abingdonii ENSCABG00000016128
chrysemys_picta ENSCPBG00000006380
pelodiscus_sinensis ENSPSIG00000014967
phascolarctos_cinereus ENSPCIG00000005232
vombatus_ursinus ENSVURG00010023468
notamacropus_eugenii ENSMEUG00000004025
sarcophilus_harrisii ENSSHAG00000009098
monodelphis_domestica ENSMODG00000009886
pan_troglodytes ENSPTRG00000006460
pan_paniscus ENSPPAG00000036838
homo_sapiens ENSG00000072415
gorilla_gorilla ENSGGOG00000011451
pongo_abelii ENSPPYG00000005919
nomascus_leucogenys ENSNLEG00000000546
piliocolobus_tephrosceles ENSPTEG00000035071
colobus_angolensis ENSCANG00000003914
rhinopithecus_roxellana ENSRROG00000032170
rhinopithecus_bieti ENSRBIG00000031468
theropithecus_gelada ENSTGEG00000018178
cercocebus_atys ENSCATG00000033724
papio_anubis ENSPANG00000009283
mandrillus_leucophaeus ENSMLEG00000038412
macaca_nemestrina ENSMNEG00000022940
macaca_mulatta ENSMMUG00000021417
macaca_fascicularis ENSMFAG00000007215
chlorocebus_sabaeus ENSCSAG00000013368
saimiri_boliviensis ENSSBOG00000032432
cebus_capucinus ENSCCAG00000031683
callithrix_jacchus ENSCJAG00000015428
aotus_nancymaae ENSANAG00000015396
carlito_syrichta ENSTSYG00000032342
propithecus_coquereli ENSPCOG00000017167
microcebus_murinus ENSMICG00000010772
prolemur_simus ENSPSMG00000012102
otolemur_garnettii ENSOGAG00000033912
tupaia_belangeri ENSTBEG00000010503
chinchilla_lanigera ENSCLAG00000004043
octodon_degus ENSODEG00000014070
cavia_porcellus ENSCPOG00000003303
cavia_aperea ENSCAPG00000007883
heterocephalus_glaber ENSHGLG00100005461
heterocephalus_glaber ENSHGLG00000012768
fukomys_damarensis ENSFDAG00000013060
ictidomys_tridecemlineatus ENSSTOG00000001556
urocitellus_parryii ENSUPAG00010011924
spermophilus_dauricus ENSSDAG00000016207
spermophilus_dauricus ENSSDAG00000021014
marmota_marmota ENSMMMG00000021249
castor_canadensis ENSCCNG00000025974
dipodomys_ordii ENSDORG00000014640
cricetulus_griseus ENSCGRG00015027944
cricetulus_griseus ENSCGRG00001018649
cricetulus_griseus ENSCGRG00000010189
mesocricetus_auratus ENSMAUG00000012946
microtus_ochrogaster ENSMOCG00000021385
peromyscus_maniculatus ENSPEMG00000009345
mus_spretus MGP_SPRETEiJ_G0018725
mus_musculus ENSMUSG00000021112
mus_spicilegus ENSMSIG00000015020
mus_caroli MGP_CAROLIEiJ_G0017879
mus_pahari MGP_PahariEiJ_G0029635
rattus_norvegicus ENSRNOG00000008788
meriones_unguiculatus ENSMUGG00000007921
nannospalax_galili ENSNGAG00000020524
jaculus_jaculus ENSJJAG00000010539
ochotona_princeps ENSOPRG00000004468
oryctolagus_cuniculus ENSOCUG00000012009
ovis_aries ENSOARG00000021164
capra_hircus ENSCHIG00000023560
bos_indicus ENSBIXG00000023937
bos_indicus ENSBIXG00005029302
bos_taurus ENSBTAG00000011767
bos_mutus ENSBMUG00000024393
bison_bison ENSBBBG00000023508
tursiops_truncatus ENSTTRG00000015802
sus_scrofa ENSSSCG00000002287
vicugna_pacos ENSVPAG00000005688
erinaceus_europaeus ENSEEUG00000000734
ursus_maritimus ENSUMAG00000010665
ursus_americanus ENSUAMG00000008932
ailuropoda_melanoleuca ENSAMEG00000008263
neovison_vison ENSNVIG00000009115
mustela_putorius ENSMPUG00000006992
canis_lupus ENSCAFG00020006548
canis_lupus ENSCAFG00000016353
vulpes_vulpes ENSVVUG00000000598
panthera_tigris ENSPTIG00000019615
panthera_pardus ENSPPRG00000023045
felis_catus ENSFCAG00000011076
equus_asinus ENSEASG00005008713
equus_caballus ENSECAG00000000356
myotis_lucifugus ENSMLUG00000006234
pteropus_vampyrus ENSPVAG00000003038
loxodonta_africana ENSLAFG00000013406
procavia_capensis ENSPCAG00000002476
echinops_telfairi ENSETEG00000018996
dasypus_novemcinctus ENSDNOG00000000613
choloepus_hoffmanni ENSCHOG00000003812
sorex_araneus ENSSARG00000011645
ornithorhynchus_anatinus ENSOANG00000005411
xenopus_tropicalis ENSXETG00000015737
latimeria_chalumnae ENSLACG00000009799
callorhinchus_milii ENSCMIG00000009753
erpetoichthys_calabaricus ENSECRG00000013567
petromyzon_marinus ENSPMAG00000009821
eptatretus_burgeri ENSEBUG00000009912
eptatretus_burgeri ENSEBUG00000012846
