gasterosteus_aculeatus ENSGACG00000009241
heterocephalus_glaber_female ENSHGLG00000001429
heterocephalus_glaber_male ENSHGLG00100012894
phascolarctos_cinereus ENSPCIG00000036099
notamacropus_eugenii ENSMEUG00000006154
ornithorhynchus_anatinus ENSOANG00000012832
gopherus_agassizii ENSGAGG00000012591
chelonoidis_abingdonii ENSCABG00000016625
chrysemys_picta_bellii ENSCPBG00000013321
chrysemys_picta_bellii ENSCPBG00000009403
chrysemys_picta_bellii ENSCPBG00000010045
chelonoidis_abingdonii ENSCABG00000013525
chelonoidis_abingdonii ENSCABG00000005395
chelonoidis_abingdonii ENSCABG00000007980
pelodiscus_sinensis ENSPSIG00000012289
crocodylus_porosus ENSCPRG00005005639
lonchura_striata_domestica ENSLSDG00000000256
taeniopygia_guttata ENSTGUG00000013104
serinus_canaria ENSSCAG00000013162
lepidothrix_coronata ENSLCOG00000001130
zonotrichia_albicollis ENSZALG00000011468
parus_major ENSPMJG00000012473
ficedula_albicollis ENSFALG00000008694
junco_hyemalis ENSJHYG00000005880
calidris_pygmaea ENSCPGG00000016215
anser_brachyrhynchus ENSABRG00000001195
anas_platyrhynchos_platyrhynchos ENSAPLG00000009825
gallus_gallus ENSGALG00000016462
coturnix_japonica ENSCJPG00005011100
numida_meleagris ENSNMEG00000005397
cyanistes_caeruleus ENSCCEG00000018653
manacus_vitellinus ENSMVIG00005002916
melopsittacus_undulatus ENSMUNG00000014213
calidris_pugnax ENSCPUG00000004486
meleagris_gallopavo ENSMGAG00000015965
apteryx_haastii ENSAHAG00000002262
apteryx_owenii ENSAOWG00000006936
apteryx_rowi ENSARWG00000001878
dromaius_novaehollandiae ENSDNVG00000010813
nothoprocta_perdicaria ENSNPEG00000011418
pogona_vitticeps ENSPVIG00000005431
anolis_carolinensis ENSACAG00000011351
notechis_scutatus ENSNSUG00000020338
salvator_merianae ENSSMRG00000022746
xenopus_tropicalis ENSXETG00000015485
latimeria_chalumnae ENSLACG00000008338
lepisosteus_oculatus ENSLOCG00000016476
calidris_pugnax ENSCPUG00000004487
serinus_canaria ENSSCAG00000013165
dromaius_novaehollandiae ENSDNVG00000010816
chelonoidis_abingdonii ENSCABG00000007982
marmota_marmota_marmota ENSMMMG00000022387
castor_canadensis ENSCCNG00000025575
scleropages_formosus ENSSFOG00015014451
petromyzon_marinus ENSPMAG00000008902
petromyzon_marinus ENSPMAG00000003103
eptatretus_burgeri ENSEBUG00000016246
petromyzon_marinus ENSPMAG00000010212
eptatretus_burgeri ENSEBUG00000014234
petromyzon_marinus ENSPMAG00000003849
eptatretus_burgeri ENSEBUG00000002331
monopterus_albus ENSMALG00000006877
mastacembelus_armatus ENSMAMG00000012419
anabas_testudineus ENSATEG00000004726
seriola_lalandi_dorsalis ENSSLDG00000017753
seriola_dumerili ENSSDUG00000002287
amphiprion_percula ENSAPEG00000022471
amphiprion_ocellaris ENSAOCG00000019281
acanthochromis_polyacanthus ENSAPOG00000018451
periophthalmus_magnuspinnatus ENSPMGG00000018370
ciona_savignyi ENSCSAVG00000000363
