xenopus_tropicalis ENSXETG00000017817
mus_pahari MGP_PahariEiJ_G0031897
rattus_norvegicus ENSRNOG00000022391
nannospalax_galili ENSNGAG00000015585
jaculus_jaculus ENSJJAG00000010450
dipodomys_ordii ENSDORG00000012010
oryctolagus_cuniculus ENSOCUG00000023926
microcebus_murinus ENSMICG00000005033
microcebus_murinus ENSMICG00000029900
propithecus_coquereli ENSPCOG00000028562
prolemur_simus ENSPSMG00000001003
otolemur_garnettii ENSOGAG00000027906
carlito_syrichta ENSTSYG00000004456
pan_troglodytes ENSPTRG00000022069
pan_paniscus ENSPPAG00000038129
gorilla_gorilla ENSGGOG00000006110
homo_sapiens ENSG00000147180
pongo_abelii ENSPPYG00000020518
nomascus_leucogenys ENSNLEG00000002656
rhinopithecus_bieti ENSRBIG00000005016
rhinopithecus_roxellana ENSRROG00000037320
piliocolobus_tephrosceles ENSPTEG00000011615
colobus_angolensis_palliatus ENSCANG00000035716
papio_anubis ENSPANG00000019448
theropithecus_gelada ENSTGEG00000026097
cercocebus_atys ENSCATG00000008131
macaca_nemestrina ENSMNEG00000018317
macaca_mulatta ENSMMUG00000013603
macaca_fascicularis ENSMFAG00000037179
mandrillus_leucophaeus ENSMLEG00000032773
chlorocebus_sabaeus ENSCSAG00000010527
cebus_capucinus ENSCCAG00000025288
saimiri_boliviensis_boliviensis ENSSBOG00000030572
callithrix_jacchus ENSCJAG00000010311
aotus_nancymaae ENSANAG00000027967
tupaia_belangeri ENSTBEG00000001565
pteropus_vampyrus ENSPVAG00000007719
myotis_lucifugus ENSMLUG00000009270
capra_hircus ENSCHIG00000011383
ovis_aries ENSOARG00000002246
bos_mutus ENSBMUG00000001796
bos_taurus ENSBTAG00000002668
sus_scrofa ENSSSCG00000021601
tursiops_truncatus ENSTTRG00000004970
vicugna_pacos ENSVPAG00000010160
canis_lupus_dingo ENSCAFG00020008733
canis_lupus_familiaris ENSCAFG00000017397
vulpes_vulpes ENSVVUG00000011419
ursus_americanus ENSUAMG00000017600
ursus_maritimus ENSUMAG00000023873
ailuropoda_melanoleuca ENSAMEG00000013076
neovison_vison ENSNVIG00000024561
mustela_putorius_furo ENSMPUG00000001939
panthera_pardus ENSPPRG00000024066
panthera_tigris_altaica ENSPTIG00000001791
felis_catus ENSFCAG00000013317
equus_caballus ENSECAG00000040261
equus_caballus ENSECAG00000036460
equus_caballus ENSECAG00000012161
equus_caballus ENSECAG00000038322
equus_asinus_asinus ENSEASG00005011115
sorex_araneus ENSSARG00000011739
erinaceus_europaeus ENSEEUG00000004240
dasypus_novemcinctus ENSDNOG00000031961
loxodonta_africana ENSLAFG00000008864
echinops_telfairi ENSETEG00000001042
castor_canadensis ENSCCNG00000006530
ornithorhynchus_anatinus ENSOANG00000002691
marmota_marmota_marmota ENSMMMG00000011100
latimeria_chalumnae ENSLACG00000002458
paramormyrops_kingsleyae ENSPKIG00000013756
scleropages_formosus ENSSFOG00015010753
scleropages_formosus ENSSFOG00015004064
paramormyrops_kingsleyae ENSPKIG00000014501
xiphophorus_maculatus ENSXMAG00000022564
xiphophorus_couchianus ENSXCOG00000008669
gambusia_affinis ENSGAFG00000003088
poecilia_latipinna ENSPLAG00000009246
poecilia_formosa ENSPFOG00000012567
poecilia_mexicana ENSPMEG00000024376
poecilia_reticulata ENSPREG00000007328
cyprinodon_variegatus ENSCVAG00000021425
fundulus_heteroclitus ENSFHEG00000009751
kryptolebias_marmoratus ENSKMAG00000007092
oryzias_latipes ENSORLG00020009696
oryzias_latipes ENSORLG00000006241
oryzias_latipes_asm223469v1 ENSORLG00015003923
oryzias_melastigma ENSOMEG00000007929
cynoglossus_semilaevis ENSCSEG00000014613
takifugu_rubripes ENSTRUG00000019723
tetraodon_nigroviridis ENSTNIG00000008966
mola_mola ENSMMOG00000004462
labrus_bergylta ENSLBEG00000026111
mastacembelus_armatus ENSMAMG00000009511
monopterus_albus ENSMALG00000007995
anabas_testudineus ENSATEG00000004795
amphiprion_percula ENSAPEG00000014738
amphiprion_ocellaris ENSAOCG00000022565
acanthochromis_polyacanthus ENSAPOG00000007726
stegastes_partitus ENSSPAG00000013393
astatotilapia_calliptera ENSACLG00000005105
pundamilia_nyererei ENSPNYG00000000241
maylandia_zebra ENSMZEG00005011309
haplochromis_burtoni ENSHBUG00000001685
neolamprologus_brichardi ENSNBRG00000013550
oreochromis_niloticus ENSONIG00000017856
amphilophus_citrinellus ENSACIG00000007188
seriola_dumerili ENSSDUG00000007222
seriola_lalandi_dorsalis ENSSLDG00000008965
scophthalmus_maximus ENSSMAG00000006184
gasterosteus_aculeatus ENSGACG00000018264
periophthalmus_magnuspinnatus ENSPMGG00000019988
hippocampus_comes ENSHCOG00000000083
gadus_morhua ENSGMOG00000006134
esox_lucius ENSELUG00000004639
esox_lucius ENSELUG00000001466
pygocentrus_nattereri ENSPNAG00000028747
astyanax_mexicanus ENSAMXG00000013838
ictalurus_punctatus ENSIPUG00000015037
danio_rerio ENSDARG00000071868
lepisosteus_oculatus ENSLOCG00000014891
