lepisosteus_oculatus ENSLOCG00000001205
astyanax_mexicanus ENSAMXG00005021021
pygocentrus_nattereri ENSPNAG00000021234
ictalurus_punctatus ENSIPUG00000009491
electrophorus_electricus ENSEEEG00000023465
danio_rerio ENSDARG00000010946
hucho_hucho ENSHHUG00000005163
hucho_hucho ENSHHUG00000052440
esox_lucius ENSELUG00000019057
lates_calcarifer ENSLCAG00010023223
cynoglossus_semilaevis ENSCSEG00000003180
seriola_lalandi ENSSLDG00000019504
seriola_dumerili ENSSDUG00000005300
cyprinodon_variegatus ENSCVAG00000008158
cyprinodon_variegatus ENSCVAG00000016110
fundulus_heteroclitus ENSFHEG00000017594
xiphophorus_maculatus ENSXMAG00000012095
gambusia_affinis ENSGAFG00000021288
poecilia_formosa ENSPFOG00000013621
poecilia_latipinna ENSPLAG00000019586
poecilia_latipinna ENSPLAG00000012644
poecilia_mexicana ENSPMEG00000007803
poecilia_formosa ENSPFOG00000000847
poecilia_mexicana ENSPMEG00000010313
poecilia_reticulata ENSPREG00000022693
kryptolebias_marmoratus ENSKMAG00000022076
oryzias_latipes ENSORLG00000008831
oryzias_latipes ENSORLG00015021606
oryzias_latipes ENSORLG00020022495
oryzias_melastigma ENSOMEG00000019567
haplochromis_burtoni ENSHBUG00000022863
pundamilia_nyererei ENSPNYG00000019246
maylandia_zebra ENSMZEG00005022331
maylandia_zebra ENSMZEG00005022339
pundamilia_nyererei ENSPNYG00000019591
astatotilapia_calliptera ENSACLG00000003555
haplochromis_burtoni ENSHBUG00000022794
neolamprologus_brichardi ENSNBRG00000006358
neolamprologus_brichardi ENSNBRG00000006207
amphilophus_citrinellus ENSACIG00000022872
amphiprion_percula ENSAPEG00000001206
amphiprion_ocellaris ENSAOCG00000016011
acanthochromis_polyacanthus ENSAPOG00000002330
stegastes_partitus ENSSPAG00000005641
parambassis_ranga ENSPRNG00000024505
anabas_testudineus ENSATEG00000010853
betta_splendens ENSBSLG00000021146
mastacembelus_armatus ENSMAMG00000015542
takifugu_rubripes ENSTRUG00000010260
tetraodon_nigroviridis ENSTNIG00000013915
mola_mola ENSMMOG00000019927
larimichthys_crocea ENSLCRG00005015406
periophthalmus_magnuspinnatus ENSPMGG00000011469
gopherus_agassizii ENSGAGG00000007931
chelonoidis_abingdonii ENSCABG00000010879
chrysemys_picta ENSCPBG00000012958
pelodiscus_sinensis ENSPSIG00000018147
crocodylus_porosus ENSCPRG00005016418
pogona_vitticeps ENSPVIG00000020020
anolis_carolinensis ENSACAG00000017832
notechis_scutatus ENSNSUG00000007469
salvator_merianae ENSSMRG00000022912
sphenodon_punctatus ENSSPUG00000017675
meleagris_gallopavo ENSMGAG00000014586
gallus_gallus ENSGALG00000016196
coturnix_japonica ENSCJPG00005008721
numida_meleagris ENSNMEG00000013067
anser_brachyrhynchus ENSABRG00000015037
anas_platyrhynchos ENSAPLG00000009685
calidris_pygmaea ENSCPGG00000010275
calidris_pugnax ENSCPUG00000012246
melopsittacus_undulatus ENSMUNG00000009099
lepidothrix_coronata ENSLCOG00000002277
manacus_vitellinus ENSMVIG00005006812
cyanistes_caeruleus ENSCCEG00000017166
parus_major ENSPMJG00000010712
ficedula_albicollis ENSFALG00000001994
taeniopygia_guttata ENSTGUG00000005790
lonchura_striata ENSLSDG00000015709
serinus_canaria ENSSCAG00000011177
zonotrichia_albicollis ENSZALG00000002450
junco_hyemalis ENSJHYG00000013623
taeniopygia_guttata ENSTGUG00000016501
apteryx_rowi ENSARWG00000017777
apteryx_haastii ENSAHAG00000002172
apteryx_owenii ENSAOWG00000014464
dromaius_novaehollandiae ENSDNVG00000006475
nothoprocta_perdicaria ENSNPEG00000009516
phascolarctos_cinereus ENSPCIG00000028095
vombatus_ursinus ENSVURG00010023271
notamacropus_eugenii ENSMEUG00000008020
sarcophilus_harrisii ENSSHAG00000017100
monodelphis_domestica ENSMODG00000021028
loxodonta_africana ENSLAFG00000009950
echinops_telfairi ENSETEG00000011117
procavia_capensis ENSPCAG00000009661
pan_troglodytes ENSPTRG00000013951
pan_paniscus ENSPPAG00000042865
homo_sapiens ENSG00000160200
homo_sapiens ENSG00000274276
gorilla_gorilla ENSGGOG00000010251
pongo_abelii ENSPPYG00000011462
pongo_abelii ENSPPYG00000011542
pan_troglodytes ENSPTRG00000049777
nomascus_leucogenys ENSNLEG00000029685
piliocolobus_tephrosceles ENSPTEG00000013631
colobus_angolensis ENSCANG00000035851
rhinopithecus_bieti ENSRBIG00000027159
rhinopithecus_roxellana ENSRROG00000019033
papio_anubis ENSPANG00000023974
theropithecus_gelada ENSTGEG00000020502
chlorocebus_sabaeus ENSCSAG00000008036
macaca_fascicularis ENSMFAG00000038794
macaca_mulatta ENSMMUG00000009289
macaca_nemestrina ENSMNEG00000039488
cercocebus_atys ENSCATG00000037956
mandrillus_leucophaeus ENSMLEG00000041980
saimiri_boliviensis ENSSBOG00000022215
cebus_capucinus ENSCCAG00000032722
callithrix_jacchus ENSCJAG00000015824
aotus_nancymaae ENSANAG00000032848
carlito_syrichta ENSTSYG00000028377
carlito_syrichta ENSTSYG00000035923
prolemur_simus ENSPSMG00000019632
propithecus_coquereli ENSPCOG00000018453
microcebus_murinus ENSMICG00000041663
otolemur_garnettii ENSOGAG00000016500
bos_indicus ENSBIXG00000005751
bos_indicus ENSBIXG00005020947
bos_taurus ENSBTAG00000000160
bos_mutus ENSBMUG00000012649
bison_bison ENSBBBG00000014597
ovis_aries ENSOARG00000011128
capra_hircus ENSCHIG00000010679
tursiops_truncatus ENSTTRG00000009936
sus_scrofa ENSSSCG00000040779
ursus_americanus ENSUAMG00000009491
ursus_maritimus ENSUMAG00000025527
ailuropoda_melanoleuca ENSAMEG00000001765
neovison_vison ENSNVIG00000006101
mustela_putorius ENSMPUG00000009689
canis_lupus ENSCAFG00020018761
canis_lupus ENSCAFG00020019843
canis_lupus ENSCAFG00020018802
canis_lupus ENSCAFG00000010539
vulpes_vulpes ENSVVUG00000017132
panthera_pardus ENSPPRG00000009520
panthera_tigris ENSPTIG00000007912
felis_catus ENSFCAG00000003969
pteropus_vampyrus ENSPVAG00000011244
myotis_lucifugus ENSMLUG00000011885
equus_caballus ENSECAG00000022794
equus_caballus ENSECAG00000021749
castor_canadensis ENSCCNG00000020928
dipodomys_ordii ENSDORG00000000208
ictidomys_tridecemlineatus ENSSTOG00000024905
urocitellus_parryii ENSUPAG00010003327
spermophilus_dauricus ENSSDAG00000020765
marmota_marmota ENSMMMG00000011087
cricetulus_griseus ENSCGRG00015022691
cricetulus_griseus ENSCGRG00001021569
cricetulus_griseus ENSCGRG00000016748
mesocricetus_auratus ENSMAUG00000020960
peromyscus_maniculatus ENSPEMG00000021739
microtus_ochrogaster ENSMOCG00000010781
mus_spretus MGP_SPRETEiJ_G0022285
mus_musculus ENSMUSG00000024039
mus_spicilegus ENSMSIG00000011935
mus_caroli MGP_CAROLIEiJ_G0021371
mus_pahari MGP_PahariEiJ_G0023690
rattus_norvegicus ENSRNOG00000029528
meriones_unguiculatus ENSMUGG00000007916
nannospalax_galili ENSNGAG00000011354
jaculus_jaculus ENSJJAG00000019675
chinchilla_lanigera ENSCLAG00000012158
octodon_degus ENSODEG00000012996
cavia_porcellus ENSCPOG00000007817
cavia_aperea ENSCAPG00000017688
heterocephalus_glaber ENSHGLG00100002876
heterocephalus_glaber ENSHGLG00000015848
fukomys_damarensis ENSFDAG00000011189
oryctolagus_cuniculus ENSOCUG00000017653
ochotona_princeps ENSOPRG00000004931
dasypus_novemcinctus ENSDNOG00000015383
ornithorhynchus_anatinus ENSOANG00000006462
taeniopygia_guttata ENSTGUG00000005782
lonchura_striata ENSLSDG00000015706
zonotrichia_albicollis ENSZALG00000002404
junco_hyemalis ENSJHYG00000013711
serinus_canaria ENSSCAG00000011125
parus_major ENSPMJG00000010711
cyanistes_caeruleus ENSCCEG00000017167
lepidothrix_coronata ENSLCOG00000002269
manacus_vitellinus ENSMVIG00005006806
melopsittacus_undulatus ENSMUNG00000009098
calidris_pygmaea ENSCPGG00000010309
calidris_pugnax ENSCPUG00000012248
gallus_gallus ENSGALG00000019175
coturnix_japonica ENSCJPG00005008715
numida_meleagris ENSNMEG00000012998
anser_brachyrhynchus ENSABRG00000015041
anas_platyrhynchos ENSAPLG00000029470
ficedula_albicollis ENSFALG00000001986
apteryx_haastii ENSAHAG00000002128
apteryx_rowi ENSARWG00000017780
apteryx_owenii ENSAOWG00000014335
dromaius_novaehollandiae ENSDNVG00000006220
nothoprocta_perdicaria ENSNPEG00000009506
crocodylus_porosus ENSCPRG00005016414
gopherus_agassizii ENSGAGG00000007926
chelonoidis_abingdonii ENSCABG00000010877
chrysemys_picta ENSCPBG00000012954
pelodiscus_sinensis ENSPSIG00000018134
anolis_carolinensis ENSACAG00000002605
pogona_vitticeps ENSPVIG00000020026
notechis_scutatus ENSNSUG00000007464
salvator_merianae ENSSMRG00000022913
latimeria_chalumnae ENSLACG00000006960
callorhinchus_milii ENSCMIG00000007564
eptatretus_burgeri ENSEBUG00000014110
ciona_intestinalis ENSCING00000005398
ciona_savignyi ENSCSAVG00000003156
drosophila_melanogaster FBgn0031148
caenorhabditis_elegans WBGene00018783
caenorhabditis_elegans WBGene00013866
saccharomyces_cerevisiae YGR155W
