esox_lucius ENSELUG00000010125
peromyscus_maniculatus_bairdii ENSPEMG00000018853
microtus_ochrogaster ENSMOCG00000010049
mus_musculus ENSMUSG00000025139
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031820
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030710
mus_spicilegus ENSMSIG00000001733
mus_pahari MGP_PahariEiJ_G0013909
rattus_norvegicus ENSRNOG00000019861
meriones_unguiculatus ENSMUGG00000025130
nannospalax_galili ENSNGAG00000019136
jaculus_jaculus ENSJJAG00000012608
urocitellus_parryii ENSUPAG00010010222
ictidomys_tridecemlineatus ENSSTOG00000014382
jaculus_jaculus ENSJJAG00000011847
nannospalax_galili ENSNGAG00000000107
dipodomys_ordii ENSDORG00000026526
marmota_marmota_marmota ENSMMMG00000005161
heterocephalus_glaber_female ENSHGLG00000005662
heterocephalus_glaber_male ENSHGLG00100012606
fukomys_damarensis ENSFDAG00000011925
cavia_aperea ENSCAPG00000011694
cavia_porcellus ENSCPOG00000037801
chinchilla_lanigera ENSCLAG00000001459
octodon_degus ENSODEG00000015586
bison_bison_bison ENSBBBG00000012806
ovis_aries ENSOARG00000001025
dasypus_novemcinctus ENSDNOG00000037247
loxodonta_africana ENSLAFG00000016888
neovison_vison ENSNVIG00000006851
mustela_putorius_furo ENSMPUG00000006351
ailuropoda_melanoleuca ENSAMEG00000001919
vulpes_vulpes ENSVVUG00000002119
canis_lupus_dingo ENSCAFG00020017534
panthera_tigris_altaica ENSPTIG00000013753
panthera_pardus ENSPPRG00000017137
felis_catus ENSFCAG00000003095
equus_asinus_asinus ENSEASG00005015243
equus_caballus ENSECAG00000019235
bos_taurus ENSBTAG00000008237
bos_mutus ENSBMUG00000004988
capra_hircus ENSCHIG00000012594
tursiops_truncatus ENSTTRG00000016827
sus_scrofa ENSSSCG00000033033
sorex_araneus ENSSARG00000012751
oryctolagus_cuniculus ENSOCUG00000023171
spermophilus_dauricus ENSSDAG00000014350
homo_sapiens ENSG00000078902
gorilla_gorilla ENSGGOG00000012352
pan_troglodytes ENSPTRG00000043986
pan_paniscus ENSPPAG00000029661
pongo_abelii ENSPPYG00000002898
nomascus_leucogenys ENSNLEG00000013139
macaca_fascicularis ENSMFAG00000031200
macaca_nemestrina ENSMNEG00000034515
cercocebus_atys ENSCATG00000031539
theropithecus_gelada ENSTGEG00000025000
papio_anubis ENSPANG00000006962
chlorocebus_sabaeus ENSCSAG00000009953
macaca_mulatta ENSMMUG00000003104
mandrillus_leucophaeus ENSMLEG00000032017
colobus_angolensis_palliatus ENSCANG00000033042
rhinopithecus_bieti ENSRBIG00000034665
rhinopithecus_roxellana ENSRROG00000040869
piliocolobus_tephrosceles ENSPTEG00000017656
cebus_capucinus ENSCCAG00000021840
saimiri_boliviensis_boliviensis ENSSBOG00000029928
aotus_nancymaae ENSANAG00000024532
carlito_syrichta ENSTSYG00000035331
propithecus_coquereli ENSPCOG00000026571
microcebus_murinus ENSMICG00000017219
prolemur_simus ENSPSMG00000006811
otolemur_garnettii ENSOGAG00000000520
pteropus_vampyrus ENSPVAG00000009373
procavia_capensis ENSPCAG00000003230
tupaia_belangeri ENSTBEG00000015871
callithrix_jacchus ENSCJAG00000011937
ochotona_princeps ENSOPRG00000007586
canis_lupus_familiaris ENSCAFG00000009960
ursus_americanus ENSUAMG00000012106
echinops_telfairi ENSETEG00000004044
ovis_aries ENSOARG00000017708
ursus_maritimus ENSUMAG00000005976
castor_canadensis ENSCCNG00000022087
ornithorhynchus_anatinus ENSOANG00000028637
neolamprologus_brichardi ENSNBRG00000000912
ciona_savignyi ENSCSAVG00000003749
ciona_intestinalis ENSCING00000022720
caenorhabditis_elegans_strain_n2 WBGene00006578
saccharomyces_cerevisiae YOR042W
saccharomyces_cerevisiae YDR273W
