esox_lucius ENSELUG00000022953
cercocebus_atys ENSCATG00000027304
chlorocebus_sabaeus ENSCSAG00000011733
macaca_mulatta ENSMMUG00000003430
saimiri_boliviensis_boliviensis ENSSBOG00000026017
callithrix_jacchus ENSCJAG00000021179
cebus_capucinus ENSCCAG00000021359
aotus_nancymaae ENSANAG00000028132
heterocephalus_glaber_female ENSHGLG00000018804
heterocephalus_glaber_male ENSHGLG00100005090
meriones_unguiculatus ENSMUGG00000002806
carlito_syrichta ENSTSYG00000032717
equus_asinus_asinus ENSEASG00005017167
ovis_aries ENSOARG00000017414
myotis_lucifugus ENSMLUG00000024923
ursus_americanus ENSUAMG00000019570
ursus_americanus ENSUAMG00000019568
loxodonta_africana ENSLAFG00000027929
loxodonta_africana ENSLAFG00000031771
oryctolagus_cuniculus ENSOCUG00000023869
dipodomys_ordii ENSDORG00000003632
carlito_syrichta ENSTSYG00000000661
panthera_tigris_altaica ENSPTIG00000015224
felis_catus ENSFCAG00000000637
ailuropoda_melanoleuca ENSAMEG00000015277
equus_caballus ENSECAG00000007573
bos_taurus ENSBTAG00000046178
bison_bison_bison ENSBBBG00000011557
sus_scrofa ENSSSCG00000015423
vicugna_pacos ENSVPAG00000008919
equus_asinus_asinus ENSEASG00005017165
canis_lupus_familiaris ENSCAFG00000004235
octodon_degus ENSODEG00000008033
heterocephalus_glaber_male ENSHGLG00100002661
cavia_aperea ENSCAPG00000017705
cavia_porcellus ENSCPOG00000008112
gorilla_gorilla ENSGGOG00000004459
neovison_vison ENSNVIG00000022341
mustela_putorius_furo ENSMPUG00000018269
canis_lupus_dingo ENSCAFG00020022677
panthera_pardus ENSPPRG00000012798
sorex_araneus ENSSARG00000008684
jaculus_jaculus ENSJJAG00000012128
echinops_telfairi ENSETEG00000005725
myotis_lucifugus ENSMLUG00000008823
pteropus_vampyrus ENSPVAG00000011360
ovis_aries ENSOARG00000019029
capra_hircus ENSCHIG00000021376
bos_mutus ENSBMUG00000010629
bos_taurus ENSBTAG00000003784
bison_bison_bison ENSBBBG00000012905
tursiops_truncatus ENSTTRG00000010700
heterocephalus_glaber_female ENSHGLG00000015196
heterocephalus_glaber_male ENSHGLG00100010153
heterocephalus_glaber_male ENSHGLG00100010537
heterocephalus_glaber_female ENSHGLG00000016270
fukomys_damarensis ENSFDAG00000006527
chinchilla_lanigera ENSCLAG00000008434
spermophilus_dauricus ENSSDAG00000010132
ictidomys_tridecemlineatus ENSSTOG00000005180
marmota_marmota_marmota ENSMMMG00000017106
oryctolagus_cuniculus ENSOCUG00000010208
dasypus_novemcinctus ENSDNOG00000002705
vulpes_vulpes ENSVVUG00000014695
ursus_maritimus ENSUMAG00000013821
castor_canadensis ENSCCNG00000000324
choloepus_hoffmanni ENSCHOG00000001730
procavia_capensis ENSPCAG00000016141
cricetulus_griseus_crigri-picr ENSCGRG00015009043
cricetulus_griseus_chok1gshd ENSCGRG00001003350
cricetulus_griseus_crigri ENSCGRG00000016501
mesocricetus_auratus ENSMAUG00000003928
microtus_ochrogaster ENSMOCG00000021529
peromyscus_maniculatus_bairdii ENSPEMG00000022818
mus_musculus ENSMUSG00000029014
mus_spicilegus ENSMSIG00000023328
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027987
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026992
mus_pahari MGP_PahariEiJ_G0021763
rattus_norvegicus ENSRNOG00000012392
ornithorhynchus_anatinus ENSOANG00000015052
xenopus_tropicalis ENSXETG00000023108
latimeria_chalumnae ENSLACG00000001103
eptatretus_burgeri ENSEBUG00000009150
ciona_savignyi ENSCSAVG00000011059
ciona_intestinalis ENSCING00000003953
saccharomyces_cerevisiae YGR285C
