cavia_aperea ENSCAPG00000007402
dromaius_novaehollandiae ENSDNVG00000001313
crocodylus_porosus ENSCPRG00005008612
gopherus_agassizii ENSGAGG00000015450
chrysemys_picta ENSCPBG00000023278
pelodiscus_sinensis ENSPSIG00000002304
anolis_carolinensis ENSACAG00000004565
anolis_carolinensis ENSACAG00000024656
pogona_vitticeps ENSPVIG00000013120
salvator_merianae ENSSMRG00000010082
nothoprocta_perdicaria ENSNPEG00000002460
lonchura_striata ENSLSDG00000010541
xenopus_tropicalis ENSXETG00000010267
hucho_hucho ENSHHUG00000010677
latimeria_chalumnae ENSLACG00000007608
latimeria_chalumnae ENSLACG00000002374
callorhinchus_milii ENSCMIG00000006315
callorhinchus_milii ENSCMIG00000010442
callorhinchus_milii ENSCMIG00000010444
hucho_hucho ENSHHUG00000018862
astyanax_mexicanus ENSAMXG00000000187
astyanax_mexicanus ENSAMXG00005014528
pygocentrus_nattereri ENSPNAG00000021206
electrophorus_electricus ENSEEEG00000010276
ictalurus_punctatus ENSIPUG00000010172
danio_rerio ENSDARG00000104558
danio_rerio ENSDARG00000004176
clupea_harengus ENSCHAG00000016058
esox_lucius ENSELUG00000004686
cottoperca_gobio ENSCGOG00000007941
gasterosteus_aculeatus ENSGACG00000006021
larimichthys_crocea ENSLCRG00005020871
monopterus_albus ENSMALG00000020591
mastacembelus_armatus ENSMAMG00000024073
anabas_testudineus ENSATEG00000024390
betta_splendens ENSBSLG00000026344
seriola_dumerili ENSSDUG00000012201
lates_calcarifer ENSLCAG00010016998
xiphophorus_maculatus ENSXMAG00000008725
gambusia_affinis ENSGAFG00000000138
poecilia_formosa ENSPFOG00000018590
poecilia_latipinna ENSPLAG00000015648
poecilia_mexicana ENSPMEG00000003661
poecilia_reticulata ENSPREG00000013207
fundulus_heteroclitus ENSFHEG00000016662
oryzias_latipes ENSORLG00000005866
oryzias_latipes ENSORLG00015004103
oryzias_latipes ENSORLG00020019732
oryzias_melastigma ENSOMEG00000016613
oreochromis_niloticus ENSONIG00000007230
amphiprion_percula ENSAPEG00000017781
stegastes_partitus ENSSPAG00000011640
acanthochromis_polyacanthus ENSAPOG00000010540
gadus_morhua ENSGMOG00000013435
denticeps_clupeoides ENSDCDG00000001432
scleropages_formosus ENSSFOG00015001754
paramormyrops_kingsleyae ENSPKIG00000011800
lepisosteus_oculatus ENSLOCG00000001346
erpetoichthys_calabaricus ENSECRG00000017046
petromyzon_marinus ENSPMAG00000007678
