gadus_morhua ENSGMOG00000011588
heterocephalus_glaber ENSHGLG00000012685
heterocephalus_glaber ENSHGLG00100016166
fukomys_damarensis ENSFDAG00000017262
ictidomys_tridecemlineatus ENSSTOG00000014377
urocitellus_parryii ENSUPAG00010017302
marmota_marmota ENSMMMG00000003807
spermophilus_dauricus ENSSDAG00000017182
ochotona_princeps ENSOPRG00000005748
oryctolagus_cuniculus ENSOCUG00000003663
tupaia_belangeri ENSTBEG00000014800
bos_taurus ENSBTAG00000015441
bos_mutus ENSBMUG00000012503
bison_bison ENSBBBG00000019783
capra_hircus ENSCHIG00000009143
ovis_aries ENSOARG00000012108
tursiops_truncatus ENSTTRG00000007186
sus_scrofa ENSSSCG00000008294
vicugna_pacos ENSVPAG00000001103
equus_asinus ENSEASG00005013823
myotis_lucifugus ENSMLUG00000000582
neovison_vison ENSNVIG00000001614
mustela_putorius ENSMPUG00000007760
erinaceus_europaeus ENSEEUG00000002832
sorex_araneus ENSSARG00000012435
pteropus_vampyrus ENSPVAG00000007293
ursus_maritimus ENSUMAG00000000842
ursus_americanus ENSUAMG00000018552
ailuropoda_melanoleuca ENSAMEG00000017382
neovison_vison ENSNVIG00000001643
canis_lupus ENSCAFG00020013771
vulpes_vulpes ENSVVUG00000004752
canis_lupus ENSCAFG00000008747
equus_caballus ENSECAG00000018853
panthera_tigris ENSPTIG00000008364
panthera_pardus ENSPPRG00000008672
felis_catus ENSFCAG00000012098
echinops_telfairi ENSETEG00000006715
procavia_capensis ENSPCAG00000015606
loxodonta_africana ENSLAFG00000012628
choloepus_hoffmanni ENSCHOG00000012179
dasypus_novemcinctus ENSDNOG00000040869
ficedula_albicollis ENSFALG00000000275
parus_major ENSPMJG00000015791
lepidothrix_coronata ENSLCOG00000002203
calidris_pygmaea ENSCPGG00000015798
apteryx_owenii ENSAOWG00000015196
junco_hyemalis ENSJHYG00000000016
nothoprocta_perdicaria ENSNPEG00000009270
notechis_scutatus ENSNSUG00000003489
takifugu_rubripes ENSTRUG00000024627
hippocampus_comes ENSHCOG00000004807
astyanax_mexicanus ENSAMXG00005004884
monodelphis_domestica ENSMODG00000049095
peromyscus_maniculatus ENSPEMG00000015513
phascolarctos_cinereus ENSPCIG00000023588
vombatus_ursinus ENSVURG00010023717
notamacropus_eugenii ENSMEUG00000005463
sarcophilus_harrisii ENSSHAG00000004358
monodelphis_domestica ENSMODG00000010521
latimeria_chalumnae ENSLACG00000003988
paramormyrops_kingsleyae ENSPKIG00000024994
scleropages_formosus ENSSFOG00015007668
clupea_harengus ENSCHAG00000005505
scleropages_formosus ENSSFOG00015012125
lepisosteus_oculatus ENSLOCG00000006057
choloepus_hoffmanni ENSCHOG00000000759
dasypus_novemcinctus ENSDNOG00000006719
procavia_capensis ENSPCAG00000006986
echinops_telfairi ENSETEG00000016017
loxodonta_africana ENSLAFG00000000910
bos_indicus ENSBIXG00000013515
bos_indicus ENSBIXG00005023710
bos_taurus ENSBTAG00000014614
bos_mutus ENSBMUG00000016646
bison_bison ENSBBBG00000012469
capra_hircus ENSCHIG00000017779
ovis_aries ENSOARG00000014814
tursiops_truncatus ENSTTRG00000004075
vicugna_pacos ENSVPAG00000005629
sus_scrofa ENSSSCG00000010447
mustela_putorius ENSMPUG00000006517
neovison_vison ENSNVIG00000024367
canis_lupus ENSCAFG00020026066
canis_lupus ENSCAFG00000015708
vulpes_vulpes ENSVVUG00000022768
ursus_maritimus ENSUMAG00000012394
ursus_americanus ENSUAMG00000014351
ailuropoda_melanoleuca ENSAMEG00000000907
panthera_pardus ENSPPRG00000013881
panthera_tigris ENSPTIG00000004846
felis_catus ENSFCAG00000007186
equus_asinus ENSEASG00005011763
equus_caballus ENSECAG00000015145
pteropus_vampyrus ENSPVAG00000004486
myotis_lucifugus ENSMLUG00000015509
sorex_araneus ENSSARG00000005778
erinaceus_europaeus ENSEEUG00000015162
cercocebus_atys ENSCATG00000037752
theropithecus_gelada ENSTGEG00000007125
chlorocebus_sabaeus ENSCSAG00000006787
macaca_mulatta ENSMMUG00000009341
piliocolobus_tephrosceles ENSPTEG00000037372
homo_sapiens ENSG00000107796
pongo_abelii ENSPPYG00000002459
rhinopithecus_roxellana ENSRROG00000034027
rhinopithecus_bieti ENSRBIG00000041162
macaca_fascicularis ENSMFAG00000000205
nomascus_leucogenys ENSNLEG00000012233
saimiri_boliviensis ENSSBOG00000021976
cebus_capucinus ENSCCAG00000035129
mandrillus_leucophaeus ENSMLEG00000035943
papio_anubis ENSPANG00000021748
macaca_nemestrina ENSMNEG00000031257
colobus_angolensis ENSCANG00000027808
pan_paniscus ENSPPAG00000041922
pan_troglodytes ENSPTRG00000048353
gorilla_gorilla ENSGGOG00000013421
aotus_nancymaae ENSANAG00000025886
callithrix_jacchus ENSCJAG00000005576
carlito_syrichta ENSTSYG00000008155
microcebus_murinus ENSMICG00000006543
prolemur_simus ENSPSMG00000002693
propithecus_coquereli ENSPCOG00000004723
oryctolagus_cuniculus ENSOCUG00000008193
ochotona_princeps ENSOPRG00000015041
mus_spretus MGP_SPRETEiJ_G0023808
mus_musculus ENSMUSG00000035783
mus_spicilegus ENSMSIG00000005474
mus_caroli MGP_CAROLIEiJ_G0022888
mus_pahari MGP_PahariEiJ_G0014383
rattus_norvegicus ENSRNOG00000058039
meriones_unguiculatus ENSMUGG00000014106
peromyscus_maniculatus ENSPEMG00000000128
microtus_ochrogaster ENSMOCG00000022350
cricetulus_griseus ENSCGRG00001010722
cricetulus_griseus ENSCGRG00015020946
cricetulus_griseus ENSCGRG00000011767
mesocricetus_auratus ENSMAUG00000007124
nannospalax_galili ENSNGAG00000019417
jaculus_jaculus ENSJJAG00000012960
castor_canadensis ENSCCNG00000011029
dipodomys_ordii ENSDORG00000012677
urocitellus_parryii ENSUPAG00010000762
ictidomys_tridecemlineatus ENSSTOG00000015573
spermophilus_dauricus ENSSDAG00000017000
marmota_marmota ENSMMMG00000018299
heterocephalus_glaber ENSHGLG00000002950
heterocephalus_glaber ENSHGLG00100003248
fukomys_damarensis ENSFDAG00000014772
octodon_degus ENSODEG00000005541
cavia_porcellus ENSCPOG00000032916
cavia_aperea ENSCAPG00000017116
chinchilla_lanigera ENSCLAG00000011268
otolemur_garnettii ENSOGAG00000028125
tupaia_belangeri ENSTBEG00000017616
vombatus_ursinus ENSVURG00010024427
phascolarctos_cinereus ENSPCIG00000029954
notamacropus_eugenii ENSMEUG00000010843
sarcophilus_harrisii ENSSHAG00000000685
ornithorhynchus_anatinus ENSOANG00000000460
manacus_vitellinus ENSMVIG00005017229
lepidothrix_coronata ENSLCOG00000006646
parus_major ENSPMJG00000016056
cyanistes_caeruleus ENSCCEG00000017426
zonotrichia_albicollis ENSZALG00000012875
junco_hyemalis ENSJHYG00000018125
lonchura_striata ENSLSDG00000016747
serinus_canaria ENSSCAG00000017084
ficedula_albicollis ENSFALG00000007659
calidris_pugnax ENSCPUG00000007304
calidris_pygmaea ENSCPGG00000017910
melopsittacus_undulatus ENSMUNG00000006185
meleagris_gallopavo ENSMGAG00000008313
coturnix_japonica ENSCJPG00005018905
gallus_gallus ENSGALG00000006343
numida_meleagris ENSNMEG00000000314
anser_brachyrhynchus ENSABRG00000012041
anas_platyrhynchos ENSAPLG00000002915
apteryx_owenii ENSAOWG00000006261
apteryx_rowi ENSARWG00000013265
apteryx_haastii ENSAHAG00000004456
dromaius_novaehollandiae ENSDNVG00000006514
nothoprocta_perdicaria ENSNPEG00000013292
crocodylus_porosus ENSCPRG00005017787
gopherus_agassizii ENSGAGG00000021051
chelonoidis_abingdonii ENSCABG00000018336
chrysemys_picta ENSCPBG00000026499
pelodiscus_sinensis ENSPSIG00000006143
anolis_carolinensis ENSACAG00000000475
pogona_vitticeps ENSPVIG00000002091
notechis_scutatus ENSNSUG00000018555
salvator_merianae ENSSMRG00000013394
sphenodon_punctatus ENSSPUG00000019169
xenopus_tropicalis ENSXETG00000016356
sphenodon_punctatus ENSSPUG00000010916
monodelphis_domestica ENSMODG00000007394
latimeria_chalumnae ENSLACG00000004532
callorhinchus_milii ENSCMIG00000018932
mola_mola ENSMMOG00000009242
gasterosteus_aculeatus ENSGACG00000000303
cyprinodon_variegatus ENSCVAG00000019023
seriola_dumerili ENSSDUG00000014813
amphiprion_ocellaris ENSAOCG00000023767
amphiprion_percula ENSAPEG00000009482
acanthochromis_polyacanthus ENSAPOG00000023522
periophthalmus_magnuspinnatus ENSPMGG00000021713
petromyzon_marinus ENSPMAG00000009269
eptatretus_burgeri ENSEBUG00000001816
