chrysemys_picta ENSCPBG00000010432
aotus_nancymaae ENSANAG00000035360
saimiri_boliviensis ENSSBOG00000026479
oryctolagus_cuniculus ENSOCUG00000001646
ochotona_princeps ENSOPRG00000007563
tursiops_truncatus ENSTTRG00000004789
sus_scrofa ENSSSCG00000033982
vicugna_pacos ENSVPAG00000008115
equus_caballus ENSECAG00000007913
equus_asinus ENSEASG00005016916
urocitellus_parryii ENSUPAG00010014731
spermophilus_dauricus ENSSDAG00000000578
marmota_marmota ENSMMMG00000011584
ictidomys_tridecemlineatus ENSSTOG00000000762
dipodomys_ordii ENSDORG00000001823
myotis_lucifugus ENSMLUG00000017520
otolemur_garnettii ENSOGAG00000000072
loxodonta_africana ENSLAFG00000029790
castor_canadensis ENSCCNG00000020673
sarcophilus_harrisii ENSSHAG00000001394
monodelphis_domestica ENSMODG00000005024
vombatus_ursinus ENSVURG00010001216
phascolarctos_cinereus ENSPCIG00000019205
notamacropus_eugenii ENSMEUG00000009341
ursus_maritimus ENSUMAG00000012160
choloepus_hoffmanni ENSCHOG00000006438
canis_lupus ENSCAFG00000013810
cricetulus_griseus ENSCGRG00015009127
ornithorhynchus_anatinus ENSOANG00000029581
piliocolobus_tephrosceles ENSPTEG00000024911
xenopus_tropicalis ENSXETG00000007680
denticeps_clupeoides ENSDCDG00000035126
clupea_harengus ENSCHAG00000003213
astyanax_mexicanus ENSAMXG00000031036
astyanax_mexicanus ENSAMXG00000041703
astyanax_mexicanus ENSAMXG00005015034
pygocentrus_nattereri ENSPNAG00000013955
ictalurus_punctatus ENSIPUG00000022195
electrophorus_electricus ENSEEEG00000011094
danio_rerio ENSDARG00000054574
hucho_hucho ENSHHUG00000018228
scleropages_formosus ENSSFOG00015017266
paramormyrops_kingsleyae ENSPKIG00000005317
lepisosteus_oculatus ENSLOCG00000013646
erpetoichthys_calabaricus ENSECRG00000009655
serinus_canaria ENSSCAG00000001313
eptatretus_burgeri ENSEBUG00000010374
eptatretus_burgeri ENSEBUG00000014516
petromyzon_marinus ENSPMAG00000003962
tetraodon_nigroviridis ENSTNIG00000002131
tetraodon_nigroviridis ENSTNIG00000004500
tetraodon_nigroviridis ENSTNIG00000019748
takifugu_rubripes ENSTRUG00000000543
mola_mola ENSMMOG00000011134
fundulus_heteroclitus ENSFHEG00000019883
cyprinodon_variegatus ENSCVAG00000015256
poecilia_mexicana ENSPMEG00000001534
poecilia_latipinna ENSPLAG00000004508
poecilia_formosa ENSPFOG00000016547
xiphophorus_maculatus ENSXMAG00000002079
gambusia_affinis ENSGAFG00000020386
kryptolebias_marmoratus ENSKMAG00000008419
oryzias_latipes ENSORLG00000019190
oryzias_latipes ENSORLG00015001946
oryzias_melastigma ENSOMEG00000006922
amphiprion_percula ENSAPEG00000020072
amphiprion_ocellaris ENSAOCG00000009163
acanthochromis_polyacanthus ENSAPOG00000016816
stegastes_partitus ENSSPAG00000007793
parambassis_ranga ENSPRNG00000023770
larimichthys_crocea ENSLCRG00005009939
scophthalmus_maximus ENSSMAG00000015460
cynoglossus_semilaevis ENSCSEG00000000948
seriola_dumerili ENSSDUG00000002526
seriola_lalandi ENSSLDG00000018803
mastacembelus_armatus ENSMAMG00000010696
monopterus_albus ENSMALG00000005526
betta_splendens ENSBSLG00000001261
lates_calcarifer ENSLCAG00010007403
lates_calcarifer ENSLCAG00010015315
labrus_bergylta ENSLBEG00000007239
maylandia_zebra ENSMZEG00005003278
pundamilia_nyererei ENSPNYG00000024072
astatotilapia_calliptera ENSACLG00000013738
haplochromis_burtoni ENSHBUG00000017745
oreochromis_niloticus ENSONIG00000008482
neolamprologus_brichardi ENSNBRG00000020846
oreochromis_niloticus ENSONIG00000008345
anabas_testudineus ENSATEG00000003604
anabas_testudineus ENSATEG00000016655
hippocampus_comes ENSHCOG00000014301
periophthalmus_magnuspinnatus ENSPMGG00000014149
gouania_willdenowi ENSGWIG00000003997
hucho_hucho ENSHHUG00000038381
hucho_hucho ENSHHUG00000008027
esox_lucius ENSELUG00000015302
ciona_savignyi ENSCSAVG00000007215
ciona_intestinalis ENSCING00000021691
drosophila_melanogaster FBgn0031668
caenorhabditis_elegans WBGene00016992
saccharomyces_cerevisiae YML041C
