fundulus_heteroclitus ENSFHEG00000019826
monodelphis_domestica ENSMODG00000007078
sarcophilus_harrisii ENSSHAG00000004052
ornithorhynchus_anatinus ENSOANG00000007687
salvator_merianae ENSSMRG00000014938
taeniopygia_guttata ENSTGUG00000008572
ficedula_albicollis ENSFALG00000000784
cyanistes_caeruleus ENSCCEG00000008958
serinus_canaria ENSSCAG00000005185
zonotrichia_albicollis ENSZALG00000017085
coturnix_japonica ENSCJPG00005006391
numida_meleagris ENSNMEG00000010617
melopsittacus_undulatus ENSMUNG00000014370
apteryx_owenii ENSAOWG00000015825
nothoprocta_perdicaria ENSNPEG00000006804
chelonoidis_abingdonii ENSCABG00000004610
chrysemys_picta_bellii ENSCPBG00000017607
pelodiscus_sinensis ENSPSIG00000011895
notechis_scutatus ENSNSUG00000018197
rhinopithecus_bieti ENSRBIG00000019960
rhinopithecus_roxellana ENSRROG00000041356
piliocolobus_tephrosceles ENSPTEG00000013725
pan_paniscus ENSPPAG00000043780
cricetulus_griseus_chok1gshd ENSCGRG00001004537
cricetulus_griseus_chok1gshd ENSCGRG00001015179
microtus_ochrogaster ENSMOCG00000016742
nannospalax_galili ENSNGAG00000021918
microtus_ochrogaster ENSMOCG00000013225
mesocricetus_auratus ENSMAUG00000013985
octodon_degus ENSODEG00000014382
homo_sapiens ENSG00000110700
aotus_nancymaae ENSANAG00000026703
heterocephalus_glaber_male ENSHGLG00100000521
chinchilla_lanigera ENSCLAG00000017194
gorilla_gorilla ENSGGOG00000007450
rattus_norvegicus ENSRNOG00000048698
ovis_aries ENSOARG00000010091
capra_hircus ENSCHIG00000026828
ovis_aries ENSOARG00000003281
sus_scrofa ENSSSCG00000032345
panthera_pardus ENSPPRG00000006929
felis_catus ENSFCAG00000024804
myotis_lucifugus ENSMLUG00000024960
heterocephalus_glaber_female ENSHGLG00000013099
heterocephalus_glaber_male ENSHGLG00100009880
heterocephalus_glaber_female ENSHGLG00000005664
heterocephalus_glaber_male ENSHGLG00100016628
chinchilla_lanigera ENSCLAG00000017436
nannospalax_galili ENSNGAG00000020506
nannospalax_galili ENSNGAG00000011864
cricetulus_griseus_crigri ENSCGRG00000008340
cricetulus_griseus_chok1gshd ENSCGRG00001007444
ictidomys_tridecemlineatus ENSSTOG00000032362
vulpes_vulpes ENSVVUG00000023064
macaca_fascicularis ENSMFAG00000031871
macaca_mulatta ENSMMUG00000030324
microtus_ochrogaster ENSMOCG00000006770
microtus_ochrogaster ENSMOCG00000009777
mustela_putorius_furo ENSMPUG00000013316
oryctolagus_cuniculus ENSOCUG00000005536
dasypus_novemcinctus ENSDNOG00000032535
macaca_fascicularis ENSMFAG00000036526
macaca_mulatta ENSMMUG00000032402
mandrillus_leucophaeus ENSMLEG00000038639
piliocolobus_tephrosceles ENSPTEG00000010759
rhinopithecus_roxellana ENSRROG00000045081
theropithecus_gelada ENSTGEG00000014185
bos_mutus ENSBMUG00000008393
bos_taurus ENSBTAG00000051548
bison_bison_bison ENSBBBG00000004373
capra_hircus ENSCHIG00000015210
cricetulus_griseus_chok1gshd ENSCGRG00001008296
pan_troglodytes ENSPTRG00000003397
pan_paniscus ENSPPAG00000044087
nomascus_leucogenys ENSNLEG00000035285
cricetulus_griseus_crigri ENSCGRG00000013824
cricetulus_griseus_chok1gshd ENSCGRG00001012396
dasypus_novemcinctus ENSDNOG00000035340
phascolarctos_cinereus ENSPCIG00000018429
ovis_aries ENSOARG00000001079
capra_hircus ENSCHIG00000010764
microtus_ochrogaster ENSMOCG00000002897
bos_taurus ENSBTAG00000037925
bison_bison_bison ENSBBBG00000020420
panthera_pardus ENSPPRG00000005104
equus_caballus ENSECAG00000014928
cricetulus_griseus_crigri ENSCGRG00000007450
ursus_maritimus ENSUMAG00000023470
ursus_americanus ENSUAMG00000015957
vicugna_pacos ENSVPAG00000001463
sphenodon_punctatus ENSSPUG00000007431
meleagris_gallopavo ENSMGAG00000006867
manacus_vitellinus ENSMVIG00005011142
junco_hyemalis ENSJHYG00000001710
parus_major ENSPMJG00000008585
anser_brachyrhynchus ENSABRG00000014031
anas_platyrhynchos_platyrhynchos ENSAPLG00000011983
gopherus_agassizii ENSGAGG00000013712
castor_canadensis ENSCCNG00000023062
octodon_degus ENSODEG00000019422
cricetulus_griseus_chok1gshd ENSCGRG00001014781
cricetulus_griseus_crigri ENSCGRG00000004980
microtus_ochrogaster ENSMOCG00000019112
mus_spicilegus ENSMSIG00000005419
mus_musculus ENSMUSG00000090862
mus_pahari MGP_PahariEiJ_G0013567
marmota_marmota_marmota ENSMMMG00000003997
ochotona_princeps ENSOPRG00000000162
rhinopithecus_bieti ENSRBIG00000028294
piliocolobus_tephrosceles ENSPTEG00000001962
macaca_nemestrina ENSMNEG00000043614
mandrillus_leucophaeus ENSMLEG00000035302
pan_troglodytes ENSPTRG00000044626
cebus_capucinus ENSCCAG00000022959
microcebus_murinus ENSMICG00000031241
tupaia_belangeri ENSTBEG00000007717
felis_catus ENSFCAG00000042979
lepidothrix_coronata ENSLCOG00000015324
lonchura_striata_domestica ENSLSDG00000004845
gallus_gallus ENSGALG00000006096
apteryx_haastii ENSAHAG00000006540
apteryx_rowi ENSARWG00000009240
ovis_aries ENSOARG00000004920
capra_hircus ENSCHIG00000023276
bison_bison_bison ENSBBBG00000003602
sus_scrofa ENSSSCG00000013381
equus_asinus_asinus ENSEASG00005006041
urocitellus_parryii ENSUPAG00010006654
cricetulus_griseus_crigri-picr ENSCGRG00015010354
macaca_fascicularis ENSMFAG00000032124
piliocolobus_tephrosceles ENSPTEG00000014049
pan_paniscus ENSPPAG00000039874
callithrix_jacchus ENSCJAG00000009564
otolemur_garnettii ENSOGAG00000002128
propithecus_coquereli ENSPCOG00000024432
saimiri_boliviensis_boliviensis ENSSBOG00000031967
pongo_abelii ENSPPYG00000003456
ictidomys_tridecemlineatus ENSSTOG00000008996
rattus_norvegicus ENSRNOG00000028021
neovison_vison ENSNVIG00000020246
tursiops_truncatus ENSTTRG00000016321
cercocebus_atys ENSCATG00000044705
carlito_syrichta ENSTSYG00000013114
bos_mutus ENSBMUG00000018750
panthera_tigris_altaica ENSPTIG00000021592
papio_anubis ENSPANG00000033142
prolemur_simus ENSPSMG00000008669
fukomys_damarensis ENSFDAG00000005067
loxodonta_africana ENSLAFG00000026881
dasypus_novemcinctus ENSDNOG00000038925
dromaius_novaehollandiae ENSDNVG00000006277
octodon_degus ENSODEG00000020086
calidris_pygmaea ENSCPGG00000003145
spermophilus_dauricus ENSSDAG00000004908
spermophilus_dauricus ENSSDAG00000004884
meriones_unguiculatus ENSMUGG00000021197
peromyscus_maniculatus_bairdii ENSPEMG00000004910
macaca_fascicularis ENSMFAG00000034277
carlito_syrichta ENSTSYG00000027850
saimiri_boliviensis_boliviensis ENSSBOG00000026914
microcebus_murinus ENSMICG00000028980
meriones_unguiculatus ENSMUGG00000020296
cricetulus_griseus_crigri-picr ENSCGRG00015008510
panthera_pardus ENSPPRG00000016154
sus_scrofa ENSSSCG00000028308
bos_mutus ENSBMUG00000011048
bison_bison_bison ENSBBBG00000013111
bison_bison_bison ENSBBBG00000015445
colobus_angolensis_palliatus ENSCANG00000040544
piliocolobus_tephrosceles ENSPTEG00000006808
callithrix_jacchus ENSCJAG00000041854
gorilla_gorilla ENSGGOG00000038008
colobus_angolensis_palliatus ENSCANG00000029830
rhinopithecus_roxellana ENSRROG00000000388
aotus_nancymaae ENSANAG00000020722
colobus_angolensis_palliatus ENSCANG00000034314
papio_anubis ENSPANG00000030775
cebus_capucinus ENSCCAG00000013724
carlito_syrichta ENSTSYG00000031341
microcebus_murinus ENSMICG00000047790
cercocebus_atys ENSCATG00000030945
cebus_capucinus ENSCCAG00000034587
microcebus_murinus ENSMICG00000046197
marmota_marmota_marmota ENSMMMG00000011344
peromyscus_maniculatus_bairdii ENSPEMG00000029261
octodon_degus ENSODEG00000013281
pan_troglodytes ENSPTRG00000051948
gorilla_gorilla ENSGGOG00000039792
peromyscus_maniculatus_bairdii ENSPEMG00000025900
aotus_nancymaae ENSANAG00000026759
felis_catus ENSFCAG00000034313
panthera_pardus ENSPPRG00000024823
vulpes_vulpes ENSVVUG00000024098
bos_mutus ENSBMUG00000020345
canis_lupus_dingo ENSCAFG00020017408
phascolarctos_cinereus ENSPCIG00000010367
crocodylus_porosus ENSCPRG00005000894
callithrix_jacchus ENSCJAG00000040263
aotus_nancymaae ENSANAG00000036937
colobus_angolensis_palliatus ENSCANG00000026834
neovison_vison ENSNVIG00000004652
canis_lupus_dingo ENSCAFG00020008093
equus_asinus_asinus ENSEASG00005009882
equus_caballus ENSECAG00000034044
colobus_angolensis_palliatus ENSCANG00000030440
cebus_capucinus ENSCCAG00000023780
prolemur_simus ENSPSMG00000014520
castor_canadensis ENSCCNG00000024751
saimiri_boliviensis_boliviensis ENSSBOG00000025628
saimiri_boliviensis_boliviensis ENSSBOG00000022618
aotus_nancymaae ENSANAG00000021096
octodon_degus ENSODEG00000009111
pan_paniscus ENSPPAG00000034401
pan_troglodytes ENSPTRG00000043753
piliocolobus_tephrosceles ENSPTEG00000035258
propithecus_coquereli ENSPCOG00000024602
mus_spicilegus ENSMSIG00000021271
mus_spicilegus ENSMSIG00000017363
peromyscus_maniculatus_bairdii ENSPEMG00000013389
bos_mutus ENSBMUG00000005429
bos_taurus ENSBTAG00000048733
bison_bison_bison ENSBBBG00000001068
ursus_americanus ENSUAMG00000026340
phascolarctos_cinereus ENSPCIG00000020409
latimeria_chalumnae ENSLACG00000017012
petromyzon_marinus ENSPMAG00000001957
carlito_syrichta ENSTSYG00000033552
carlito_syrichta ENSTSYG00000033537
cercocebus_atys ENSCATG00000041201
macaca_nemestrina ENSMNEG00000031166
rhinopithecus_bieti ENSRBIG00000021165
macaca_nemestrina ENSMNEG00000039930
macaca_nemestrina ENSMNEG00000032920
macaca_mulatta ENSMMUG00000030947
papio_anubis ENSPANG00000032958
colobus_angolensis_palliatus ENSCANG00000028391
nomascus_leucogenys ENSNLEG00000012076
papio_anubis ENSPANG00000002728
nomascus_leucogenys ENSNLEG00000032854
gorilla_gorilla ENSGGOG00000042830
nomascus_leucogenys ENSNLEG00000032166
saimiri_boliviensis_boliviensis ENSSBOG00000035159
microcebus_murinus ENSMICG00000003716
nannospalax_galili ENSNGAG00000017845
nannospalax_galili ENSNGAG00000020126
bison_bison_bison ENSBBBG00000001866
sus_scrofa ENSSSCG00000035990
piliocolobus_tephrosceles ENSPTEG00000032147
xenopus_tropicalis ENSXETG00000026454
eptatretus_burgeri ENSEBUG00000009266
latimeria_chalumnae ENSLACG00000009755
scleropages_formosus ENSSFOG00015015170
poecilia_formosa ENSPFOG00000017379
poecilia_reticulata ENSPREG00000004718
poecilia_latipinna ENSPLAG00000017624
oryzias_latipes_asm223469v1 ENSORLG00015016928
acanthochromis_polyacanthus ENSAPOG00000011420
maylandia_zebra ENSMZEG00005012076
pundamilia_nyererei ENSPNYG00000010866
neolamprologus_brichardi ENSNBRG00000015738
scophthalmus_maximus ENSSMAG00000019296
stegastes_partitus ENSSPAG00000021104
cyprinodon_variegatus ENSCVAG00000014949
seriola_dumerili ENSSDUG00000001148
poecilia_mexicana ENSPMEG00000015411
kryptolebias_marmoratus ENSKMAG00000005963
oryzias_latipes ENSORLG00000001289
oryzias_latipes ENSORLG00020002773
oryzias_melastigma ENSOMEG00000003476
amphilophus_citrinellus ENSACIG00000024123
gambusia_affinis ENSGAFG00000006288
amphiprion_ocellaris ENSAOCG00000004688
astatotilapia_calliptera ENSACLG00000022765
periophthalmus_magnuspinnatus ENSPMGG00000021573
anabas_testudineus ENSATEG00000000336
amphiprion_percula ENSAPEG00000010993
haplochromis_burtoni ENSHBUG00000009000
xiphophorus_maculatus ENSXMAG00000012360
mastacembelus_armatus ENSMAMG00000023002
monopterus_albus ENSMALG00000011491
takifugu_rubripes ENSTRUG00000014967
tetraodon_nigroviridis ENSTNIG00000003101
labrus_bergylta ENSLBEG00000003582
seriola_lalandi_dorsalis ENSSLDG00000003767
cynoglossus_semilaevis ENSCSEG00000000978
hippocampus_comes ENSHCOG00000017397
pygocentrus_nattereri ENSPNAG00000015511
gasterosteus_aculeatus ENSGACG00000006703
esox_lucius ENSELUG00000003617
esox_lucius ENSELUG00000009369
gadus_morhua ENSGMOG00000010471
danio_rerio ENSDARG00000036298
astyanax_mexicanus ENSAMXG00000035883
paramormyrops_kingsleyae ENSPKIG00000023950
ictalurus_punctatus ENSIPUG00000004636
latimeria_chalumnae ENSLACG00000017174
scleropages_formosus ENSSFOG00015012346
paramormyrops_kingsleyae ENSPKIG00000015485
ciona_intestinalis ENSCING00000018058
ciona_savignyi ENSCSAVG00000004583
drosophila_melanogaster FBgn0010265
caenorhabditis_elegans_strain_n2 WBGene00004482
seriola_lalandi_dorsalis ENSSLDG00000006221
piliocolobus_tephrosceles ENSPTEG00000029417
saccharomyces_cerevisiae YDR064W
