tetraodon_nigroviridis ENSTNIG00000012700
calidris_pygmaea ENSCPGG00000015628
anser_brachyrhynchus ENSABRG00000004262
anas_platyrhynchos_platyrhynchos ENSAPLG00000003083
coturnix_japonica ENSCJPG00005017667
gallus_gallus ENSGALG00000015379
meleagris_gallopavo ENSMGAG00000014399
numida_meleagris ENSNMEG00000010220
apteryx_haastii ENSAHAG00000000286
apteryx_owenii ENSAOWG00000014938
apteryx_rowi ENSARWG00000011365
dromaius_novaehollandiae ENSDNVG00000009392
nothoprocta_perdicaria ENSNPEG00000008664
crocodylus_porosus ENSCPRG00005009785
chrysemys_picta_bellii ENSCPBG00000005436
chelonoidis_abingdonii ENSCABG00000014888
pelodiscus_sinensis ENSPSIG00000017397
anolis_carolinensis ENSACAG00000015148
pogona_vitticeps ENSPVIG00000010574
notechis_scutatus ENSNSUG00000016059
salvator_merianae ENSSMRG00000003182
sphenodon_punctatus ENSSPUG00000001532
loxodonta_africana ENSLAFG00000010885
procavia_capensis ENSPCAG00000011470
echinops_telfairi ENSETEG00000011627
choloepus_hoffmanni ENSCHOG00000010110
dasypus_novemcinctus ENSDNOG00000046524
castor_canadensis ENSCCNG00000003896
dipodomys_ordii ENSDORG00000026495
microtus_ochrogaster ENSMOCG00000013467
peromyscus_maniculatus_bairdii ENSPEMG00000024963
cricetulus_griseus_crigri-picr ENSCGRG00015014556
cricetulus_griseus_crigri ENSCGRG00000016891
cricetulus_griseus_chok1gshd ENSCGRG00001018008
mesocricetus_auratus ENSMAUG00000004829
mus_spicilegus ENSMSIG00000023130
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021683
mus_musculus ENSMUSG00000022658
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020784
mus_pahari MGP_PahariEiJ_G0016483
rattus_norvegicus ENSRNOG00000002151
rattus_norvegicus ENSRNOG00000059539
meriones_unguiculatus ENSMUGG00000000536
nannospalax_galili ENSNGAG00000018450
marmota_marmota_marmota ENSMMMG00000011628
spermophilus_dauricus ENSSDAG00000004133
ictidomys_tridecemlineatus ENSSTOG00000001300
urocitellus_parryii ENSUPAG00010019325
heterocephalus_glaber_male ENSHGLG00100002610
heterocephalus_glaber_female ENSHGLG00000011857
fukomys_damarensis ENSFDAG00000015294
octodon_degus ENSODEG00000011777
chinchilla_lanigera ENSCLAG00000009302
cavia_porcellus ENSCPOG00000034544
cavia_aperea ENSCAPG00000017798
jaculus_jaculus ENSJJAG00000011231
homo_sapiens ENSG00000144834
pongo_abelii ENSPPYG00000013555
nomascus_leucogenys ENSNLEG00000029148
mandrillus_leucophaeus ENSMLEG00000003842
theropithecus_gelada ENSTGEG00000001893
macaca_fascicularis ENSMFAG00000001611
macaca_nemestrina ENSMNEG00000045169
chlorocebus_sabaeus ENSCSAG00000006572
cercocebus_atys ENSCATG00000033140
papio_anubis ENSPANG00000016218
colobus_angolensis_palliatus ENSCANG00000001716
piliocolobus_tephrosceles ENSPTEG00000024457
rhinopithecus_bieti ENSRBIG00000029163
rhinopithecus_roxellana ENSRROG00000035265
pan_paniscus ENSPPAG00000039173
pan_troglodytes ENSPTRG00000015211
gorilla_gorilla ENSGGOG00000016373
macaca_mulatta ENSMMUG00000000697
cebus_capucinus ENSCCAG00000035204
saimiri_boliviensis_boliviensis ENSSBOG00000029984
callithrix_jacchus ENSCJAG00000020237
aotus_nancymaae ENSANAG00000028060
carlito_syrichta ENSTSYG00000005610
propithecus_coquereli ENSPCOG00000020261
microcebus_murinus ENSMICG00000048931
prolemur_simus ENSPSMG00000014032
otolemur_garnettii ENSOGAG00000008904
tupaia_belangeri ENSTBEG00000005939
ursus_maritimus ENSUMAG00000004715
ursus_americanus ENSUAMG00000000330
ailuropoda_melanoleuca ENSAMEG00000018148
neovison_vison ENSNVIG00000014953
mustela_putorius_furo ENSMPUG00000000391
canis_lupus_familiaris ENSCAFG00000010378
canis_lupus_dingo ENSCAFG00020007481
vulpes_vulpes ENSVVUG00000021954
panthera_tigris_altaica ENSPTIG00000009192
panthera_pardus ENSPPRG00000008870
felis_catus ENSFCAG00000025925
pteropus_vampyrus ENSPVAG00000015455
sorex_araneus ENSSARG00000006824
bos_mutus ENSBMUG00000012312
bos_taurus ENSBTAG00000004599
bison_bison_bison ENSBBBG00000013999
capra_hircus ENSCHIG00000001419
ovis_aries ENSOARG00000019233
sus_scrofa ENSSSCG00000037190
tursiops_truncatus ENSTTRG00000016359
equus_caballus ENSECAG00000009793
equus_asinus_asinus ENSEASG00005011377
myotis_lucifugus ENSMLUG00000003147
oryctolagus_cuniculus ENSOCUG00000003970
ochotona_princeps ENSOPRG00000009527
erinaceus_europaeus ENSEEUG00000002011
ornithorhynchus_anatinus ENSOANG00000007208
