gasterosteus_aculeatus ENSGACG00000015707
rhinopithecus_roxellana ENSRROG00000032655
rhinopithecus_bieti ENSRBIG00000018221
piliocolobus_tephrosceles ENSPTEG00000014772
macaca_fascicularis ENSMFAG00000030204
macaca_nemestrina ENSMNEG00000029474
macaca_mulatta ENSMMUG00000018100
papio_anubis ENSPANG00000012117
mandrillus_leucophaeus ENSMLEG00000042342
cercocebus_atys ENSCATG00000039471
theropithecus_gelada ENSTGEG00000016236
cebus_capucinus ENSCCAG00000024576
saimiri_boliviensis ENSSBOG00000034016
callithrix_jacchus ENSCJAG00000015704
aotus_nancymaae ENSANAG00000020041
oryctolagus_cuniculus ENSOCUG00000001525
ochotona_princeps ENSOPRG00000000227
loxodonta_africana ENSLAFG00000006430
procavia_capensis ENSPCAG00000016588
echinops_telfairi ENSETEG00000010920
dasypus_novemcinctus ENSDNOG00000040308
dasypus_novemcinctus ENSDNOG00000033220
bos_mutus ENSBMUG00000004540
bos_taurus ENSBTAG00000016963
bison_bison ENSBBBG00000003025
ovis_aries ENSOARG00000006371
capra_hircus ENSCHIG00000024306
tursiops_truncatus ENSTTRG00000006507
sus_scrofa ENSSSCG00000016943
vicugna_pacos ENSVPAG00000008645
pteropus_vampyrus ENSPVAG00000002881
myotis_lucifugus ENSMLUG00000003570
ailuropoda_melanoleuca ENSAMEG00000011127
canis_lupus ENSCAFG00000007352
mustela_putorius ENSMPUG00000014776
neovison_vison ENSNVIG00000007498
panthera_pardus ENSPPRG00000016113
panthera_tigris ENSPTIG00000013433
felis_catus ENSFCAG00000039772
canis_lupus ENSCAFG00020022699
equus_asinus ENSEASG00005006899
tupaia_belangeri ENSTBEG00000007419
heterocephalus_glaber ENSHGLG00100014534
ursus_americanus ENSUAMG00000009733
carlito_syrichta ENSTSYG00000007454
choloepus_hoffmanni ENSCHOG00000011826
phascolarctos_cinereus ENSPCIG00000029757
notamacropus_eugenii ENSMEUG00000007144
sarcophilus_harrisii ENSSHAG00000008971
monodelphis_domestica ENSMODG00000019642
ornithorhynchus_anatinus ENSOANG00000004726
ictalurus_punctatus ENSIPUG00000019829
ictalurus_punctatus ENSIPUG00000019844
ictalurus_punctatus ENSIPUG00000019835
lonchura_striata ENSLSDG00000017298
lonchura_striata ENSLSDG00000017296
taeniopygia_guttata ENSTGUG00000002799
serinus_canaria ENSSCAG00000010939
zonotrichia_albicollis ENSZALG00000013390
ficedula_albicollis ENSFALG00000009742
cyanistes_caeruleus ENSCCEG00000016436
parus_major ENSPMJG00000016106
lepidothrix_coronata ENSLCOG00000008487
manacus_vitellinus ENSMVIG00005016006
calidris_pygmaea ENSCPGG00000009100
calidris_pugnax ENSCPUG00000014907
gallus_gallus ENSGALG00000014751
coturnix_japonica ENSCJPG00005010931
numida_meleagris ENSNMEG00000007308
apteryx_haastii ENSAHAG00000000431
apteryx_rowi ENSARWG00000011192
nothoprocta_perdicaria ENSNPEG00000016107
anser_brachyrhynchus ENSABRG00000023007
anas_platyrhynchos ENSAPLG00000009190
cyanistes_caeruleus ENSCCEG00000015910
calidris_pygmaea ENSCPGG00000018216
meriones_unguiculatus ENSMUGG00000013876
mesocricetus_auratus ENSMAUG00000016328
heterocephalus_glaber ENSHGLG00100001969
chlorocebus_sabaeus ENSCSAG00000015963
chlorocebus_sabaeus ENSCSAG00000015957
colobus_angolensis ENSCANG00000037649
carlito_syrichta ENSTSYG00000031161
vulpes_vulpes ENSVVUG00000005585
vulpes_vulpes ENSVVUG00000005607
ursus_maritimus ENSUMAG00000008752
ornithorhynchus_anatinus ENSOANG00000021839
crocodylus_porosus ENSCPRG00005017192
melopsittacus_undulatus ENSMUNG00000013339
melopsittacus_undulatus ENSMUNG00000013337
calidris_pygmaea ENSCPGG00000017676
junco_hyemalis ENSJHYG00000000460
apteryx_owenii ENSAOWG00000011907
apteryx_owenii ENSAOWG00000011889
dromaius_novaehollandiae ENSDNVG00000015650
dromaius_novaehollandiae ENSDNVG00000015643
chelonoidis_abingdonii ENSCABG00000018783
equus_caballus ENSECAG00000029347
equus_caballus ENSECAG00000021974
meriones_unguiculatus ENSMUGG00000012904
meleagris_gallopavo ENSMGAG00000017309
astatotilapia_calliptera ENSACLG00000025480
astatotilapia_calliptera ENSACLG00000025574
astatotilapia_calliptera ENSACLG00000025619
stegastes_partitus ENSSPAG00000021321
mastacembelus_armatus ENSMAMG00000004760
pogona_vitticeps ENSPVIG00000011536
pogona_vitticeps ENSPVIG00000011537
anolis_carolinensis ENSACAG00000015670
anolis_carolinensis ENSACAG00000027734
notechis_scutatus ENSNSUG00000003266
salvator_merianae ENSSMRG00000019925
sphenodon_punctatus ENSSPUG00000016333
chelonoidis_abingdonii ENSCABG00000005315
gopherus_agassizii ENSGAGG00000012402
chrysemys_picta ENSCPBG00000026837
pelodiscus_sinensis ENSPSIG00000008138
xenopus_tropicalis ENSXETG00000000457
eptatretus_burgeri ENSEBUG00000004954
latimeria_chalumnae ENSLACG00000011185
ciona_savignyi ENSCSAVG00000004345
ciona_intestinalis ENSCING00000007274
