denticeps_clupeoides ENSDCDG00000000939
macaca_mulatta ENSMMUG00000012890
macaca_nemestrina ENSMNEG00000034220
cercocebus_atys ENSCATG00000041951
chlorocebus_sabaeus ENSCSAG00000002208
piliocolobus_tephrosceles ENSPTEG00000030723
colobus_angolensis ENSCANG00000042840
rhinopithecus_roxellana ENSRROG00000045732
rhinopithecus_bieti ENSRBIG00000039729
cebus_capucinus ENSCCAG00000035064
saimiri_boliviensis ENSSBOG00000033138
callithrix_jacchus ENSCJAG00000018273
aotus_nancymaae ENSANAG00000033239
carlito_syrichta ENSTSYG00000027164
prolemur_simus ENSPSMG00000013022
microcebus_murinus ENSMICG00000017412
propithecus_coquereli ENSPCOG00000024297
otolemur_garnettii ENSOGAG00000030109
chinchilla_lanigera ENSCLAG00000004980
octodon_degus ENSODEG00000008260
cavia_porcellus ENSCPOG00000001834
heterocephalus_glaber ENSHGLG00000005752
heterocephalus_glaber ENSHGLG00100016098
fukomys_damarensis ENSFDAG00000010672
cavia_aperea ENSCAPG00000013733
dipodomys_ordii ENSDORG00000000295
urocitellus_parryii ENSUPAG00010000513
ictidomys_tridecemlineatus ENSSTOG00000006241
marmota_marmota ENSMMMG00000005400
mus_spicilegus ENSMSIG00000000028
mus_spretus MGP_SPRETEiJ_G0018377
mus_musculus ENSMUSG00000025138
mus_caroli MGP_CAROLIEiJ_G0017533
mus_pahari MGP_PahariEiJ_G0018660
rattus_norvegicus ENSRNOG00000036683
meriones_unguiculatus ENSMUGG00000001024
peromyscus_maniculatus ENSPEMG00000017472
microtus_ochrogaster ENSMOCG00000019340
cricetulus_griseus ENSCGRG00001002007
cricetulus_griseus ENSCGRG00000018328
cricetulus_griseus ENSCGRG00015025048
mesocricetus_auratus ENSMAUG00000018180
nannospalax_galili ENSNGAG00000021943
jaculus_jaculus ENSJJAG00000017749
castor_canadensis ENSCCNG00000009806
ovis_aries ENSOARG00000017788
capra_hircus ENSCHIG00000016745
bos_indicus ENSBIXG00000014618
bos_indicus ENSBIXG00005015367
bos_taurus ENSBTAG00000000039
bos_mutus ENSBMUG00000026362
bison_bison ENSBBBG00000003465
tursiops_truncatus ENSTTRG00000012279
vicugna_pacos ENSVPAG00000008510
sus_scrofa ENSSSCG00000034695
equus_caballus ENSECAG00000019344
equus_asinus ENSEASG00005005837
myotis_lucifugus ENSMLUG00000010150
pteropus_vampyrus ENSPVAG00000017872
ursus_maritimus ENSUMAG00000016402
ursus_americanus ENSUAMG00000016922
ailuropoda_melanoleuca ENSAMEG00000017425
neovison_vison ENSNVIG00000016664
canis_lupus ENSCAFG00020009936
vulpes_vulpes ENSVVUG00000000353
panthera_pardus ENSPPRG00000023633
panthera_tigris ENSPTIG00000012630
felis_catus ENSFCAG00000007807
loxodonta_africana ENSLAFG00000032323
procavia_capensis ENSPCAG00000013934
echinops_telfairi ENSETEG00000008342
dasypus_novemcinctus ENSDNOG00000033372
xenopus_tropicalis ENSXETG00000006496
eptatretus_burgeri ENSEBUG00000000643
ciona_intestinalis ENSCING00000022308
drosophila_melanogaster FBgn0039631
