equus_caballus ENSECAG00000020012
myotis_lucifugus ENSMLUG00000005123
sarcophilus_harrisii ENSSHAG00000002196
gopherus_agassizii ENSGAGG00000024234
chelonoidis_abingdonii ENSCABG00000002700
chrysemys_picta_bellii ENSCPBG00000026514
pelodiscus_sinensis ENSPSIG00000013105
calidris_pugnax ENSCPUG00000016906
calidris_pygmaea ENSCPGG00000007734
melopsittacus_undulatus ENSMUNG00000005874
lepidothrix_coronata ENSLCOG00000009944
manacus_vitellinus ENSMVIG00005005565
lepidothrix_coronata ENSLCOG00000009945
parus_major ENSPMJG00000010281
cyanistes_caeruleus ENSCCEG00000008448
ficedula_albicollis ENSFALG00000004048
lonchura_striata_domestica ENSLSDG00000004780
taeniopygia_guttata ENSTGUG00000004540
zonotrichia_albicollis ENSZALG00000016299
junco_hyemalis ENSJHYG00000017398
serinus_canaria ENSSCAG00000012000
anas_platyrhynchos_platyrhynchos ENSAPLG00000003455
anser_brachyrhynchus ENSABRG00000022668
gallus_gallus ENSGALG00000043363
coturnix_japonica ENSCJPG00005016092
meleagris_gallopavo ENSMGAG00000008690
numida_meleagris ENSNMEG00000021077
apteryx_haastii ENSAHAG00000010374
apteryx_owenii ENSAOWG00000007147
apteryx_rowi ENSARWG00000005948
dromaius_novaehollandiae ENSDNVG00000001331
nothoprocta_perdicaria ENSNPEG00000009384
sphenodon_punctatus ENSSPUG00000019128
pogona_vitticeps ENSPVIG00000000166
anolis_carolinensis ENSACAG00000016451
notechis_scutatus ENSNSUG00000003998
salvator_merianae ENSSMRG00000006474
scleropages_formosus ENSSFOG00015016967
paramormyrops_kingsleyae ENSPKIG00000009614
lepisosteus_oculatus ENSLOCG00000007921
takifugu_rubripes ENSTRUG00000016359
tetraodon_nigroviridis ENSTNIG00000012842
cynoglossus_semilaevis ENSCSEG00000012566
amphilophus_citrinellus ENSACIG00000000626
pundamilia_nyererei ENSPNYG00000018075
mastacembelus_armatus ENSMAMG00000008730
mastacembelus_armatus ENSMAMG00000008746
monopterus_albus ENSMALG00000002827
anabas_testudineus ENSATEG00000014853
seriola_dumerili ENSSDUG00000003136
seriola_lalandi_dorsalis ENSSLDG00000021571
scophthalmus_maximus ENSSMAG00000011778
mola_mola ENSMMOG00000002507
labrus_bergylta ENSLBEG00000017054
kryptolebias_marmoratus ENSKMAG00000010655
cyprinodon_variegatus ENSCVAG00000022918
oryzias_latipes ENSORLG00000008153
oryzias_latipes ENSORLG00020009814
oryzias_latipes_asm223469v1 ENSORLG00015008251
oryzias_melastigma ENSOMEG00000015192
astatotilapia_calliptera ENSACLG00000012968
maylandia_zebra ENSMZEG00005011073
haplochromis_burtoni ENSHBUG00000004400
oreochromis_niloticus ENSONIG00000019931
neolamprologus_brichardi ENSNBRG00000022311
amphiprion_percula ENSAPEG00000005733
amphiprion_ocellaris ENSAOCG00000004075
acanthochromis_polyacanthus ENSAPOG00000006820
stegastes_partitus ENSSPAG00000012040
periophthalmus_magnuspinnatus ENSPMGG00000004329
hippocampus_comes ENSHCOG00000018030
gasterosteus_aculeatus ENSGACG00000008564
xiphophorus_couchianus ENSXCOG00000002920
xiphophorus_couchianus ENSXCOG00000002916
xiphophorus_maculatus ENSXMAG00000018633
gambusia_affinis ENSGAFG00000020596
poecilia_formosa ENSPFOG00000018427
poecilia_mexicana ENSPMEG00000020176
poecilia_latipinna ENSPLAG00000001352
poecilia_reticulata ENSPREG00000017354
fundulus_heteroclitus ENSFHEG00000022603
gadus_morhua ENSGMOG00000002835
esox_lucius ENSELUG00000010768
danio_rerio ENSDARG00000094441
danio_rerio ENSDARG00000092882
danio_rerio ENSDARG00000092347
astyanax_mexicanus ENSAMXG00000033071
astyanax_mexicanus ENSAMXG00000037951
pygocentrus_nattereri ENSPNAG00000022669
ictalurus_punctatus ENSIPUG00000004280
paramormyrops_kingsleyae ENSPKIG00000009584
petromyzon_marinus ENSPMAG00000006070
eptatretus_burgeri ENSEBUG00000010577
petromyzon_marinus ENSPMAG00000005122
latimeria_chalumnae ENSLACG00000011654
xenopus_tropicalis ENSXETG00000018333
ornithorhynchus_anatinus ENSOANG00000012486
phascolarctos_cinereus ENSPCIG00000020403
notamacropus_eugenii ENSMEUG00000013360
sarcophilus_harrisii ENSSHAG00000004942
monodelphis_domestica ENSMODG00000015496
ciona_savignyi ENSCSAVG00000001367
caenorhabditis_elegans_strain_n2 WBGene00019395
