seriola_dumerili ENSSDUG00000008369
chelonoidis_abingdonii ENSCABG00000016174
chrysemys_picta_bellii ENSCPBG00000003596
pelodiscus_sinensis ENSPSIG00000002572
anolis_carolinensis ENSACAG00000009091
pogona_vitticeps ENSPVIG00000008616
notechis_scutatus ENSNSUG00000012234
salvator_merianae ENSSMRG00000009255
sphenodon_punctatus ENSSPUG00000010252
erinaceus_europaeus ENSEEUG00000010936
sorex_araneus ENSSARG00000012820
tursiops_truncatus ENSTTRG00000010439
sus_scrofa ENSSSCG00000009889
ovis_aries ENSOARG00000010650
capra_hircus ENSCHIG00000023248
bos_mutus ENSBMUG00000025356
bos_taurus ENSBTAG00000008743
bison_bison_bison ENSBBBG00000013184
ursus_maritimus ENSUMAG00000007438
ursus_americanus ENSUAMG00000001712
ailuropoda_melanoleuca ENSAMEG00000013664
neovison_vison ENSNVIG00000016470
mustela_putorius_furo ENSMPUG00000002282
canis_lupus_dingo ENSCAFG00020017050
canis_lupus_familiaris ENSCAFG00000008683
canis_lupus_dingo ENSCAFG00020010561
canis_lupus_familiaris ENSCAFG00000019771
vulpes_vulpes ENSVVUG00000014130
ursus_americanus ENSUAMG00000009124
vulpes_vulpes ENSVVUG00000003042
felis_catus ENSFCAG00000022000
panthera_tigris_altaica ENSPTIG00000013936
panthera_pardus ENSPPRG00000006814
ailuropoda_melanoleuca ENSAMEG00000009317
equus_asinus_asinus ENSEASG00005006978
equus_caballus ENSECAG00000017673
equus_asinus_asinus ENSEASG00005010671
pteropus_vampyrus ENSPVAG00000013189
myotis_lucifugus ENSMLUG00000017084
carlito_syrichta ENSTSYG00000009364
castor_canadensis ENSCCNG00000000638
dipodomys_ordii ENSDORG00000012759
mus_spicilegus ENSMSIG00000011278
mus_musculus ENSMUSG00000029455
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028686
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027688
mus_pahari MGP_PahariEiJ_G0024268
rattus_norvegicus ENSRNOG00000001344
meriones_unguiculatus ENSMUGG00000013826
cricetulus_griseus_chok1gshd ENSCGRG00001011135
cricetulus_griseus_crigri-picr ENSCGRG00015026537
cricetulus_griseus_crigri ENSCGRG00000014672
mesocricetus_auratus ENSMAUG00000009022
microtus_ochrogaster ENSMOCG00000019600
peromyscus_maniculatus_bairdii ENSPEMG00000018983
nannospalax_galili ENSNGAG00000012418
jaculus_jaculus ENSJJAG00000024048
heterocephalus_glaber_female ENSHGLG00000010830
heterocephalus_glaber_male ENSHGLG00100019225
fukomys_damarensis ENSFDAG00000005249
cavia_aperea ENSCAPG00000006892
cavia_porcellus ENSCPOG00000013363
chinchilla_lanigera ENSCLAG00000010958
octodon_degus ENSODEG00000010888
spermophilus_dauricus ENSSDAG00000014791
ictidomys_tridecemlineatus ENSSTOG00000015009
marmota_marmota_marmota ENSMMMG00000005174
urocitellus_parryii ENSUPAG00010006806
ochotona_princeps ENSOPRG00000014667
oryctolagus_cuniculus ENSOCUG00000008325
microcebus_murinus ENSMICG00000003487
prolemur_simus ENSPSMG00000025767
propithecus_coquereli ENSPCOG00000027918
propithecus_coquereli ENSPCOG00000018806
otolemur_garnettii ENSOGAG00000033093
pan_paniscus ENSPPAG00000011365
pan_troglodytes ENSPTRG00000005463
homo_sapiens ENSG00000111275
homo_sapiens ENSG00000257767
gorilla_gorilla ENSGGOG00000007108
pongo_abelii ENSPPYG00000004966
nomascus_leucogenys ENSNLEG00000000016
colobus_angolensis_palliatus ENSCANG00000043520
piliocolobus_tephrosceles ENSPTEG00000011367
rhinopithecus_bieti ENSRBIG00000029956
rhinopithecus_roxellana ENSRROG00000026411
macaca_fascicularis ENSMFAG00000022844
macaca_mulatta ENSMMUG00000008336
cercocebus_atys ENSCATG00000039223
mandrillus_leucophaeus ENSMLEG00000034294
papio_anubis ENSPANG00000003697
macaca_nemestrina ENSMNEG00000037647
theropithecus_gelada ENSTGEG00000019165
chlorocebus_sabaeus ENSCSAG00000002555
saimiri_boliviensis_boliviensis ENSSBOG00000020811
cebus_capucinus ENSCCAG00000033005
callithrix_jacchus ENSCJAG00000011989
aotus_nancymaae ENSANAG00000026834
tupaia_belangeri ENSTBEG00000015268
dasypus_novemcinctus ENSDNOG00000000347
choloepus_hoffmanni ENSCHOG00000002510
loxodonta_africana ENSLAFG00000013136
procavia_capensis ENSPCAG00000012026
echinops_telfairi ENSETEG00000015959
ornithorhynchus_anatinus ENSOANG00000004801
monodelphis_domestica ENSMODG00000012189
sarcophilus_harrisii ENSSHAG00000004540
notamacropus_eugenii ENSMEUG00000004880
phascolarctos_cinereus ENSPCIG00000017619
latimeria_chalumnae ENSLACG00000011798
xenopus_tropicalis ENSXETG00000020930
eptatretus_burgeri ENSEBUG00000015398
drosophila_melanogaster FBgn0012036
