prolemur_simus ENSPSMG00000005759
chinchilla_lanigera ENSCLAG00000010058
octodon_degus ENSODEG00000013401
cavia_porcellus ENSCPOG00000021487
cavia_aperea ENSCAPG00000014863
heterocephalus_glaber_female ENSHGLG00000014168
heterocephalus_glaber_male ENSHGLG00100014757
fukomys_damarensis ENSFDAG00000011166
spermophilus_dauricus ENSSDAG00000024596
ictidomys_tridecemlineatus ENSSTOG00000002569
marmota_marmota_marmota ENSMMMG00000011443
urocitellus_parryii ENSUPAG00010015886
jaculus_jaculus ENSJJAG00000020559
propithecus_coquereli ENSPCOG00000024467
oryctolagus_cuniculus ENSOCUG00000005487
ochotona_princeps ENSOPRG00000016632
tupaia_belangeri ENSTBEG00000011912
pteropus_vampyrus ENSPVAG00000015737
myotis_lucifugus ENSMLUG00000007544
equus_caballus ENSECAG00000002746
equus_asinus_asinus ENSEASG00005009899
capra_hircus ENSCHIG00000018376
ovis_aries ENSOARG00000013581
bos_taurus ENSBTAG00000021761
bos_mutus ENSBMUG00000014190
bison_bison_bison ENSBBBG00000015611
tursiops_truncatus ENSTTRG00000002489
vicugna_pacos ENSVPAG00000001660
sus_scrofa ENSSSCG00000016494
ursus_maritimus ENSUMAG00000015019
ursus_americanus ENSUAMG00000019248
ailuropoda_melanoleuca ENSAMEG00000015264
neovison_vison ENSNVIG00000021330
mustela_putorius_furo ENSMPUG00000003411
canis_lupus_familiaris ENSCAFG00000003907
canis_lupus_dingo ENSCAFG00020021321
vulpes_vulpes ENSVVUG00000001562
panthera_pardus ENSPPRG00000024821
panthera_tigris_altaica ENSPTIG00000021440
felis_catus ENSFCAG00000012847
erinaceus_europaeus ENSEEUG00000005125
choloepus_hoffmanni ENSCHOG00000012424
dasypus_novemcinctus ENSDNOG00000006176
procavia_capensis ENSPCAG00000015880
echinops_telfairi ENSETEG00000010432
loxodonta_africana ENSLAFG00000016753
sorex_araneus ENSSARG00000006923
notamacropus_eugenii ENSMEUG00000015422
phascolarctos_cinereus ENSPCIG00000016351
sarcophilus_harrisii ENSSHAG00000016011
monodelphis_domestica ENSMODG00000013637
gopherus_agassizii ENSGAGG00000025064
chelonoidis_abingdonii ENSCABG00000022223
chrysemys_picta_bellii ENSCPBG00000011794
pelodiscus_sinensis ENSPSIG00000011427
crocodylus_porosus ENSCPRG00005017954
sphenodon_punctatus ENSSPUG00000004226
manacus_vitellinus ENSMVIG00005016877
lepidothrix_coronata ENSLCOG00000009837
lonchura_striata_domestica ENSLSDG00000009448
taeniopygia_guttata ENSTGUG00000011632
serinus_canaria ENSSCAG00000009820
zonotrichia_albicollis ENSZALG00000015181
junco_hyemalis ENSJHYG00000000894
ficedula_albicollis ENSFALG00000003761
cyanistes_caeruleus ENSCCEG00000016129
parus_major ENSPMJG00000009455
melopsittacus_undulatus ENSMUNG00000011749
calidris_pugnax ENSCPUG00000000245
calidris_pygmaea ENSCPGG00000004179
anser_brachyrhynchus ENSABRG00000003775
anas_platyrhynchos_platyrhynchos ENSAPLG00000015187
gallus_gallus ENSGALG00000012865
meleagris_gallopavo ENSMGAG00000013219
coturnix_japonica ENSCJPG00005020278
numida_meleagris ENSNMEG00000013747
apteryx_owenii ENSAOWG00000001839
apteryx_haastii ENSAHAG00000004627
apteryx_rowi ENSARWG00000005861
dromaius_novaehollandiae ENSDNVG00000010032
nothoprocta_perdicaria ENSNPEG00000002730
pogona_vitticeps ENSPVIG00000013669
anolis_carolinensis ENSACAG00000011178
notechis_scutatus ENSNSUG00000013684
salvator_merianae ENSSMRG00000016008
ornithorhynchus_anatinus ENSOANG00000013389
xenopus_tropicalis ENSXETG00000004845
latimeria_chalumnae ENSLACG00000011252
paramormyrops_kingsleyae ENSPKIG00000013716
scleropages_formosus ENSSFOG00015017340
oryzias_latipes ENSORLG00000009843
oryzias_latipes ENSORLG00020003434
oryzias_latipes_asm223469v1 ENSORLG00015001634
oryzias_melastigma ENSOMEG00000004636
kryptolebias_marmoratus ENSKMAG00000010816
hippocampus_comes ENSHCOG00000009104
cynoglossus_semilaevis ENSCSEG00000016152
poecilia_mexicana ENSPMEG00000011878
poecilia_mexicana ENSPMEG00000001350
poecilia_formosa ENSPFOG00000007387
poecilia_latipinna ENSPLAG00000005838
poecilia_reticulata ENSPREG00000012823
xiphophorus_couchianus ENSXCOG00000004163
xiphophorus_couchianus ENSXCOG00000009523
xiphophorus_maculatus ENSXMAG00000008567
gambusia_affinis ENSGAFG00000014807
fundulus_heteroclitus ENSFHEG00000018953
cyprinodon_variegatus ENSCVAG00000014727
takifugu_rubripes ENSTRUG00000011625
tetraodon_nigroviridis ENSTNIG00000007233
amphiprion_percula ENSAPEG00000001484
amphiprion_ocellaris ENSAOCG00000010835
acanthochromis_polyacanthus ENSAPOG00000022027
stegastes_partitus ENSSPAG00000008939
astatotilapia_calliptera ENSACLG00000013512
maylandia_zebra ENSMZEG00005009805
haplochromis_burtoni ENSHBUG00000018081
pundamilia_nyererei ENSPNYG00000014772
neolamprologus_brichardi ENSNBRG00000022840
amphilophus_citrinellus ENSACIG00000021084
seriola_dumerili ENSSDUG00000018635
seriola_lalandi_dorsalis ENSSLDG00000014276
scophthalmus_maximus ENSSMAG00000011113
monopterus_albus ENSMALG00000004852
mastacembelus_armatus ENSMAMG00000023278
anabas_testudineus ENSATEG00000023130
gasterosteus_aculeatus ENSGACG00000019257
mola_mola ENSMMOG00000008235
labrus_bergylta ENSLBEG00000024273
labrus_bergylta ENSLBEG00000015105
periophthalmus_magnuspinnatus ENSPMGG00000012025
gadus_morhua ENSGMOG00000013747
esox_lucius ENSELUG00000011217
astyanax_mexicanus ENSAMXG00000011513
pygocentrus_nattereri ENSPNAG00000008630
ictalurus_punctatus ENSIPUG00000017122
danio_rerio ENSDARG00000017661
lepisosteus_oculatus ENSLOCG00000016118
petromyzon_marinus ENSPMAG00000005000
eptatretus_burgeri ENSEBUG00000004942
eptatretus_burgeri ENSEBUG00000010364
