choloepus_hoffmanni ENSCHOG00000013303
xiphophorus_couchianus ENSXCOG00000019253
gambusia_affinis ENSGAFG00000007181
poecilia_mexicana ENSPMEG00000003612
poecilia_latipinna ENSPLAG00000008712
poecilia_reticulata ENSPREG00000007210
fundulus_heteroclitus ENSFHEG00000008240
cyprinodon_variegatus ENSCVAG00000002270
kryptolebias_marmoratus ENSKMAG00000014987
oryzias_latipes ENSORLG00000017057
oryzias_latipes_asm223469v1 ENSORLG00015017185
oryzias_latipes ENSORLG00020022550
oryzias_melastigma ENSOMEG00000002828
haplochromis_burtoni ENSHBUG00000005995
maylandia_zebra ENSMZEG00005006204
astatotilapia_calliptera ENSACLG00000011728
pundamilia_nyererei ENSPNYG00000005448
neolamprologus_brichardi ENSNBRG00000013744
oreochromis_niloticus ENSONIG00000008836
amphilophus_citrinellus ENSACIG00000020485
mola_mola ENSMMOG00000003565
takifugu_rubripes ENSTRUG00000020090
gasterosteus_aculeatus ENSGACG00000005296
labrus_bergylta ENSLBEG00000004658
seriola_dumerili ENSSDUG00000019567
seriola_lalandi_dorsalis ENSSLDG00000015560
monopterus_albus ENSMALG00000014930
scophthalmus_maximus ENSSMAG00000013158
anabas_testudineus ENSATEG00000017842
amphiprion_percula ENSAPEG00000019594
amphiprion_ocellaris ENSAOCG00000016048
acanthochromis_polyacanthus ENSAPOG00000005196
stegastes_partitus ENSSPAG00000005190
periophthalmus_magnuspinnatus ENSPMGG00000015876
hippocampus_comes ENSHCOG00000006564
gadus_morhua ENSGMOG00000014226
esox_lucius ENSELUG00000020337
pygocentrus_nattereri ENSPNAG00000023267
astyanax_mexicanus ENSAMXG00000009857
ictalurus_punctatus ENSIPUG00000015557
danio_rerio ENSDARG00000078433
lepisosteus_oculatus ENSLOCG00000008228
petromyzon_marinus ENSPMAG00000004588
