xenopus_tropicalis ENSXETG00000030509
loxodonta_africana ENSLAFG00000028386
procavia_capensis ENSPCAG00000001495
echinops_telfairi ENSETEG00000014577
echinops_telfairi ENSETEG00000011360
prolemur_simus ENSPSMG00000009923
otolemur_garnettii ENSOGAG00000031197
macaca_mulatta ENSMMUG00000017859
macaca_fascicularis ENSMFAG00000018318
macaca_nemestrina ENSMNEG00000037474
mandrillus_leucophaeus ENSMLEG00000000951
cercocebus_atys ENSCATG00000019474
papio_anubis ENSPANG00000002783
theropithecus_gelada ENSTGEG00000023118
chlorocebus_sabaeus ENSCSAG00000019192
piliocolobus_tephrosceles ENSPTEG00000036140
colobus_angolensis_palliatus ENSCANG00000021980
rhinopithecus_bieti ENSRBIG00000044998
pan_paniscus ENSPPAG00000032044
pan_troglodytes ENSPTRG00000003645
homo_sapiens ENSG00000172457
gorilla_gorilla ENSGGOG00000010244
nomascus_leucogenys ENSNLEG00000019330
callithrix_jacchus ENSCJAG00000022676
oryctolagus_cuniculus ENSOCUG00000007748
ochotona_princeps ENSOPRG00000004837
castor_canadensis ENSCCNG00000028152
castor_canadensis ENSCCNG00000005228
urocitellus_parryii ENSUPAG00010000344
marmota_marmota_marmota ENSMMMG00000017339
spermophilus_dauricus ENSSDAG00000020859
marmota_marmota_marmota ENSMMMG00000017332
spermophilus_dauricus ENSSDAG00000000484
spermophilus_dauricus ENSSDAG00000000474
spermophilus_dauricus ENSSDAG00000000478
marmota_marmota_marmota ENSMMMG00000017330
urocitellus_parryii ENSUPAG00010000387
ictidomys_tridecemlineatus ENSSTOG00000034731
ictidomys_tridecemlineatus ENSSTOG00000022101
spermophilus_dauricus ENSSDAG00000020864
spermophilus_dauricus ENSSDAG00000020870
urocitellus_parryii ENSUPAG00010000377
castor_canadensis ENSCCNG00000028133
castor_canadensis ENSCCNG00000014322
mus_spicilegus ENSMSIG00000027445
mus_musculus ENSMUSG00000075211
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023753
mus_pahari MGP_PahariEiJ_G0025202
rattus_norvegicus ENSRNOG00000029578
meriones_unguiculatus ENSMUGG00000004725
cricetulus_griseus_crigri ENSCGRG00000019999
cricetulus_griseus_chok1gshd ENSCGRG00001006342
cricetulus_griseus_crigri-picr ENSCGRG00015000222
peromyscus_maniculatus_bairdii ENSPEMG00000027564
microtus_ochrogaster ENSMOCG00000019323
mus_spicilegus ENSMSIG00000027461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024677
mus_musculus ENSMUSG00000033850
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023759
mus_pahari MGP_PahariEiJ_G0025209
rattus_norvegicus ENSRNOG00000058782
meriones_unguiculatus ENSMUGG00000024252
cricetulus_griseus_crigri ENSCGRG00000019411
cricetulus_griseus_crigri-picr ENSCGRG00015000161
cricetulus_griseus_chok1gshd ENSCGRG00001003762
peromyscus_maniculatus_bairdii ENSPEMG00000027173
cavia_porcellus ENSCPOG00000034403
cavia_porcellus ENSCPOG00000031071
chinchilla_lanigera ENSCLAG00000017531
heterocephalus_glaber_male ENSHGLG00100002213
heterocephalus_glaber_male ENSHGLG00100019965
heterocephalus_glaber_male ENSHGLG00100020206
cavia_porcellus ENSCPOG00000035406
chinchilla_lanigera ENSCLAG00000017564
tupaia_belangeri ENSTBEG00000003790
bos_taurus ENSBTAG00000051038
bison_bison_bison ENSBBBG00000003773
bos_mutus ENSBMUG00000015173
bison_bison_bison ENSBBBG00000005030
capra_hircus ENSCHIG00000007978
capra_hircus ENSCHIG00000008895
bos_taurus ENSBTAG00000055161
capra_hircus ENSCHIG00000013635
vicugna_pacos ENSVPAG00000008719
sus_scrofa ENSSSCG00000033139
sus_scrofa ENSSSCG00000040126
sus_scrofa ENSSSCG00000037827
sus_scrofa ENSSSCG00000036738
sus_scrofa ENSSSCG00000013201
equus_caballus ENSECAG00000003372
ursus_americanus ENSUAMG00000018428
ursus_maritimus ENSUMAG00000018177
ailuropoda_melanoleuca ENSAMEG00000020015
canis_lupus_familiaris ENSCAFG00000008001
mustela_putorius_furo ENSMPUG00000018834
felis_catus ENSFCAG00000015622
dasypus_novemcinctus ENSDNOG00000012171
dasypus_novemcinctus ENSDNOG00000034645
dasypus_novemcinctus ENSDNOG00000038433
dasypus_novemcinctus ENSDNOG00000041503
dasypus_novemcinctus ENSDNOG00000039408
choloepus_hoffmanni ENSCHOG00000009621
choloepus_hoffmanni ENSCHOG00000005562
notamacropus_eugenii ENSMEUG00000010619
notamacropus_eugenii ENSMEUG00000015541
notamacropus_eugenii ENSMEUG00000010358
notamacropus_eugenii ENSMEUG00000011749
phascolarctos_cinereus ENSPCIG00000006896
sarcophilus_harrisii ENSSHAG00000010183
monodelphis_domestica ENSMODG00000020068
monodelphis_domestica ENSMODG00000020067
monodelphis_domestica ENSMODG00000020066
notechis_scutatus ENSNSUG00000004067
notechis_scutatus ENSNSUG00000004068
notechis_scutatus ENSNSUG00000004066
pogona_vitticeps ENSPVIG00000023006
salvator_merianae ENSSMRG00000001585
salvator_merianae ENSSMRG00000001581
salvator_merianae ENSSMRG00000001418
salvator_merianae ENSSMRG00000001576
salvator_merianae ENSSMRG00000001912
sphenodon_punctatus ENSSPUG00000013660
apteryx_owenii ENSAOWG00000007860
notechis_scutatus ENSNSUG00000004499
anolis_carolinensis ENSACAG00000007622
pogona_vitticeps ENSPVIG00000014539
notechis_scutatus ENSNSUG00000004437
sphenodon_punctatus ENSSPUG00000011377
chelonoidis_abingdonii ENSCABG00000013978
chelonoidis_abingdonii ENSCABG00000008499
chelonoidis_abingdonii ENSCABG00000017342
gopherus_agassizii ENSGAGG00000005585
chrysemys_picta_bellii ENSCPBG00000013150
pelodiscus_sinensis ENSPSIG00000002013
salvator_merianae ENSSMRG00000009889
pogona_vitticeps ENSPVIG00000014536
ornithorhynchus_anatinus ENSOANG00000020949
ornithorhynchus_anatinus ENSOANG00000021366
calidris_pygmaea ENSCPGG00000009878
calidris_pugnax ENSCPUG00000003516
dromaius_novaehollandiae ENSDNVG00000004583
gopherus_agassizii ENSGAGG00000006707
chrysemys_picta_bellii ENSCPBG00000016797
chelonoidis_abingdonii ENSCABG00000012245
mustela_putorius_furo ENSMPUG00000018826
neovison_vison ENSNVIG00000024780
canis_lupus_dingo ENSCAFG00020000127
canis_lupus_familiaris ENSCAFG00000008025
vulpes_vulpes ENSVVUG00000017370
ursus_americanus ENSUAMG00000004428
ursus_maritimus ENSUMAG00000018171
ailuropoda_melanoleuca ENSAMEG00000018542
myotis_lucifugus ENSMLUG00000023746
equus_caballus ENSECAG00000003217
equus_asinus_asinus ENSEASG00005020435
otolemur_garnettii ENSOGAG00000024788
prolemur_simus ENSPSMG00000009801
loxodonta_africana ENSLAFG00000026295
loxodonta_africana ENSLAFG00000026349
loxodonta_africana ENSLAFG00000026704
phascolarctos_cinereus ENSPCIG00000006887
sarcophilus_harrisii ENSSHAG00000009415
monodelphis_domestica ENSMODG00000020060
monodelphis_domestica ENSMODG00000020062
sarcophilus_harrisii ENSSHAG00000009513
sarcophilus_harrisii ENSSHAG00000008888
monodelphis_domestica ENSMODG00000020058
equus_caballus ENSECAG00000002515
equus_asinus_asinus ENSEASG00005014387
equus_asinus_asinus ENSEASG00005018031
bos_mutus ENSBMUG00000015198
bison_bison_bison ENSBBBG00000006573
bison_bison_bison ENSBBBG00000005176
capra_hircus ENSCHIG00000003672
sus_scrofa ENSSSCG00000036176
erinaceus_europaeus ENSEEUG00000007210
myotis_lucifugus ENSMLUG00000000568
pteropus_vampyrus ENSPVAG00000005001
canis_lupus_familiaris ENSCAFG00000008020
mustela_putorius_furo ENSMPUG00000018827
ailuropoda_melanoleuca ENSAMEG00000018545
panthera_tigris_altaica ENSPTIG00000010591
panthera_pardus ENSPPRG00000018527
oryctolagus_cuniculus ENSOCUG00000024775
oryctolagus_cuniculus ENSOCUG00000026079
tupaia_belangeri ENSTBEG00000000987
cricetulus_griseus_chok1gshd ENSCGRG00001006911
cricetulus_griseus_crigri-picr ENSCGRG00015000115
mesocricetus_auratus ENSMAUG00000013420
microtus_ochrogaster ENSMOCG00000007944
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024681
mus_spicilegus ENSMSIG00000027477
mus_musculus ENSMUSG00000046975
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023763
mus_pahari MGP_PahariEiJ_G0025213
rattus_norvegicus ENSRNOG00000060217
cricetulus_griseus_crigri ENSCGRG00000019698
cricetulus_griseus_chok1gshd ENSCGRG00001003682
cricetulus_griseus_crigri-picr ENSCGRG00015000101
microtus_ochrogaster ENSMOCG00000008985
mus_spicilegus ENSMSIG00000027482
rattus_norvegicus ENSRNOG00000051431
meriones_unguiculatus ENSMUGG00000017775
nannospalax_galili ENSNGAG00000014633
nannospalax_galili ENSNGAG00000019219
jaculus_jaculus ENSJJAG00000013633
dipodomys_ordii ENSDORG00000003002
chinchilla_lanigera ENSCLAG00000017509
octodon_degus ENSODEG00000011501
fukomys_damarensis ENSFDAG00000010315
spermophilus_dauricus ENSSDAG00000000449
spermophilus_dauricus ENSSDAG00000000466
ictidomys_tridecemlineatus ENSSTOG00000027371
ictidomys_tridecemlineatus ENSSTOG00000025623
marmota_marmota_marmota ENSMMMG00000017313
propithecus_coquereli ENSPCOG00000025435
prolemur_simus ENSPSMG00000009892
otolemur_garnettii ENSOGAG00000002800
pan_troglodytes ENSPTRG00000003643
homo_sapiens ENSG00000172464
gorilla_gorilla ENSGGOG00000028237
macaca_mulatta ENSMMUG00000000657
macaca_nemestrina ENSMNEG00000030161
chlorocebus_sabaeus ENSCSAG00000005913
theropithecus_gelada ENSTGEG00000023169
papio_anubis ENSPANG00000019397
mandrillus_leucophaeus ENSMLEG00000039138
cercocebus_atys ENSCATG00000029362
callithrix_jacchus ENSCJAG00000045306
callithrix_jacchus ENSCJAG00000042752
saimiri_boliviensis_boliviensis ENSSBOG00000035528
aotus_nancymaae ENSANAG00000023165
dasypus_novemcinctus ENSDNOG00000009091
loxodonta_africana ENSLAFG00000031089
loxodonta_africana ENSLAFG00000029352
loxodonta_africana ENSLAFG00000030600
loxodonta_africana ENSLAFG00000027803
loxodonta_africana ENSLAFG00000030237
loxodonta_africana ENSLAFG00000030760
urocitellus_parryii ENSUPAG00010003322
gopherus_agassizii ENSGAGG00000006687
gopherus_agassizii ENSGAGG00000006656
chelonoidis_abingdonii ENSCABG00000012241
chrysemys_picta_bellii ENSCPBG00000016788
sphenodon_punctatus ENSSPUG00000015550
gopherus_agassizii ENSGAGG00000004911
gopherus_agassizii ENSGAGG00000018078
gopherus_agassizii ENSGAGG00000024569
chelonoidis_abingdonii ENSCABG00000019054
chrysemys_picta_bellii ENSCPBG00000027538
bos_taurus ENSBTAG00000054223
bison_bison_bison ENSBBBG00000014843
ovis_aries ENSOARG00000006188
bos_taurus ENSBTAG00000039272
bos_taurus ENSBTAG00000048865
bos_mutus ENSBMUG00000017815
bos_taurus ENSBTAG00000040610
bos_mutus ENSBMUG00000011598
ovis_aries ENSOARG00000012930
bos_taurus ENSBTAG00000052960
bison_bison_bison ENSBBBG00000024289
bos_taurus ENSBTAG00000050104
ovis_aries ENSOARG00000000059
bison_bison_bison ENSBBBG00000006287
bos_taurus ENSBTAG00000054280
bos_mutus ENSBMUG00000020611
bison_bison_bison ENSBBBG00000003656
capra_hircus ENSCHIG00000020506
ovis_aries ENSOARG00000012902
sus_scrofa ENSSSCG00000037919
sus_scrofa ENSSSCG00000038090
sus_scrofa ENSSSCG00000014544
sus_scrofa ENSSSCG00000036195
vicugna_pacos ENSVPAG00000010490
sus_scrofa ENSSSCG00000039083
sus_scrofa ENSSSCG00000028285
bos_taurus ENSBTAG00000039944
bos_mutus ENSBMUG00000001973
bos_taurus ENSBTAG00000047047
vicugna_pacos ENSVPAG00000012561
equus_caballus ENSECAG00000033963
equus_asinus_asinus ENSEASG00005007657
equus_caballus ENSECAG00000037142
equus_caballus ENSECAG00000038821
equus_caballus ENSECAG00000038614
equus_asinus_asinus ENSEASG00005018257
ursus_maritimus ENSUMAG00000017992
ursus_americanus ENSUAMG00000024285
ursus_maritimus ENSUMAG00000017988
canis_lupus_dingo ENSCAFG00020025832
canis_lupus_dingo ENSCAFG00020025830
vulpes_vulpes ENSVVUG00000030403
vulpes_vulpes ENSVVUG00000030401
neovison_vison ENSNVIG00000024726
felis_catus ENSFCAG00000035782
panthera_pardus ENSPPRG00000019432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023830
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023829
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024751
mus_pahari MGP_PahariEiJ_G0025285
ovis_aries ENSOARG00000008547
ovis_aries ENSOARG00000008541
ovis_aries ENSOARG00000000219
sus_scrofa ENSSSCG00000040774
sus_scrofa ENSSSCG00000034287
sus_scrofa ENSSSCG00000039275
ovis_aries ENSOARG00000004006
heterocephalus_glaber_male ENSHGLG00100021235
dasypus_novemcinctus ENSDNOG00000043312
dasypus_novemcinctus ENSDNOG00000046430
dasypus_novemcinctus ENSDNOG00000040090
dasypus_novemcinctus ENSDNOG00000031665
dasypus_novemcinctus ENSDNOG00000048118
dasypus_novemcinctus ENSDNOG00000048285
choloepus_hoffmanni ENSCHOG00000001803
choloepus_hoffmanni ENSCHOG00000006898
choloepus_hoffmanni ENSCHOG00000002059
dasypus_novemcinctus ENSDNOG00000047677
dasypus_novemcinctus ENSDNOG00000035316
tupaia_belangeri ENSTBEG00000000830
heterocephalus_glaber_male ENSHGLG00100015988
heterocephalus_glaber_male ENSHGLG00100019545
heterocephalus_glaber_female ENSHGLG00000021037
heterocephalus_glaber_male ENSHGLG00100000460
fukomys_damarensis ENSFDAG00000019683
fukomys_damarensis ENSFDAG00000008025
heterocephalus_glaber_male ENSHGLG00100019552
heterocephalus_glaber_male ENSHGLG00100020207
heterocephalus_glaber_female ENSHGLG00000020060
heterocephalus_glaber_male ENSHGLG00100000185
heterocephalus_glaber_female ENSHGLG00000018358
fukomys_damarensis ENSFDAG00000008039
octodon_degus ENSODEG00000002210
heterocephalus_glaber_male ENSHGLG00100021254
heterocephalus_glaber_male ENSHGLG00100021102
heterocephalus_glaber_female ENSHGLG00000000396
heterocephalus_glaber_male ENSHGLG00100002334
heterocephalus_glaber_female ENSHGLG00000000088
heterocephalus_glaber_male ENSHGLG00100008670
fukomys_damarensis ENSFDAG00000004382
fukomys_damarensis ENSFDAG00000008043
fukomys_damarensis ENSFDAG00000019015
fukomys_damarensis ENSFDAG00000005462
fukomys_damarensis ENSFDAG00000008005
cavia_porcellus ENSCPOG00000031316
cavia_porcellus ENSCPOG00000031151
castor_canadensis ENSCCNG00000003075
peromyscus_maniculatus_bairdii ENSPEMG00000030421
peromyscus_maniculatus_bairdii ENSPEMG00000025028
cricetulus_griseus_crigri ENSCGRG00000019592
cricetulus_griseus_chok1gshd ENSCGRG00001002665
cricetulus_griseus_crigri-picr ENSCGRG00015023436
mus_spicilegus ENSMSIG00000013775
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024764
mus_musculus ENSMUSG00000047039
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023844
mus_pahari MGP_PahariEiJ_G0025293
rattus_norvegicus ENSRNOG00000060685
rattus_norvegicus ENSRNOG00000045685
jaculus_jaculus ENSJJAG00000019455
cricetulus_griseus_chok1gshd ENSCGRG00001010329
cricetulus_griseus_crigri-picr ENSCGRG00015023590
peromyscus_maniculatus_bairdii ENSPEMG00000026624
rattus_norvegicus ENSRNOG00000047926
rattus_norvegicus ENSRNOG00000060426
mus_spicilegus ENSMSIG00000023151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024753
mus_musculus ENSMUSG00000068818
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023831
mus_pahari MGP_PahariEiJ_G0025280
jaculus_jaculus ENSJJAG00000018821
ochotona_princeps ENSOPRG00000009813
ochotona_princeps ENSOPRG00000001853
ochotona_princeps ENSOPRG00000007498
ochotona_princeps ENSOPRG00000007505
erinaceus_europaeus ENSEEUG00000004842
erinaceus_europaeus ENSEEUG00000000651
erinaceus_europaeus ENSEEUG00000008784
erinaceus_europaeus ENSEEUG00000000657
erinaceus_europaeus ENSEEUG00000000318
echinops_telfairi ENSETEG00000012953
equus_asinus_asinus ENSEASG00005012687
equus_caballus ENSECAG00000033099
equus_caballus ENSECAG00000034462
spermophilus_dauricus ENSSDAG00000003565
urocitellus_parryii ENSUPAG00010003497
ictidomys_tridecemlineatus ENSSTOG00000029558
marmota_marmota_marmota ENSMMMG00000016930
urocitellus_parryii ENSUPAG00010003499
spermophilus_dauricus ENSSDAG00000003569
marmota_marmota_marmota ENSMMMG00000016927
cricetulus_griseus_crigri-picr ENSCGRG00015023534
cricetulus_griseus_chok1gshd ENSCGRG00001011490
cricetulus_griseus_crigri ENSCGRG00000019829
peromyscus_maniculatus_bairdii ENSPEMG00000025733
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024761
mus_musculus ENSMUSG00000068815
mus_spicilegus ENSMSIG00000013732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023841
mus_pahari MGP_PahariEiJ_G0025290
rattus_norvegicus ENSRNOG00000049292
castor_canadensis ENSCCNG00000002505
fukomys_damarensis ENSFDAG00000003917
cricetulus_griseus_crigri ENSCGRG00000018954
cricetulus_griseus_chok1gshd ENSCGRG00001007312
cricetulus_griseus_crigri-picr ENSCGRG00015023592
peromyscus_maniculatus_bairdii ENSPEMG00000026099
mus_spicilegus ENSMSIG00000023116
mus_musculus ENSMUSG00000061520
mus_spicilegus ENSMSIG00000023141
mus_musculus ENSMUSG00000068819
rattus_norvegicus ENSRNOG00000046025
rattus_norvegicus ENSRNOG00000059247
ictidomys_tridecemlineatus ENSSTOG00000033604
marmota_marmota_marmota ENSMMMG00000016985
spermophilus_dauricus ENSSDAG00000010310
urocitellus_parryii ENSUPAG00010003475
marmota_marmota_marmota ENSMMMG00000016979
ictidomys_tridecemlineatus ENSSTOG00000027699
urocitellus_parryii ENSUPAG00010003550
ictidomys_tridecemlineatus ENSSTOG00000034636
urocitellus_parryii ENSUPAG00010003530
spermophilus_dauricus ENSSDAG00000000634
marmota_marmota_marmota ENSMMMG00000016900
urocitellus_parryii ENSUPAG00010003523
oryctolagus_cuniculus ENSOCUG00000016475
oryctolagus_cuniculus ENSOCUG00000014214
oryctolagus_cuniculus ENSOCUG00000013588
ursus_maritimus ENSUMAG00000017990
ursus_americanus ENSUAMG00000024284
ailuropoda_melanoleuca ENSAMEG00000019619
ailuropoda_melanoleuca ENSAMEG00000019978
mustela_putorius_furo ENSMPUG00000018676
neovison_vison ENSNVIG00000024727
canis_lupus_dingo ENSCAFG00020025831
canis_lupus_familiaris ENSCAFG00000008128
vulpes_vulpes ENSVVUG00000030402
panthera_pardus ENSPPRG00000019386
panthera_tigris_altaica ENSPTIG00000010275
felis_catus ENSFCAG00000036327
panthera_tigris_altaica ENSPTIG00000010269
panthera_pardus ENSPPRG00000019398
ursus_maritimus ENSUMAG00000017997
ailuropoda_melanoleuca ENSAMEG00000019405
canis_lupus_dingo ENSCAFG00020025833
vulpes_vulpes ENSVVUG00000030400
equus_caballus ENSECAG00000029351
equus_caballus ENSECAG00000032046
equus_caballus ENSECAG00000038684
equus_caballus ENSECAG00000039186
castor_canadensis ENSCCNG00000010156
castor_canadensis ENSCCNG00000002544
prolemur_simus ENSPSMG00000009731
otolemur_garnettii ENSOGAG00000011850
pan_troglodytes ENSPTRG00000003614
pan_paniscus ENSPPAG00000032144
homo_sapiens ENSG00000187612
gorilla_gorilla ENSGGOG00000012297
macaca_mulatta ENSMMUG00000016155
macaca_nemestrina ENSMNEG00000037446
papio_anubis ENSPANG00000019396
theropithecus_gelada ENSTGEG00000023683
callithrix_jacchus ENSCJAG00000022691
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023839
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024759
mus_musculus ENSMUSG00000075148
mus_pahari MGP_PahariEiJ_G0025288
rattus_norvegicus ENSRNOG00000050681
cricetulus_griseus_crigri-picr ENSCGRG00015023551
cricetulus_griseus_chok1gshd ENSCGRG00001002409
cricetulus_griseus_chok1gshd ENSCGRG00001004050
cricetulus_griseus_crigri ENSCGRG00000018836
cricetulus_griseus_crigri-picr ENSCGRG00015023567
peromyscus_maniculatus_bairdii ENSPEMG00000017867
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024755
mus_musculus ENSMUSG00000075151
mus_spicilegus ENSMSIG00000013646
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023836
mus_pahari MGP_PahariEiJ_G0025284
rattus_norvegicus ENSRNOG00000049657
cricetulus_griseus_chok1gshd ENSCGRG00001001497
cricetulus_griseus_crigri-picr ENSCGRG00015023564
peromyscus_maniculatus_bairdii ENSPEMG00000029002
microtus_ochrogaster ENSMOCG00000002609
rattus_norvegicus ENSRNOG00000046448
mus_musculus ENSMUSG00000075150
mus_spicilegus ENSMSIG00000013661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024756
rattus_norvegicus ENSRNOG00000046632
cricetulus_griseus_crigri-picr ENSCGRG00015023557
cricetulus_griseus_chok1gshd ENSCGRG00001002890
cricetulus_griseus_crigri ENSCGRG00000019028
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024754
mus_musculus ENSMUSG00000075153
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023835
mus_pahari MGP_PahariEiJ_G0025283
rattus_norvegicus ENSRNOG00000050566
meriones_unguiculatus ENSMUGG00000004271
cricetulus_griseus_chok1gshd ENSCGRG00001003462
cricetulus_griseus_crigri-picr ENSCGRG00015023570
cricetulus_griseus_crigri ENSCGRG00000018886
peromyscus_maniculatus_bairdii ENSPEMG00000027420
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024758
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023838
mus_spicilegus ENSMSIG00000013684
mus_musculus ENSMUSG00000068817
mus_pahari MGP_PahariEiJ_G0025287
rattus_norvegicus ENSRNOG00000030946
meriones_unguiculatus ENSMUGG00000005597
peromyscus_maniculatus_bairdii ENSPEMG00000024786
fukomys_damarensis ENSFDAG00000006681
fukomys_damarensis ENSFDAG00000006213
heterocephalus_glaber_male ENSHGLG00100001626
heterocephalus_glaber_female ENSHGLG00000000308
cricetulus_griseus_crigri ENSCGRG00000018940
cricetulus_griseus_chok1gshd ENSCGRG00001011400
cricetulus_griseus_crigri-picr ENSCGRG00015023556
peromyscus_maniculatus_bairdii ENSPEMG00000025249
mus_spicilegus ENSMSIG00000013670
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024757
mus_musculus ENSMUSG00000075149
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023837
mus_pahari MGP_PahariEiJ_G0025286
rattus_norvegicus ENSRNOG00000005742
nannospalax_galili ENSNGAG00000010336
urocitellus_parryii ENSUPAG00010003481
marmota_marmota_marmota ENSMMMG00000016977
ictidomys_tridecemlineatus ENSSTOG00000020419
spermophilus_dauricus ENSSDAG00000024276
spermophilus_dauricus ENSSDAG00000010284
spermophilus_dauricus ENSSDAG00000024277
marmota_marmota_marmota ENSMMMG00000016976
cricetulus_griseus_chok1gshd ENSCGRG00001006720
cricetulus_griseus_crigri-picr ENSCGRG00015023509
cricetulus_griseus_crigri ENSCGRG00000012970
peromyscus_maniculatus_bairdii ENSPEMG00000030759
mus_spicilegus ENSMSIG00000013822
mus_musculus ENSMUSG00000048197
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024766
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023846
mus_pahari MGP_PahariEiJ_G0025295
rattus_norvegicus ENSRNOG00000045832
rattus_norvegicus ENSRNOG00000046501
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024765
