seriola_lalandi_dorsalis ENSSLDG00000012459
canis_lupus_dingo ENSCAFG00020007293
vulpes_vulpes ENSVVUG00000021995
panthera_pardus ENSPPRG00000021797
panthera_tigris_altaica ENSPTIG00000019930
felis_catus ENSFCAG00000009098
cavia_aperea ENSCAPG00000005604
cavia_porcellus ENSCPOG00000004462
chinchilla_lanigera ENSCLAG00000008280
octodon_degus ENSODEG00000005162
heterocephalus_glaber_female ENSHGLG00000018819
heterocephalus_glaber_male ENSHGLG00100005474
fukomys_damarensis ENSFDAG00000016990
dipodomys_ordii ENSDORG00000008910
spermophilus_dauricus ENSSDAG00000012541
urocitellus_parryii ENSUPAG00010019482
ictidomys_tridecemlineatus ENSSTOG00000002134
marmota_marmota_marmota ENSMMMG00000011255
mus_spicilegus ENSMSIG00000003178
mus_spicilegus ENSMSIG00000032133
mus_musculus ENSMUSG00000022668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021669
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020770
mus_pahari MGP_PahariEiJ_G0016470
rattus_norvegicus ENSRNOG00000002044
meriones_unguiculatus ENSMUGG00000024367
cricetulus_griseus_crigri-picr ENSCGRG00015015011
cricetulus_griseus_chok1gshd ENSCGRG00001025024
cricetulus_griseus_crigri ENSCGRG00000005605
mesocricetus_auratus ENSMAUG00000000058
microtus_ochrogaster ENSMOCG00000016965
peromyscus_maniculatus_bairdii ENSPEMG00000014655
nannospalax_galili ENSNGAG00000017687
jaculus_jaculus ENSJJAG00000011072
oryctolagus_cuniculus ENSOCUG00000010793
tupaia_belangeri ENSTBEG00000005689
cercocebus_atys ENSCATG00000026978
mandrillus_leucophaeus ENSMLEG00000036123
macaca_fascicularis ENSMFAG00000045745
macaca_nemestrina ENSMNEG00000033476
theropithecus_gelada ENSTGEG00000002755
papio_anubis ENSPANG00000007139
chlorocebus_sabaeus ENSCSAG00000006667
piliocolobus_tephrosceles ENSPTEG00000023553
pan_troglodytes ENSPTRG00000015224
pan_paniscus ENSPPAG00000033092
gorilla_gorilla ENSGGOG00000009259
homo_sapiens ENSG00000163607
pongo_abelii ENSPPYG00000013543
callithrix_jacchus ENSCJAG00000020325
rhinopithecus_roxellana ENSRROG00000016262
rhinopithecus_bieti ENSRBIG00000040114
colobus_angolensis_palliatus ENSCANG00000015621
macaca_mulatta ENSMMUG00000014874
nomascus_leucogenys ENSNLEG00000004407
cebus_capucinus ENSCCAG00000016215
saimiri_boliviensis_boliviensis ENSSBOG00000025468
aotus_nancymaae ENSANAG00000024048
carlito_syrichta ENSTSYG00000008331
prolemur_simus ENSPSMG00000014467
propithecus_coquereli ENSPCOG00000015542
microcebus_murinus ENSMICG00000048925
otolemur_garnettii ENSOGAG00000002997
sorex_araneus ENSSARG00000005517
erinaceus_europaeus ENSEEUG00000011408
pteropus_vampyrus ENSPVAG00000015965
tursiops_truncatus ENSTTRG00000003541
vicugna_pacos ENSVPAG00000011916
ochotona_princeps ENSOPRG00000008882
procavia_capensis ENSPCAG00000004162
echinops_telfairi ENSETEG00000016754
choloepus_hoffmanni ENSCHOG00000009519
ornithorhynchus_anatinus ENSOANG00000003960
eptatretus_burgeri ENSEBUG00000004225
