junco_hyemalis ENSJHYG00000003376
mus_musculus ENSMUSG00000051732
mus_spicilegus ENSMSIG00000012335
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022217
mus_pahari MGP_PahariEiJ_G0018950
rattus_norvegicus ENSRNOG00000014527
meriones_unguiculatus ENSMUGG00000002918
nannospalax_galili ENSNGAG00000016040
jaculus_jaculus ENSJJAG00000014258
mus_musculus ENSMUSG00000046173
mus_spicilegus ENSMSIG00000014218
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021962
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021058
mus_pahari MGP_PahariEiJ_G0023374
rattus_norvegicus ENSRNOG00000017367
meriones_unguiculatus ENSMUGG00000021394
cricetulus_griseus_chok1gshd ENSCGRG00001007983
cricetulus_griseus_crigri ENSCGRG00000019560
cricetulus_griseus_crigri-picr ENSCGRG00015013105
mesocricetus_auratus ENSMAUG00000003031
peromyscus_maniculatus_bairdii ENSPEMG00000028235
nannospalax_galili ENSNGAG00000000987
jaculus_jaculus ENSJJAG00000019230
nannospalax_galili ENSNGAG00000023773
piliocolobus_tephrosceles ENSPTEG00000016469
rhinopithecus_roxellana ENSRROG00000029758
callithrix_jacchus ENSCJAG00000041162
carlito_syrichta ENSTSYG00000033737
colobus_angolensis_palliatus ENSCANG00000013549
colobus_angolensis_palliatus ENSCANG00000036233
macaca_mulatta ENSMMUG00000020835
octodon_degus ENSODEG00000013269
equus_caballus ENSECAG00000038200
equus_asinus_asinus ENSEASG00005014126
ursus_americanus ENSUAMG00000022453
vicugna_pacos ENSVPAG00000011006
dasypus_novemcinctus ENSDNOG00000030956
sus_scrofa ENSSSCG00000006063
capra_hircus ENSCHIG00000023714
ursus_americanus ENSUAMG00000024428
felis_catus ENSFCAG00000001874
pan_troglodytes ENSPTRG00000047939
homo_sapiens ENSG00000070756
pongo_abelii ENSPPYG00000018790
cercocebus_atys ENSCATG00000039184
chlorocebus_sabaeus ENSCSAG00000012017
rhinopithecus_roxellana ENSRROG00000032349
carlito_syrichta ENSTSYG00000004229
macaca_fascicularis ENSMFAG00000044845
macaca_mulatta ENSMMUG00000017786
theropithecus_gelada ENSTGEG00000003207
piliocolobus_tephrosceles ENSPTEG00000005437
prolemur_simus ENSPSMG00000012609
jaculus_jaculus ENSJJAG00000015918
peromyscus_maniculatus_bairdii ENSPEMG00000014998
urocitellus_parryii ENSUPAG00010012731
canis_lupus_dingo ENSCAFG00020000440
panthera_pardus ENSPPRG00000003755
equus_caballus ENSECAG00000020699
procavia_capensis ENSPCAG00000007096
microcebus_murinus ENSMICG00000009121
papio_anubis ENSPANG00000010645
castor_canadensis ENSCCNG00000015738
nannospalax_galili ENSNGAG00000000996
canis_lupus_familiaris ENSCAFG00000000567
equus_asinus_asinus ENSEASG00005002810
bos_taurus ENSBTAG00000046358
loxodonta_africana ENSLAFG00000013994
dasypus_novemcinctus ENSDNOG00000008718
monodelphis_domestica ENSMODG00000012040
monodelphis_domestica ENSMODG00000017105
sarcophilus_harrisii ENSSHAG00000003431
fukomys_damarensis ENSFDAG00000005583
myotis_lucifugus ENSMLUG00000012245
sarcophilus_harrisii ENSSHAG00000011267
nomascus_leucogenys ENSNLEG00000034154
phascolarctos_cinereus ENSPCIG00000036274
pongo_abelii ENSPPYG00000012833
saimiri_boliviensis_boliviensis ENSSBOG00000025499
mus_musculus ENSMUSG00000022283
mus_spicilegus ENSMSIG00000015570
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020636
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019740
mus_pahari MGP_PahariEiJ_G0019749
rattus_norvegicus ENSRNOG00000008639
dipodomys_ordii ENSDORG00000013935
ictalurus_punctatus ENSIPUG00000024284
ictalurus_punctatus ENSIPUG00000019895
ictalurus_punctatus ENSIPUG00000010020
ictalurus_punctatus ENSIPUG00000020086
paramormyrops_kingsleyae ENSPKIG00000016850
ictalurus_punctatus ENSIPUG00000007890
periophthalmus_magnuspinnatus ENSPMGG00000022485
paramormyrops_kingsleyae ENSPKIG00000002089
paramormyrops_kingsleyae ENSPKIG00000002905
latimeria_chalumnae ENSLACG00000004395
xenopus_tropicalis ENSXETG00000006635
scleropages_formosus ENSSFOG00015006617
paramormyrops_kingsleyae ENSPKIG00000016835
astyanax_mexicanus ENSAMXG00000018395
lepisosteus_oculatus ENSLOCG00000009681
sus_scrofa ENSSSCG00000033638
scleropages_formosus ENSSFOG00015019638
gopherus_agassizii ENSGAGG00000000869
chelonoidis_abingdonii ENSCABG00000007865
chrysemys_picta_bellii ENSCPBG00000005782
pelodiscus_sinensis ENSPSIG00000003719
ficedula_albicollis ENSFALG00000005841
taeniopygia_guttata ENSTGUG00000012067
manacus_vitellinus ENSMVIG00005015236
numida_meleagris ENSNMEG00000004668
anser_brachyrhynchus ENSABRG00000002585
melopsittacus_undulatus ENSMUNG00000001056
serinus_canaria ENSSCAG00000004402
cyanistes_caeruleus ENSCCEG00000008435
meleagris_gallopavo ENSMGAG00000012239
calidris_pygmaea ENSCPGG00000000936
gallus_gallus ENSGALG00000030280
lonchura_striata_domestica ENSLSDG00000017935
zonotrichia_albicollis ENSZALG00000013040
calidris_pugnax ENSCPUG00000002675
coturnix_japonica ENSCJPG00005000858
lepidothrix_coronata ENSLCOG00000008323
anas_platyrhynchos_platyrhynchos ENSAPLG00000001129
apteryx_owenii ENSAOWG00000016251
apteryx_haastii ENSAHAG00000006336
apteryx_rowi ENSARWG00000018166
dromaius_novaehollandiae ENSDNVG00000007343
nothoprocta_perdicaria ENSNPEG00000014503
pogona_vitticeps ENSPVIG00000014546
anolis_carolinensis ENSACAG00000016470
notechis_scutatus ENSNSUG00000012475
salvator_merianae ENSSMRG00000021155
sphenodon_punctatus ENSSPUG00000018267
sphenodon_punctatus ENSSPUG00000018259
monodelphis_domestica ENSMODG00000006222
phascolarctos_cinereus ENSPCIG00000000267
ornithorhynchus_anatinus ENSOANG00000007307
seriola_lalandi_dorsalis ENSSLDG00000009165
esox_lucius ENSELUG00000005247
