dromaius_novaehollandiae ENSDNVG00000006020
equus_caballus ENSECAG00000010160
equus_asinus ENSEASG00005005676
myotis_lucifugus ENSMLUG00000014191
loxodonta_africana ENSLAFG00000000445
dasypus_novemcinctus ENSDNOG00000049635
tursiops_truncatus ENSTTRG00000004230
sorex_araneus ENSSARG00000005970
pteropus_vampyrus ENSPVAG00000001117
procavia_capensis ENSPCAG00000015018
echinops_telfairi ENSETEG00000016614
rhinopithecus_roxellana ENSRROG00000036671
cricetulus_griseus ENSCGRG00000002621
choloepus_hoffmanni ENSCHOG00000004326
vombatus_ursinus ENSVURG00010004287
chelonoidis_abingdonii ENSCABG00000012369
xenopus_tropicalis ENSXETG00000003874
latimeria_chalumnae ENSLACG00000015024
periophthalmus_magnuspinnatus ENSPMGG00000006022
hippocampus_comes ENSHCOG00000008384
poecilia_formosa ENSPFOG00000019378
poecilia_latipinna ENSPLAG00000011900
poecilia_mexicana ENSPMEG00000008663
poecilia_reticulata ENSPREG00000020840
xiphophorus_maculatus ENSXMAG00000023442
xiphophorus_couchianus ENSXCOG00000006199
gambusia_affinis ENSGAFG00000006816
fundulus_heteroclitus ENSFHEG00000002341
cyprinodon_variegatus ENSCVAG00000003579
kryptolebias_marmoratus ENSKMAG00000004997
oryzias_latipes ENSORLG00000009520
oryzias_latipes ENSORLG00015005118
oryzias_latipes ENSORLG00020021977
oryzias_melastigma ENSOMEG00000005697
cynoglossus_semilaevis ENSCSEG00000014074
scophthalmus_maximus ENSSMAG00000018247
mola_mola ENSMMOG00000008784
betta_splendens ENSBSLG00000016481
cottoperca_gobio ENSCGOG00000022491
gasterosteus_aculeatus ENSGACG00000020332
larimichthys_crocea ENSLCRG00005023491
monopterus_albus ENSMALG00000021072
mastacembelus_armatus ENSMAMG00000011824
anabas_testudineus ENSATEG00000011237
seriola_dumerili ENSSDUG00000013992
seriola_lalandi ENSSLDG00000018810
lates_calcarifer ENSLCAG00010023371
amphiprion_percula ENSAPEG00000007289
amphiprion_ocellaris ENSAOCG00000017118
acanthochromis_polyacanthus ENSAPOG00000023292
stegastes_partitus ENSSPAG00000002166
parambassis_ranga ENSPRNG00000011751
pundamilia_nyererei ENSPNYG00000017954
maylandia_zebra ENSMZEG00005007428
astatotilapia_calliptera ENSACLG00000007608
haplochromis_burtoni ENSHBUG00000021091
neolamprologus_brichardi ENSNBRG00000014958
oreochromis_niloticus ENSONIG00000012854
amphilophus_citrinellus ENSACIG00000009926
gouania_willdenowi ENSGWIG00000010089
tetraodon_nigroviridis ENSTNIG00000011826
takifugu_rubripes ENSTRUG00000012421
gadus_morhua ENSGMOG00000010216
hucho_hucho ENSHHUG00000015325
hucho_hucho ENSHHUG00000013567
esox_lucius ENSELUG00000010818
astyanax_mexicanus ENSAMXG00000011395
astyanax_mexicanus ENSAMXG00005022340
pygocentrus_nattereri ENSPNAG00000001057
electrophorus_electricus ENSEEEG00000012167
ictalurus_punctatus ENSIPUG00000016473
electrophorus_electricus ENSEEEG00000005698
danio_rerio ENSDARG00000067976
denticeps_clupeoides ENSDCDG00000019212
clupea_harengus ENSCHAG00000010856
denticeps_clupeoides ENSDCDG00000033955
clupea_harengus ENSCHAG00000005511
pygocentrus_nattereri ENSPNAG00000024394
astyanax_mexicanus ENSAMXG00000013256
electrophorus_electricus ENSEEEG00000002148
cynoglossus_semilaevis ENSCSEG00000015724
monopterus_albus ENSMALG00000009383
xiphophorus_couchianus ENSXCOG00000000614
gambusia_affinis ENSGAFG00000002515
kryptolebias_marmoratus ENSKMAG00000016405
hippocampus_comes ENSHCOG00000003679
takifugu_rubripes ENSTRUG00000005373
tetraodon_nigroviridis ENSTNIG00000015783
labrus_bergylta ENSLBEG00000014615
gasterosteus_aculeatus ENSGACG00000018525
larimichthys_crocea ENSLCRG00005009909
cottoperca_gobio ENSCGOG00000024160
anabas_testudineus ENSATEG00000020070
mastacembelus_armatus ENSMAMG00000013798
lates_calcarifer ENSLCAG00010004166
scophthalmus_maximus ENSSMAG00000010690
seriola_dumerili ENSSDUG00000011258
seriola_lalandi ENSSLDG00000024315
amphiprion_ocellaris ENSAOCG00000017135
amphiprion_percula ENSAPEG00000010255
acanthochromis_polyacanthus ENSAPOG00000010040
stegastes_partitus ENSSPAG00000014113
parambassis_ranga ENSPRNG00000022035
poecilia_mexicana ENSPMEG00000008749
poecilia_latipinna ENSPLAG00000007103
poecilia_formosa ENSPFOG00000006490
poecilia_reticulata ENSPREG00000021173
xiphophorus_maculatus ENSXMAG00000002896
cyprinodon_variegatus ENSCVAG00000004805
fundulus_heteroclitus ENSFHEG00000002096
oryzias_latipes ENSORLG00020004373
oryzias_latipes ENSORLG00015008537
oryzias_latipes ENSORLG00000008220
oryzias_melastigma ENSOMEG00000013757
astatotilapia_calliptera ENSACLG00000024776
maylandia_zebra ENSMZEG00005007333
haplochromis_burtoni ENSHBUG00000002755
pundamilia_nyererei ENSPNYG00000000134
neolamprologus_brichardi ENSNBRG00000019644
oreochromis_niloticus ENSONIG00000017538
amphilophus_citrinellus ENSACIG00000014883
gouania_willdenowi ENSGWIG00000011862
periophthalmus_magnuspinnatus ENSPMGG00000022265
betta_splendens ENSBSLG00000018671
mola_mola ENSMMOG00000009499
gadus_morhua ENSGMOG00000004074
hucho_hucho ENSHHUG00000052365
hucho_hucho ENSHHUG00000045426
esox_lucius ENSELUG00000004950
scleropages_formosus ENSSFOG00015008484
paramormyrops_kingsleyae ENSPKIG00000019840
paramormyrops_kingsleyae ENSPKIG00000012722
lepisosteus_oculatus ENSLOCG00000014680
erpetoichthys_calabaricus ENSECRG00000009512
callorhinchus_milii ENSCMIG00000017264
