sorex_araneus ENSSARG00000012794
gambusia_affinis ENSGAFG00000003177
xiphophorus_couchianus ENSXCOG00000008499
xiphophorus_maculatus ENSXMAG00000016203
fundulus_heteroclitus ENSFHEG00000004811
cyprinodon_variegatus ENSCVAG00000020315
oryzias_latipes_asm223469v1 ENSORLG00015012098
oryzias_latipes ENSORLG00020000048
oryzias_latipes ENSORLG00000003666
oryzias_melastigma ENSOMEG00000020291
gasterosteus_aculeatus ENSGACG00000006380
mastacembelus_armatus ENSMAMG00000019274
cynoglossus_semilaevis ENSCSEG00000018058
takifugu_rubripes ENSTRUG00000023754
tetraodon_nigroviridis ENSTNIG00000016690
hippocampus_comes ENSHCOG00000005357
gadus_morhua ENSGMOG00000007472
astyanax_mexicanus ENSAMXG00000041732
astyanax_mexicanus ENSAMXG00000029481
pygocentrus_nattereri ENSPNAG00000018528
danio_rerio ENSDARG00000102075
paramormyrops_kingsleyae ENSPKIG00000002009
scleropages_formosus ENSSFOG00015019493
pygocentrus_nattereri ENSPNAG00000021768
astyanax_mexicanus ENSAMXG00000043836
ictalurus_punctatus ENSIPUG00000006742
esox_lucius ENSELUG00000023451
esox_lucius ENSELUG00000002338
paramormyrops_kingsleyae ENSPKIG00000019461
scleropages_formosus ENSSFOG00015012575
lepisosteus_oculatus ENSLOCG00000015139
petromyzon_marinus ENSPMAG00000001768
eptatretus_burgeri ENSEBUG00000011782
petromyzon_marinus ENSPMAG00000003092
ciona_savignyi ENSCSAVG00000004779
ciona_intestinalis ENSCING00000023839
