anabas_testudineus ENSATEG00000008650
bos_indicus ENSBIXG00005030073
bos_indicus ENSBIXG00000005188
bos_taurus ENSBTAG00000021922
bos_mutus ENSBMUG00000010150
bison_bison ENSBBBG00000009431
ovis_aries ENSOARG00000020242
capra_hircus ENSCHIG00000026204
tursiops_truncatus ENSTTRG00000006610
sus_scrofa ENSSSCG00000003983
vicugna_pacos ENSVPAG00000003026
equus_caballus ENSECAG00000024413
equus_asinus ENSEASG00005001012
ursus_maritimus ENSUMAG00000017203
ursus_americanus ENSUAMG00000027493
ailuropoda_melanoleuca ENSAMEG00000004571
neovison_vison ENSNVIG00000015398
mustela_putorius ENSMPUG00000014143
canis_lupus ENSCAFG00020003411
canis_lupus ENSCAFG00000002993
vulpes_vulpes ENSVVUG00000005115
panthera_pardus ENSPPRG00000024039
panthera_tigris ENSPTIG00000019202
felis_catus ENSFCAG00000005726
erinaceus_europaeus ENSEEUG00000002808
sorex_araneus ENSSARG00000004219
pteropus_vampyrus ENSPVAG00000010055
myotis_lucifugus ENSMLUG00000006849
loxodonta_africana ENSLAFG00000008783
procavia_capensis ENSPCAG00000004564
echinops_telfairi ENSETEG00000003321
choloepus_hoffmanni ENSCHOG00000007331
dasypus_novemcinctus ENSDNOG00000007914
jaculus_jaculus ENSJJAG00000024140
vombatus_ursinus ENSVURG00010001866
phascolarctos_cinereus ENSPCIG00000020653
notamacropus_eugenii ENSMEUG00000005051
sarcophilus_harrisii ENSSHAG00000007665
monodelphis_domestica ENSMODG00000017597
ornithorhynchus_anatinus ENSOANG00000012369
anolis_carolinensis ENSACAG00000014470
pogona_vitticeps ENSPVIG00000007947
notechis_scutatus ENSNSUG00000011856
salvator_merianae ENSSMRG00000011830
xenopus_tropicalis ENSXETG00000016645
latimeria_chalumnae ENSLACG00000015414
clupea_harengus ENSCHAG00000008522
denticeps_clupeoides ENSDCDG00000027127
astyanax_mexicanus ENSAMXG00005015845
astyanax_mexicanus ENSAMXG00000039358
pygocentrus_nattereri ENSPNAG00000012352
electrophorus_electricus ENSEEEG00000022987
ictalurus_punctatus ENSIPUG00000013352
danio_rerio ENSDARG00000061446
poecilia_latipinna ENSPLAG00000022418
xiphophorus_couchianus ENSXCOG00000001500
fundulus_heteroclitus ENSFHEG00000013666
gouania_willdenowi ENSGWIG00000010822
mola_mola ENSMMOG00000001142
neolamprologus_brichardi ENSNBRG00000004327
oreochromis_niloticus ENSONIG00000004622
pundamilia_nyererei ENSPNYG00000021078
amphilophus_citrinellus ENSACIG00000002678
oryzias_latipes ENSORLG00000028329
oryzias_latipes ENSORLG00020004619
oryzias_latipes ENSORLG00015016963
oryzias_melastigma ENSOMEG00000019127
stegastes_partitus ENSSPAG00000004273
seriola_dumerili ENSSDUG00000004248
seriola_lalandi ENSSLDG00000006519
lates_calcarifer ENSLCAG00010016361
mastacembelus_armatus ENSMAMG00000007594
cynoglossus_semilaevis ENSCSEG00000014107
betta_splendens ENSBSLG00000009858
hippocampus_comes ENSHCOG00000003627
takifugu_rubripes ENSTRUG00000018144
gasterosteus_aculeatus ENSGACG00000007231
tetraodon_nigroviridis ENSTNIG00000009200
periophthalmus_magnuspinnatus ENSPMGG00000019106
gadus_morhua ENSGMOG00000014200
esox_lucius ENSELUG00000017011
scleropages_formosus ENSSFOG00015008537
paramormyrops_kingsleyae ENSPKIG00000023520
lepisosteus_oculatus ENSLOCG00000001419
erpetoichthys_calabaricus ENSECRG00000012810
manacus_vitellinus ENSMVIG00005009948
callorhinchus_milii ENSCMIG00000019179
petromyzon_marinus ENSPMAG00000000494
ciona_savignyi ENSCSAVG00000000388
drosophila_melanogaster FBgn0033349
